Time (s),Math 1 (A),Math 2 (A)
-7.392,0.001730425,0.000571775
-7.391,0.001808454,0.000597824
-7.39,0.001782665,0.00058863
-7.389,0.001755553,0.000579436
-7.388,0.001794568,0.000593227
-7.387,0.001789939,0.000591695
-7.386,0.001741667,0.000574839
-7.385,0.001815067,0.000599357
-7.384,0.001776714,0.000587098
-7.383,0.001758198,0.000580969
-7.382,0.001807132,0.000597824
-7.381,0.001765472,0.000582501
-7.38,0.00178531,0.000590163
-7.379,0.001792584,0.000593227
-7.378,0.001777375,0.000587098
-7.377,0.001756214,0.000580969
-7.376,0.00181639,0.000599357
-7.375,0.001768117,0.000584033
-7.374,0.00176944,0.000584033
-7.373,0.001804487,0.000596292
-7.372,0.001752247,0.000579436
-7.371,0.001783988,0.000590163
-7.37,0.001799197,0.00059476
-7.369,0.001774069,0.000585566
-7.368,0.001772085,0.000585566
-7.367,0.00181639,0.000599357
-7.366,0.001732409,0.000573307
-7.365,0.001803826,0.000596292
-7.364,0.001813745,0.000599357
-7.363,0.001737038,0.000574839
-7.362,0.0018111,0.000597824
-7.361,0.001784649,0.000590163
-7.36,0.001750263,0.000577904
-7.359,0.001808454,0.000597824
-7.358,0.001802503,0.00059476
-7.357,0.001739683,0.000574839
-7.356,0.001835566,0.000605486
-7.355,0.001758198,0.000580969
-7.354,0.001762166,0.000582501
-7.353,0.001836228,0.000607019
-7.352,0.001750263,0.000577904
-7.351,0.001791262,0.000591695
-7.35,0.001803164,0.000596292
-7.349,0.00174894,0.000577904
-7.348,0.001783988,0.000590163
-7.347,0.001830938,0.000603954
-7.346,0.001742989,0.000576372
-7.345,0.001813083,0.000599357
-7.344,0.001794568,0.000593227
-7.343,0.001742989,0.000576372
-7.342,0.001813083,0.000599357
-7.341,0.001776052,0.000585566
-7.34,0.00178002,0.000587098
-7.339,0.001794568,0.000591695
-7.338,0.001780681,0.00058863
-7.337,0.001748279,0.000577904
-7.336,0.001821019,0.000602422
-7.335,0.001781343,0.00058863
-7.334,0.001765472,0.000584033
-7.333,0.001805809,0.000596292
-7.332,0.001766795,0.000584033
-7.331,0.001776714,0.000587098
-7.33,0.00178531,0.000590163
-7.329,0.0017906,0.000591695
-7.328,0.001760843,0.000582501
-7.327,0.001803826,0.000596292
-7.326,0.001756214,0.000579436
-7.325,0.001782004,0.00058863
-7.324,0.001805148,0.000596292
-7.323,0.001748279,0.000577904
-7.322,0.001786633,0.000590163
-7.321,0.001797213,0.000593227
-7.32,0.001756214,0.000579436
-7.319,0.001775391,0.000587098
-7.318,0.001807793,0.000596292
-7.317,0.001732409,0.000571775
-7.316,0.001803826,0.000596292
-7.315,0.001798535,0.00059476
-7.314,0.001734393,0.000573307
-7.313,0.001813745,0.000599357
-7.312,0.001761505,0.000580969
-7.311,0.001758198,0.000580969
-7.31,0.001824325,0.000602422
-7.309,0.001772085,0.000585566
-7.308,0.001751586,0.000577904
-7.307,0.001825647,0.000602422
-7.306,0.00173836,0.000573307
-7.305,0.00178002,0.00058863
-7.304,0.001835566,0.000605486
-7.303,0.001736376,0.000573307
-7.302,0.001794568,0.000593227
-7.301,0.001779359,0.000587098
-7.3,0.001754892,0.000579436
-7.299,0.001808454,0.000596292
-7.298,0.001807132,0.000596292
-7.297,0.001742328,0.000574839
-7.296,0.001809116,0.000597824
-7.295,0.00177473,0.000585566
-7.294,0.001756214,0.000579436
-7.293,0.001826309,0.000602422
-7.292,0.001775391,0.000585566
-7.291,0.001763488,0.000582501
-7.29,0.001787955,0.000590163
-7.289,0.001784649,0.000590163
-7.288,0.00176944,0.000584033
-7.287,0.001821019,0.000600889
-7.286,0.001776052,0.000585566
-7.285,0.001764811,0.000582501
-7.284,0.001801181,0.00059476
-7.283,0.001771424,0.000585566
-7.282,0.00179589,0.000593227
-7.281,0.001797213,0.000593227
-7.28,0.001771424,0.000585566
-7.279,0.001763488,0.000582501
-7.278,0.00181639,0.000599357
-7.277,0.001754892,0.000579436
-7.276,0.00178531,0.000590163
-7.275,0.001817051,0.000599357
-7.274,0.001745634,0.000576372
-7.273,0.00178531,0.000590163
-7.272,0.001802503,0.00059476
-7.271,0.001762827,0.000582501
-7.27,0.001783326,0.00058863
-7.269,0.001805809,0.000596292
-7.268,0.001728441,0.000570242
-7.267,0.001823002,0.000602422
-7.266,0.00178531,0.00058863
-7.265,0.001735715,0.000573307
-7.264,0.001824986,0.000602422
-7.263,0.001762827,0.000582501
-7.262,0.001763488,0.000582501
-7.261,0.001815728,0.000599357
-7.26,0.001768117,0.000584033
-7.259,0.001758859,0.000580969
-7.258,0.001827631,0.000603954
-7.257,0.001736376,0.000573307
-7.256,0.001798535,0.000593227
-7.255,0.0018111,0.000597824
-7.254,0.001734393,0.000573307
-7.253,0.001817712,0.000599357
-7.252,0.001782004,0.00058863
-7.251,0.001762827,0.000582501
-7.25,0.001799858,0.00059476
-7.249,0.001797874,0.000593227
-7.248,0.001749602,0.000577904
-7.247,0.0018111,0.000597824
-7.246,0.001773407,0.000585566
-7.245,0.001761505,0.000580969
-7.244,0.001810438,0.000597824
-7.243,0.00176415,0.000582501
-7.242,0.001772085,0.000585566
-7.241,0.001779359,0.000587098
-7.24,0.001783988,0.00058863
-7.239,0.001767456,0.000584033
-7.238,0.001821019,0.000600889
-7.237,0.001763488,0.000582501
-7.236,0.00176415,0.000582501
-7.235,0.001801842,0.00059476
-7.234,0.001766795,0.000582501
-7.233,0.001789278,0.000590163
-7.232,0.001793907,0.000593227
-7.231,0.001760843,0.000580969
-7.23,0.001760843,0.000580969
-7.229,0.001820357,0.000600889
-7.228,0.001749602,0.000577904
-7.227,0.001804487,0.000596292
-7.226,0.001803164,0.00059476
-7.225,0.00172778,0.000570242
-7.224,0.001805148,0.000596292
-7.223,0.001791262,0.000591695
-7.222,0.001752908,0.000579436
-7.221,0.001799197,0.00059476
-7.22,0.001786633,0.000590163
-7.219,0.001725796,0.000570242
-7.218,0.001835566,0.000605486
-7.217,0.001767456,0.000584033
-7.216,0.001760182,0.000580969
-7.215,0.001825647,0.000602422
-7.214,0.001739683,0.000574839
-7.213,0.00178531,0.000590163
-7.212,0.0018111,0.000597824
-7.211,0.001757537,0.000580969
-7.21,0.001775391,0.000585566
-7.209,0.001819035,0.000600889
-7.208,0.001733731,0.000571775
-7.207,0.001808454,0.000596292
-7.206,0.001801181,0.00059476
-7.205,0.001740344,0.000574839
-7.204,0.001810438,0.000597824
-7.203,0.001776052,0.000585566
-7.202,0.001772746,0.000585566
-7.201,0.001798535,0.000593227
-7.2,0.001789278,0.000590163
-7.199,0.001747618,0.000576372
-7.198,0.001815728,0.000599357
-7.197,0.001779359,0.000587098
-7.196,0.001753569,0.000579436
-7.195,0.001809116,0.000596292
-7.194,0.001774069,0.000585566
-7.193,0.001766795,0.000582501
-7.192,0.001786633,0.000590163
-7.191,0.001789278,0.000590163
-7.19,0.001756214,0.000579436
-7.189,0.001819035,0.000600889
-7.188,0.001753569,0.000579436
-7.187,0.001767456,0.000584033
-7.186,0.001813083,0.000597824
-7.185,0.001749602,0.000577904
-7.184,0.001789939,0.000590163
-7.183,0.001797874,0.000593227
-7.182,0.001746295,0.000576372
-7.181,0.001771424,0.000584033
-7.18,0.001824986,0.000602422
-7.179,0.001737699,0.000573307
-7.178,0.001808454,0.000596292
-7.177,0.001784649,0.00058863
-7.176,0.001729764,0.000571775
-7.175,0.001821019,0.000600889
-7.174,0.001773407,0.000585566
-7.173,0.001760182,0.000580969
-7.172,0.001793907,0.000591695
-7.171,0.001761505,0.000580969
-7.17,0.001750263,0.000577904
-7.169,0.001830276,0.000603954
-7.168,0.001756876,0.000579436
-7.167,0.001771424,0.000585566
-7.166,0.001810438,0.000597824
-7.165,0.00174365,0.000576372
-7.164,0.001791262,0.000591695
-7.163,0.001787955,0.000590163
-7.162,0.00178002,0.000587098
-7.161,0.001781343,0.00058863
-7.16,0.001794568,0.000591695
-7.159,0.001744973,0.000576372
-7.158,0.001806471,0.000596292
-7.157,0.001797874,0.000593227
-7.156,0.001754231,0.000579436
-7.155,0.001803826,0.00059476
-7.154,0.001782665,0.00058863
-7.153,0.001761505,0.000580969
-7.152,0.001781343,0.00058863
-7.151,0.001811761,0.000597824
-7.15,0.001742989,0.000574839
-7.149,0.001809777,0.000597824
-7.148,0.001776052,0.000585566
-7.147,0.001755553,0.000579436
-7.146,0.001819696,0.000600889
-7.145,0.001756876,0.000579436
-7.144,0.00176944,0.000584033
-7.143,0.001812422,0.000597824
-7.142,0.001768778,0.000584033
-7.141,0.001760182,0.000580969
-7.14,0.00182168,0.000600889
-7.139,0.001730425,0.000571775
-7.138,0.001798535,0.000593227
-7.137,0.001817051,0.000599357
-7.136,0.001733731,0.000573307
-7.135,0.001803164,0.00059476
-7.134,0.001771424,0.000585566
-7.133,0.001754892,0.000579436
-7.132,0.001801181,0.00059476
-7.131,0.001797874,0.000593227
-7.13,0.001746957,0.000576372
-7.129,0.001820357,0.000600889
-7.128,0.001762166,0.000582501
-7.127,0.001753569,0.000579436
-7.126,0.001817712,0.000599357
-7.125,0.001766795,0.000582501
-7.124,0.001770762,0.000585566
-7.123,0.001777375,0.000587098
-7.122,0.001776714,0.000587098
-7.121,0.001754231,0.000579436
-7.12,0.001815067,0.000599357
-7.119,0.001762166,0.000582501
-7.118,0.001774069,0.000585566
-7.117,0.001799858,0.00059476
-7.116,0.001750263,0.000577904
-7.115,0.001787294,0.000590163
-7.114,0.001804487,0.000596292
-7.113,0.001758198,0.000580969
-7.112,0.001759521,0.000580969
-7.111,0.001831599,0.000605486
-7.11,0.00173307,0.000573307
-7.109,0.001808454,0.000597824
-7.108,0.001807132,0.000596292
-7.107,0.001736376,0.000573307
-7.106,0.001815067,0.000599357
-7.105,0.001774069,0.000585566
-7.104,0.001752908,0.000579436
-7.103,0.001818373,0.000600889
-7.102,0.001784649,0.000590163
-7.101,0.001737699,0.000573307
-7.1,0.001834244,0.000605486
-7.099,0.001746295,0.000576372
-7.098,0.001777375,0.000587098
-7.097,0.001824325,0.000602422
-7.096,0.001746957,0.000576372
-7.095,0.00179589,0.000593227
-7.094,0.001793245,0.000591695
-7.093,0.001767456,0.000584033
-7.092,0.001773407,0.000585566
-7.091,0.001805148,0.000596292
-7.09,0.001757537,0.000579436
-7.089,0.001814406,0.000599357
-7.088,0.001782004,0.00058863
-7.087,0.001744973,0.000576372
-7.086,0.001803826,0.000596292
-7.085,0.001784649,0.00058863
-7.084,0.00177473,0.000585566
-7.083,0.001778697,0.000587098
-7.082,0.001813083,0.000597824
-7.081,0.001737699,0.000573307
-7.08,0.001804487,0.000596292
-7.079,0.00178531,0.000590163
-7.078,0.001765472,0.000582501
-7.077,0.001815728,0.000599357
-7.076,0.001761505,0.000580969
-7.075,0.001764811,0.000582501
-7.074,0.001804487,0.000596292
-7.073,0.00178002,0.00058863
-7.072,0.00174894,0.000577904
-7.071,0.001835566,0.000605486
-7.07,0.001734393,0.000573307
-7.069,0.001784649,0.00058863
-7.068,0.001811761,0.000597824
-7.067,0.001741005,0.000574839
-7.066,0.001807793,0.000596292
-7.065,0.001778697,0.000587098
-7.064,0.001750263,0.000577904
-7.063,0.001799197,0.00059476
-7.062,0.001801842,0.00059476
-7.061,0.001741667,0.000574839
-7.06,0.001824986,0.000602422
-7.059,0.001768778,0.000584033
-7.058,0.001756214,0.000579436
-7.057,0.001815067,0.000599357
-7.056,0.001763488,0.000582501
-7.055,0.001781343,0.00058863
-7.054,0.001793245,0.000591695
-7.053,0.001782665,0.00058863
-7.052,0.001751586,0.000577904
-7.051,0.00181639,0.000599357
-7.05,0.001761505,0.000580969
-7.049,0.001785971,0.000590163
-7.048,0.001807132,0.000596292
-7.047,0.001756876,0.000580969
-7.046,0.001795229,0.000593227
-7.045,0.001791262,0.000591695
-7.044,0.001759521,0.000580969
-7.043,0.001771424,0.000585566
-7.042,0.001840195,0.000608551
-7.041,0.001740344,0.000574839
-7.04,0.001805809,0.000596292
-7.039,0.001793907,0.000591695
-7.038,0.00174894,0.000577904
-7.037,0.001823664,0.000602422
-7.036,0.0017906,0.000591695
-7.035,0.001760182,0.000580969
-7.034,0.001803164,0.00059476
-7.033,0.001785971,0.000590163
-7.032,0.00173836,0.000574839
-7.031,0.001854082,0.000611616
-7.03,0.001768778,0.000584033
-7.029,0.001766795,0.000584033
-7.028,0.001823002,0.000602422
-7.027,0.001745634,0.000576372
-7.026,0.001798535,0.000593227
-7.025,0.001815728,0.000599357
-7.024,0.001771424,0.000585566
-7.023,0.00177473,0.000585566
-7.022,0.001818373,0.000600889
-7.021,0.001737699,0.000574839
-7.02,0.001823002,0.000602422
-7.019,0.001803826,0.000596292
-7.018,0.001750263,0.000577904
-7.017,0.001815067,0.000599357
-7.016,0.001772085,0.000585566
-7.015,0.001773407,0.000585566
-7.014,0.001802503,0.00059476
-7.013,0.001809777,0.000597824
-7.012,0.00174894,0.000577904
-7.011,0.001817712,0.000599357
-7.01,0.001779359,0.000587098
-7.009,0.001777375,0.000587098
-7.008,0.001815728,0.000599357
-7.007,0.001770762,0.000584033
-7.006,0.001783988,0.00058863
-7.005,0.001795229,0.000593227
-7.004,0.001786633,0.000590163
-7.003,0.001761505,0.000582501
-7.002,0.001836228,0.000607019
-7.001,0.00176415,0.000582501
-7,0.001789939,0.000591695
-6.999,0.001810438,0.000597824
-6.998,0.001761505,0.000582501
-6.997,0.001800519,0.00059476
-6.996,0.001802503,0.00059476
-6.995,0.001768778,0.000584033
-6.994,0.001783988,0.00058863
-6.993,0.001822341,0.000602422
-6.992,0.001737038,0.000573307
-6.991,0.001822341,0.000602422
-6.99,0.001794568,0.000593227
-6.989,0.001753569,0.000579436
-6.988,0.001826309,0.000603954
-6.987,0.001778697,0.000587098
-6.986,0.001765472,0.000582501
-6.985,0.001811761,0.000597824
-6.984,0.001789278,0.000590163
-6.983,0.001752908,0.000579436
-6.982,0.001840856,0.000608551
-6.981,0.001752908,0.000579436
-6.98,0.001794568,0.000593227
-6.979,0.001812422,0.000599357
-6.978,0.001745634,0.000576372
-6.977,0.0018111,0.000597824
-6.976,0.001805148,0.000596292
-6.975,0.001754231,0.000579436
-6.974,0.0017906,0.000591695
-6.973,0.001815067,0.000599357
-6.972,0.001739683,0.000574839
-6.971,0.001821019,0.000600889
-6.97,0.001787294,0.000590163
-6.969,0.001764811,0.000584033
-6.968,0.001809116,0.000597824
-6.967,0.001766795,0.000584033
-6.966,0.001779359,0.00058863
-6.965,0.001817051,0.000600889
-6.964,0.001783326,0.000590163
-6.963,0.001750924,0.000577904
-6.962,0.001823002,0.000602422
-6.961,0.001762166,0.000582501
-6.96,0.001785971,0.000590163
-6.959,0.001810438,0.000597824
-6.958,0.001770101,0.000584033
-6.957,0.00177473,0.000585566
-6.956,0.001791262,0.000591695
-6.955,0.001778697,0.000587098
-6.954,0.001788616,0.000590163
-6.953,0.00181639,0.000599357
-6.952,0.001748279,0.000577904
-6.951,0.001803164,0.00059476
-6.95,0.001798535,0.000593227
-6.949,0.001763488,0.000582501
-6.948,0.001801181,0.00059476
-6.947,0.001811761,0.000597824
-6.946,0.001746957,0.000576372
-6.945,0.001789278,0.000591695
-6.944,0.001817712,0.000600889
-6.943,0.001752247,0.000579436
-6.942,0.001818373,0.000600889
-6.941,0.00178002,0.000587098
-6.94,0.001765472,0.000582501
-6.939,0.00181639,0.000599357
-6.938,0.001793245,0.000591695
-6.937,0.001755553,0.000580969
-6.936,0.001849453,0.000611616
-6.935,0.001764811,0.000584033
-6.934,0.001776052,0.000587098
-6.933,0.001850114,0.000611616
-6.932,0.001762827,0.000582501
-6.931,0.001802503,0.000596292
-6.93,0.00181639,0.000600889
-6.929,0.001766795,0.000584033
-6.928,0.001803164,0.000596292
-6.927,0.00183226,0.000605486
-6.926,0.001730425,0.000571775
-6.925,0.001830938,0.000603954
-6.924,0.0017906,0.000591695
-6.923,0.001750263,0.000577904
-6.922,0.001830276,0.000605486
-6.921,0.001783988,0.000590163
-6.92,0.001755553,0.000580969
-6.919,0.001810438,0.000597824
-6.918,0.001781343,0.00058863
-6.917,0.001768117,0.000584033
-6.916,0.00183755,0.000607019
-6.915,0.001755553,0.000579436
-6.914,0.001786633,0.000590163
-6.913,0.001804487,0.000596292
-6.912,0.001763488,0.000582501
-6.911,0.001797213,0.00059476
-6.91,0.001815728,0.000599357
-6.909,0.001757537,0.000580969
-6.908,0.001793907,0.000593227
-6.907,0.001806471,0.000596292
-6.906,0.001768117,0.000584033
-6.905,0.001825647,0.000603954
-6.904,0.001793907,0.000593227
-6.903,0.001784649,0.000590163
-6.902,0.001797874,0.00059476
-6.901,0.001815067,0.000599357
-6.9,0.001772085,0.000585566
-6.899,0.001842179,0.000608551
-6.898,0.001798535,0.000593227
-6.897,0.001775391,0.000587098
-6.896,0.0018111,0.000597824
-6.895,0.001799197,0.00059476
-6.894,0.001784649,0.000590163
-6.893,0.001805148,0.000596292
-6.892,0.001808454,0.000597824
-6.891,0.00176944,0.000585566
-6.89,0.001817051,0.000600889
-6.889,0.001772746,0.000585566
-6.888,0.001797874,0.00059476
-6.887,0.001814406,0.000599357
-6.886,0.001772746,0.000585566
-6.885,0.001779359,0.00058863
-6.884,0.00181639,0.000599357
-6.883,0.001774069,0.000585566
-6.882,0.001793245,0.000593227
-6.881,0.001828954,0.000603954
-6.88,0.001748279,0.000577904
-6.879,0.001805148,0.000596292
-6.878,0.00181639,0.000599357
-6.877,0.001782004,0.00058863
-6.876,0.001803826,0.000596292
-6.875,0.001823002,0.000602422
-6.874,0.001741005,0.000574839
-6.873,0.001846147,0.000610083
-6.872,0.001794568,0.000591695
-6.871,0.001762166,0.000582501
-6.87,0.00184284,0.000608551
-6.869,0.001783326,0.00058863
-6.868,0.001758859,0.000580969
-6.867,0.001836228,0.000607019
-6.866,0.001782665,0.00058863
-6.865,0.001772746,0.000585566
-6.864,0.001838211,0.000607019
-6.863,0.001741667,0.000574839
-6.862,0.001805148,0.000596292
-6.861,0.001825647,0.000602422
-6.86,0.001744973,0.000576372
-6.859,0.001805148,0.000596292
-6.858,0.001823664,0.000602422
-6.857,0.001744312,0.000576372
-6.856,0.001820357,0.000600889
-6.855,0.001810438,0.000597824
-6.854,0.001754892,0.000579436
-6.853,0.00183755,0.000607019
-6.852,0.001783326,0.00058863
-6.851,0.001779359,0.000587098
-6.85,0.001829615,0.000603954
-6.849,0.001797874,0.000593227
-6.848,0.001762166,0.000582501
-6.847,0.001856727,0.000613148
-6.846,0.001770762,0.000584033
-6.845,0.001791262,0.000591695
-6.844,0.001827631,0.000603954
-6.843,0.001772085,0.000585566
-6.842,0.00179589,0.000593227
-6.841,0.001811761,0.000597824
-6.84,0.001776052,0.000587098
-6.839,0.001802503,0.00059476
-6.838,0.001811761,0.000597824
-6.837,0.001761505,0.000582501
-6.836,0.001824986,0.000602422
-6.835,0.001795229,0.000593227
-6.834,0.001779359,0.00058863
-6.833,0.001814406,0.000599357
-6.832,0.00181639,0.000599357
-6.831,0.001765472,0.000582501
-6.83,0.001817051,0.000600889
-6.829,0.001807132,0.000596292
-6.828,0.001791262,0.000591695
-6.827,0.001825647,0.000602422
-6.826,0.00178531,0.000590163
-6.825,0.001788616,0.000591695
-6.824,0.001807793,0.000597824
-6.823,0.001804487,0.000596292
-6.822,0.001775391,0.000587098
-6.821,0.00183755,0.000607019
-6.82,0.001768117,0.000584033
-6.819,0.001783988,0.000590163
-6.818,0.0018111,0.000597824
-6.817,0.001791923,0.000591695
-6.816,0.001796552,0.000593227
-6.815,0.001813745,0.000599357
-6.814,0.001760843,0.000580969
-6.813,0.001791262,0.000591695
-6.812,0.001824986,0.000602422
-6.811,0.001761505,0.000582501
-6.81,0.001824325,0.000602422
-6.809,0.001808454,0.000597824
-6.808,0.001770762,0.000585566
-6.807,0.001800519,0.00059476
-6.806,0.001833583,0.000605486
-6.805,0.001755553,0.000579436
-6.804,0.001846147,0.000610083
-6.803,0.001791262,0.000591695
-6.802,0.001768778,0.000584033
-6.801,0.00182697,0.000603954
-6.8,0.00178002,0.00058863
-6.799,0.001780681,0.00058863
-6.798,0.001836889,0.000607019
-6.797,0.001768117,0.000584033
-6.796,0.001770762,0.000585566
-6.795,0.001843502,0.000608551
-6.794,0.001750263,0.000577904
-6.793,0.001809116,0.000597824
-6.792,0.001817712,0.000600889
-6.791,0.001760843,0.000582501
-6.79,0.001797213,0.000593227
-6.789,0.00182168,0.000602422
-6.788,0.001756214,0.000580969
-6.787,0.001844824,0.000610083
-6.786,0.0018111,0.000597824
-6.785,0.001763488,0.000582501
-6.784,0.001838873,0.000607019
-6.783,0.001798535,0.00059476
-6.782,0.001782004,0.00058863
-6.781,0.001819035,0.000600889
-6.78,0.001804487,0.000596292
-6.779,0.001766133,0.000584033
-6.778,0.001832921,0.000605486
-6.777,0.001766133,0.000584033
-6.776,0.001791262,0.000591695
-6.775,0.001817051,0.000600889
-6.774,0.001777375,0.000587098
-6.773,0.001789939,0.000591695
-6.772,0.001823664,0.000602422
-6.771,0.001772085,0.000585566
-6.77,0.001791923,0.000591695
-6.769,0.001817051,0.000600889
-6.768,0.001776052,0.000587098
-6.767,0.001822341,0.000602422
-6.766,0.001801842,0.00059476
-6.765,0.00178531,0.000590163
-6.764,0.001796552,0.000593227
-6.763,0.001838211,0.000607019
-6.762,0.001775391,0.000587098
-6.761,0.001833583,0.000605486
-6.76,0.001801842,0.00059476
-6.759,0.001762166,0.000582501
-6.758,0.001809777,0.000597824
-6.757,0.001814406,0.000599357
-6.756,0.00176944,0.000585566
-6.755,0.001813745,0.000599357
-6.754,0.001802503,0.000596292
-6.753,0.001760182,0.000582501
-6.752,0.001823002,0.000602422
-6.751,0.001782665,0.00058863
-6.75,0.001797213,0.00059476
-6.749,0.001824986,0.000603954
-6.748,0.001780681,0.00058863
-6.747,0.001771424,0.000585566
-6.746,0.001850114,0.000611616
-6.745,0.001765472,0.000584033
-6.744,0.001812422,0.000599357
-6.743,0.001835566,0.000607019
-6.742,0.001760182,0.000582501
-6.741,0.001803164,0.000596292
-6.74,0.001812422,0.000599357
-6.739,0.001768117,0.000584033
-6.738,0.001824986,0.000602422
-6.737,0.001814406,0.000599357
-6.736,0.001733731,0.000573307
-6.735,0.001841518,0.000608551
-6.734,0.001786633,0.000590163
-6.733,0.001763488,0.000582501
-6.732,0.001834905,0.000605486
-6.731,0.001779359,0.00058863
-6.73,0.001762827,0.000582501
-6.729,0.001838873,0.000607019
-6.728,0.001766133,0.000584033
-6.727,0.001803826,0.000596292
-6.726,0.001846147,0.000610083
-6.725,0.001754892,0.000579436
-6.724,0.00181639,0.000599357
-6.723,0.001814406,0.000599357
-6.722,0.00176944,0.000584033
-6.721,0.001809777,0.000597824
-6.72,0.001824325,0.000602422
-6.719,0.001746295,0.000576372
-6.718,0.001823002,0.000602422
-6.717,0.0017906,0.000591695
-6.716,0.001780681,0.00058863
-6.715,0.001820357,0.000600889
-6.714,0.001789939,0.000591695
-6.713,0.001771424,0.000585566
-6.712,0.00182168,0.000600889
-6.711,0.0017906,0.000591695
-6.71,0.001772085,0.000585566
-6.709,0.001833583,0.000605486
-6.708,0.001784649,0.000590163
-6.707,0.001789939,0.000591695
-6.706,0.001808454,0.000597824
-6.705,0.001811761,0.000597824
-6.704,0.00178002,0.00058863
-6.703,0.001832921,0.000605486
-6.702,0.001781343,0.00058863
-6.701,0.001814406,0.000599357
-6.7,0.0018111,0.000597824
-6.699,0.00176944,0.000584033
-6.698,0.001793907,0.000591695
-6.697,0.001824325,0.000602422
-6.696,0.001774069,0.000585566
-6.695,0.001786633,0.000590163
-6.694,0.001823664,0.000602422
-6.693,0.001752247,0.000579436
-6.692,0.001810438,0.000597824
-6.691,0.0018111,0.000597824
-6.69,0.001777375,0.000587098
-6.689,0.001805809,0.000596292
-6.688,0.001819696,0.000600889
-6.687,0.001742989,0.000576372
-6.686,0.001850114,0.000610083
-6.685,0.001801181,0.00059476
-6.684,0.001775391,0.000587098
-6.683,0.001835566,0.000607019
-6.682,0.001775391,0.000587098
-6.681,0.001772085,0.000585566
-6.68,0.001833583,0.000605486
