Time (s),Math 1 (A),Math 2 (A)
-7.422,0.001140576,0.000377167
-7.421,0.001141898,0.000377167
-7.42,0.00113264,0.000375634
-7.419,0.001137269,0.000377167
-7.418,0.001145204,0.000378699
-7.417,0.001145866,0.000380231
-7.416,0.001152478,0.000381764
-7.415,0.001153801,0.000381764
-7.414,0.001151156,0.000381764
-7.413,0.001149172,0.000380231
-7.412,0.001148511,0.000380231
-7.411,0.001147188,0.000380231
-7.41,0.001139253,0.000377167
-7.409,0.001129334,0.000374102
-7.408,0.001129334,0.000374102
-7.407,0.001139253,0.000377167
-7.406,0.001150495,0.000380231
-7.405,0.001146527,0.000380231
-7.404,0.001142559,0.000378699
-7.403,0.001144543,0.000378699
-7.402,0.001147849,0.000380231
-7.401,0.001147849,0.000380231
-7.4,0.001151817,0.000381764
-7.399,0.001151156,0.000381764
-7.398,0.001149833,0.000380231
-7.397,0.001141898,0.000377167
-7.396,0.001139253,0.000377167
-7.395,0.001149172,0.000380231
-7.394,0.001149172,0.000380231
-7.393,0.001147188,0.000380231
-7.392,0.001147188,0.000380231
-7.391,0.001145866,0.000380231
-7.39,0.001145204,0.000378699
-7.389,0.001145204,0.000378699
-7.388,0.001145204,0.000378699
-7.387,0.001144543,0.000378699
-7.386,0.001143882,0.000378699
-7.385,0.001135285,0.000375634
-7.384,0.001141898,0.000378699
-7.383,0.001147849,0.000380231
-7.382,0.001146527,0.000380231
-7.381,0.001145866,0.000380231
-7.38,0.001144543,0.000378699
-7.379,0.001146527,0.000378699
-7.378,0.001145866,0.000378699
-7.377,0.001145866,0.000378699
-7.376,0.001148511,0.000380231
-7.375,0.001147849,0.000380231
-7.374,0.001122721,0.000371037
-7.373,0.00112206,0.000371037
-7.372,0.001141237,0.000377167
-7.371,0.001149172,0.000380231
-7.37,0.001142559,0.000378699
-7.369,0.001142559,0.000378699
-7.368,0.001143221,0.000378699
-7.367,0.001147849,0.000380231
-7.366,0.001151817,0.000380231
-7.365,0.001152478,0.000381764
-7.364,0.001149833,0.000380231
-7.363,0.001147849,0.000380231
-7.362,0.001133963,0.000375634
-7.361,0.001143221,0.000378699
-7.36,0.001145204,0.000378699
-7.359,0.001136608,0.000375634
-7.358,0.001139914,0.000377167
-7.357,0.001147849,0.000380231
-7.356,0.001147849,0.000380231
-7.355,0.001144543,0.000378699
-7.354,0.001141237,0.000377167
-7.353,0.001143882,0.000378699
-7.352,0.001145866,0.000378699
-7.351,0.001141237,0.000377167
-7.35,0.001142559,0.000378699
-7.349,0.001141898,0.000378699
-7.348,0.001149172,0.000380231
-7.347,0.001151817,0.000381764
-7.346,0.00115314,0.000381764
-7.345,0.001151156,0.000381764
-7.344,0.001145866,0.000378699
-7.343,0.001145204,0.000378699
-7.342,0.001145866,0.000378699
-7.341,0.001145866,0.000378699
-7.34,0.001144543,0.000378699
-7.339,0.001143221,0.000378699
-7.338,0.00113793,0.000377167
-7.337,0.001133963,0.000375634
-7.336,0.001152478,0.000381764
-7.335,0.001151156,0.000380231
-7.334,0.001145866,0.000378699
-7.333,0.001145866,0.000378699
-7.332,0.001145204,0.000378699
-7.331,0.001143882,0.000378699
-7.33,0.001143221,0.000378699
-7.329,0.001144543,0.000378699
-7.328,0.001144543,0.000378699
-7.327,0.001141237,0.000377167
-7.326,0.001138592,0.000375634
-7.325,0.001143221,0.000378699
-7.324,0.001138592,0.000377167
-7.323,0.001135285,0.000375634
-7.322,0.001143221,0.000378699
-7.321,0.001146527,0.000378699
-7.32,0.001140576,0.000377167
-7.319,0.001140576,0.000377167
-7.318,0.001141898,0.000377167
-7.317,0.001145204,0.000378699
-7.316,0.001149833,0.000380231
-7.315,0.001138592,0.000377167
-7.314,0.001145866,0.000378699
-7.313,0.001152478,0.000381764
-7.312,0.001151156,0.000381764
-7.311,0.001149172,0.000380231
-7.31,0.001145204,0.000378699
-7.309,0.001133302,0.000375634
-7.308,0.001136608,0.000375634
-7.307,0.001145866,0.000378699
-7.306,0.001145866,0.000378699
-7.305,0.001143221,0.000378699
-7.304,0.00113793,0.000377167
-7.303,0.00113793,0.000377167
-7.302,0.001146527,0.000380231
-7.301,0.001149833,0.000380231
-7.3,0.001151156,0.000381764
-7.299,0.001151156,0.000381764
-7.298,0.001149172,0.000380231
-7.297,0.001147188,0.000380231
-7.296,0.001147188,0.000380231
-7.295,0.001149172,0.000380231
-7.294,0.001144543,0.000378699
-7.293,0.001145204,0.000378699
-7.292,0.001133302,0.000375634
-7.291,0.001139914,0.000377167
-7.29,0.001147188,0.000380231
-7.289,0.001147849,0.000380231
-7.288,0.001147188,0.000380231
-7.287,0.001146527,0.000380231
-7.286,0.001147849,0.000380231
-7.285,0.001148511,0.000380231
-7.284,0.001144543,0.000378699
-7.283,0.001143221,0.000378699
-7.282,0.001143221,0.000378699
-7.281,0.001140576,0.000377167
-7.28,0.001135285,0.000375634
-7.279,0.001137269,0.000375634
-7.278,0.001143882,0.000378699
-7.277,0.001150495,0.000381764
-7.276,0.001151156,0.000381764
-7.275,0.001149833,0.000380231
-7.274,0.001135947,0.000375634
-7.273,0.001131318,0.000374102
-7.272,0.001140576,0.000377167
-7.271,0.001145204,0.000378699
-7.27,0.001141898,0.000378699
-7.269,0.001139914,0.000377167
-7.268,0.001136608,0.000375634
-7.267,0.00113793,0.000377167
-7.266,0.001151817,0.000381764
-7.265,0.001155123,0.000381764
-7.264,0.001152478,0.000381764
-7.263,0.001149833,0.000380231
-7.262,0.001148511,0.000380231
-7.261,0.001147849,0.000380231
-7.26,0.001147188,0.000380231
-7.259,0.001131979,0.000375634
-7.258,0.001133963,0.000375634
-7.257,0.001139914,0.000377167
-7.256,0.001136608,0.000375634
-7.255,0.001141237,0.000377167
-7.254,0.001145866,0.000378699
-7.253,0.001147188,0.000380231
-7.252,0.001149833,0.000380231
-7.251,0.001148511,0.000380231
-7.25,0.001150495,0.000380231
-7.249,0.001151817,0.000381764
-7.248,0.001149833,0.000380231
-7.247,0.001147188,0.000378699
-7.246,0.001145866,0.000378699
-7.245,0.001135285,0.000375634
-7.244,0.001138592,0.000377167
-7.243,0.001149172,0.000380231
-7.242,0.001149172,0.000380231
-7.241,0.001148511,0.000380231
-7.24,0.001147188,0.000378699
-7.239,0.001146527,0.000378699
-7.238,0.001145204,0.000378699
-7.237,0.001145866,0.000378699
-7.236,0.001146527,0.000378699
-7.235,0.001149172,0.000380231
-7.234,0.00113793,0.000377167
-7.233,0.00113264,0.000375634
-7.232,0.001141898,0.000377167
-7.231,0.001147188,0.000380231
-7.23,0.001147188,0.000380231
-7.229,0.001147188,0.000380231
-7.228,0.001146527,0.000378699
-7.227,0.001145866,0.000378699
-7.226,0.001145866,0.000378699
-7.225,0.001147849,0.000380231
-7.224,0.001134624,0.000375634
-7.223,0.001129334,0.000374102
-7.222,0.001126689,0.00037257
-7.221,0.001137269,0.000377167
-7.22,0.001144543,0.000378699
-7.219,0.001145204,0.000378699
-7.218,0.001145204,0.000378699
-7.217,0.001145204,0.000378699
-7.216,0.001150495,0.000380231
-7.215,0.001153801,0.000381764
-7.214,0.001151817,0.000381764
-7.213,0.001149172,0.000380231
-7.212,0.001147849,0.000380231
-7.211,0.001144543,0.000378699
-7.21,0.001134624,0.000375634
-7.209,0.001124705,0.00037257
-7.208,0.001133302,0.000375634
-7.207,0.001149172,0.000380231
-7.206,0.001150495,0.000380231
-7.205,0.001147849,0.000380231
-7.204,0.001143221,0.000378699
-7.203,0.001143882,0.000378699
-7.202,0.001147188,0.000380231
-7.201,0.001148511,0.000380231
-7.2,0.001150495,0.000380231
-7.199,0.001151156,0.000380231
-7.198,0.001143221,0.000378699
-7.197,0.001135285,0.000375634
-7.196,0.001150495,0.000380231
-7.195,0.001153801,0.000381764
-7.194,0.001148511,0.000380231
-7.193,0.001146527,0.000380231
-7.192,0.001145866,0.000378699
-7.191,0.001145204,0.000378699
-7.19,0.001146527,0.000380231
-7.189,0.001144543,0.000378699
-7.188,0.001143882,0.000378699
-7.187,0.001141237,0.000377167
-7.186,0.00113793,0.000377167
-7.185,0.001143221,0.000378699
-7.184,0.001149172,0.000380231
-7.183,0.001147849,0.000380231
-7.182,0.001147188,0.000380231
-7.181,0.001146527,0.000378699
-7.18,0.001147849,0.000380231
-7.179,0.001145204,0.000378699
-7.178,0.001145204,0.000378699
-7.177,0.001144543,0.000378699
-7.176,0.001144543,0.000378699
-7.175,0.001135947,0.000375634
-7.174,0.001129995,0.000374102
-7.173,0.001133302,0.000375634
-7.172,0.001141898,0.000377167
-7.171,0.001147188,0.000378699
-7.17,0.001145866,0.000378699
-7.169,0.001141898,0.000377167
-7.168,0.001142559,0.000377167
-7.167,0.001146527,0.000378699
-7.166,0.001147849,0.000380231
-7.165,0.001148511,0.000380231
-7.164,0.001146527,0.000378699
-7.163,0.001136608,0.000375634
-7.162,0.001146527,0.000380231
-7.161,0.001152478,0.000381764
-7.16,0.001150495,0.000380231
-7.159,0.001139914,0.000377167
-7.158,0.001134624,0.000375634
-7.157,0.001140576,0.000377167
-7.156,0.001145866,0.000378699
-7.155,0.001145204,0.000378699
-7.154,0.001141898,0.000377167
-7.153,0.001142559,0.000378699
-7.152,0.001139253,0.000375634
-7.151,0.001138592,0.000375634
-7.15,0.001147188,0.000378699
-7.149,0.001155785,0.000381764
-7.148,0.00115314,0.000381764
-7.147,0.001151156,0.000380231
-7.146,0.001150495,0.000380231
-7.145,0.001152478,0.000381764
-7.144,0.001146527,0.000378699
-7.143,0.001145866,0.000378699
-7.142,0.001145204,0.000378699
-7.141,0.001145204,0.000378699
-7.14,0.001135947,0.000375634
-7.139,0.001134624,0.000375634
-7.138,0.001141898,0.000378699
-7.137,0.001150495,0.000380231
-7.136,0.001148511,0.000380231
-7.135,0.001150495,0.000380231
-7.134,0.001145204,0.000378699
-7.133,0.001145204,0.000378699
-7.132,0.001144543,0.000378699
-7.131,0.001144543,0.000378699
-7.13,0.001146527,0.000378699
-7.129,0.001143882,0.000378699
-7.128,0.00113793,0.000377167
-7.127,0.001131318,0.000374102
-7.126,0.001146527,0.000380231
-7.125,0.001151817,0.000381764
-7.124,0.001141237,0.000377167
-7.123,0.00113264,0.000375634
-7.122,0.001138592,0.000377167
-7.121,0.001145204,0.000378699
-7.12,0.001143882,0.000378699
-7.119,0.001139914,0.000377167
-7.118,0.001139914,0.000377167
-7.117,0.001138592,0.000377167
-7.116,0.001138592,0.000377167
-7.115,0.001142559,0.000377167
-7.114,0.001156446,0.000381764
-7.113,0.001154462,0.000381764
-7.112,0.001151817,0.000381764
-7.111,0.001149172,0.000380231
-7.11,0.001150495,0.000380231
-7.109,0.001140576,0.000377167
-7.108,0.001131318,0.000374102
-7.107,0.001137269,0.000375634
-7.106,0.001145866,0.000378699
-7.105,0.001140576,0.000377167
-7.104,0.001136608,0.000375634
-7.103,0.001143221,0.000378699
-7.102,0.001145204,0.000378699
-7.101,0.001149172,0.000380231
-7.1,0.001150495,0.000380231
-7.099,0.001151817,0.000380231
-7.098,0.001150495,0.000380231
-7.097,0.001149833,0.000380231
-7.096,0.001147849,0.000380231
-7.095,0.001149172,0.000380231
-7.094,0.001140576,0.000377167
-7.093,0.001133302,0.000375634
-7.092,0.001143882,0.000378699
-7.091,0.001149833,0.000380231
-7.09,0.001150495,0.000380231
-7.089,0.001147849,0.000380231
-7.088,0.001145866,0.000378699
-7.087,0.001145204,0.000378699
-7.086,0.001145204,0.000378699
-7.085,0.001147188,0.000380231
-7.084,0.001143882,0.000378699
-7.083,0.001143221,0.000378699
-7.082,0.001133963,0.000375634
-7.081,0.001137269,0.000375634
-7.08,0.001148511,0.000380231
-7.079,0.001147849,0.000380231
-7.078,0.001145204,0.000378699
-7.077,0.001145204,0.000378699
-7.076,0.001146527,0.000380231
-7.075,0.001148511,0.000380231
-7.074,0.001139914,0.000377167
-7.073,0.001130657,0.000374102
-7.072,0.001137269,0.000375634
-7.071,0.001143882,0.000378699
-7.07,0.001130657,0.000374102
-7.069,0.001137269,0.000375634
-7.068,0.001145866,0.000378699
-7.067,0.001147849,0.000380231
-7.066,0.001149833,0.000380231
-7.065,0.001150495,0.000380231
-7.064,0.001151817,0.000381764
-7.063,0.001149172,0.000380231
-7.062,0.001148511,0.000380231
-7.061,0.001147188,0.000380231
-7.06,0.001147849,0.000380231
-7.059,0.001138592,0.000377167
-7.058,0.001123383,0.000371037
-7.057,0.001126689,0.00037257
-7.056,0.001150495,0.000380231
-7.055,0.001149833,0.000380231
-7.054,0.001143221,0.000378699
-7.053,0.001142559,0.000378699
-7.052,0.001145866,0.000378699
-7.051,0.001147849,0.000380231
-7.05,0.001149172,0.000380231
-7.049,0.001151817,0.000380231
-7.048,0.001151156,0.000380231
-7.047,0.001144543,0.000378699
-7.046,0.001137269,0.000375634
-7.045,0.001143882,0.000378699
-7.044,0.001149833,0.000380231
-7.043,0.001147849,0.000380231
-7.042,0.001147188,0.000378699
-7.041,0.001147188,0.000380231
-7.04,0.001149172,0.000380231
-7.039,0.001147188,0.000380231
-7.038,0.001144543,0.000378699
-7.037,0.001144543,0.000378699
-7.036,0.001143221,0.000378699
-7.035,0.001137269,0.000377167
-7.034,0.001138592,0.000377167
-7.033,0.001147188,0.000380231
-7.032,0.001148511,0.000380231
-7.031,0.001147188,0.000380231
-7.03,0.001147188,0.000380231
-7.029,0.001146527,0.000378699
-7.028,0.001145204,0.000378699
-7.027,0.001144543,0.000378699
-7.026,0.001145204,0.000378699
-7.025,0.001146527,0.000380231
-7.024,0.001136608,0.000375634
-7.023,0.001116109,0.000369505
-7.022,0.001131979,0.000375634
-7.021,0.001148511,0.000380231
-7.02,0.001147188,0.000380231
-7.019,0.001143221,0.000378699
-7.018,0.001141898,0.000378699
-7.017,0.001143221,0.000378699
-7.016,0.001148511,0.000380231
-7.015,0.001150495,0.000380231
-7.014,0.001152478,0.000381764
-7.013,0.001149833,0.000380231
-7.012,0.001139914,0.000377167
-7.011,0.001139914,0.000377167
-7.01,0.001149833,0.000380231
-7.009,0.001151156,0.000381764
-7.008,0.00113264,0.000375634
-7.007,0.001134624,0.000375634
-7.006,0.001145866,0.000378699
-7.005,0.001145866,0.000378699
-7.004,0.001141898,0.000378699
-7.003,0.001141898,0.000377167
-7.002,0.001142559,0.000378699
-7.001,0.001147188,0.000380231
-7,0.001135947,0.000375634
-6.999,0.001143221,0.000378699
-6.998,0.00115314,0.000381764
-6.997,0.001154462,0.000381764
-6.996,0.001151817,0.000381764
-6.995,0.001151156,0.000380231
-6.994,0.001147849,0.000380231
-6.993,0.001146527,0.000378699
-6.992,0.001146527,0.000378699
-6.991,0.001146527,0.000378699
-6.99,0.001147188,0.000378699
-6.989,0.001144543,0.000378699
-6.988,0.001136608,0.000375634
-6.987,0.001133302,0.000375634
-6.986,0.001149833,0.000380231
-6.985,0.001149172,0.000380231
-6.984,0.001147849,0.000380231
-6.983,0.001145866,0.000378699
-6.982,0.001145866,0.000378699
-6.981,0.001145204,0.000378699
-6.98,0.001146527,0.000378699
-6.979,0.001146527,0.000380231
-6.978,0.001143221,0.000378699
-6.977,0.001139253,0.000377167
-6.976,0.001135285,0.000375634
-6.975,0.001140576,0.000377167
-6.974,0.001147188,0.000380231
-6.973,0.001133302,0.000375634
-6.972,0.00113793,0.000377167
-6.971,0.001147188,0.000380231
-6.97,0.001146527,0.000378699
-6.969,0.001143221,0.000378699
-6.968,0.001140576,0.000377167
-6.967,0.001145204,0.000378699
-6.966,0.001147188,0.000380231
-6.965,0.001139914,0.000377167
-6.964,0.001144543,0.000378699
-6.963,0.001151817,0.000381764
-6.962,0.001152478,0.000381764
-6.961,0.001148511,0.000380231
-6.96,0.001149172,0.000380231
-6.959,0.001149172,0.000380231
-6.958,0.001133302,0.000374102
-6.957,0.00113264,0.000374102
-6.956,0.001143221,0.000377167
-6.955,0.001145866,0.000378699
-6.954,0.001139914,0.000377167
-6.953,0.001134624,0.000375634
-6.952,0.001139253,0.000377167
-6.951,0.001149833,0.000380231
-6.95,0.001149833,0.000380231
-6.949,0.001151817,0.000381764
-6.948,0.001150495,0.000380231
-6.947,0.001148511,0.000380231
-6.946,0.001147188,0.000380231
-6.945,0.001147849,0.000380231
-6.944,0.001147188,0.000380231
-6.943,0.001146527,0.000378699
-6.942,0.001137269,0.000375634
-6.941,0.001138592,0.000377167
-6.94,0.001149833,0.000380231
-6.939,0.001151817,0.000381764
-6.938,0.001146527,0.000380231
-6.937,0.001145866,0.000378699
-6.936,0.001145866,0.000378699
-6.935,0.001145204,0.000378699
-6.934,0.001145866,0.000378699
-6.933,0.001143882,0.000378699
-6.932,0.001143882,0.000378699
-6.931,0.001142559,0.000378699
-6.93,0.00113264,0.000374102
-6.929,0.001137269,0.000375634
-6.928,0.001146527,0.000378699
-6.927,0.001149833,0.000380231
-6.926,0.001149172,0.000380231
-6.925,0.001147849,0.000380231
-6.924,0.001144543,0.000378699
-6.923,0.001131318,0.000374102
-6.922,0.001135947,0.000375634
-6.921,0.001145866,0.000378699
-6.92,0.001145866,0.000378699
-6.919,0.001141237,0.000377167
-6.918,0.001134624,0.000375634
-6.917,0.001139253,0.000377167
-6.916,0.001147188,0.000380231
-6.915,0.001150495,0.000380231
-6.914,0.001153801,0.000381764
-6.913,0.001151817,0.000381764
-6.912,0.001149833,0.000380231
-6.911,0.001148511,0.000380231
-6.91,0.001149833,0.000380231
-6.909,0.001149833,0.000380231
-6.908,0.001134624,0.000375634
-6.907,0.001126689,0.00037257
-6.906,0.001130657,0.000374102
-6.905,0.001141898,0.000378699
-6.904,0.001145866,0.000380231
-6.903,0.001144543,0.000378699
-6.902,0.001143882,0.000378699
-6.901,0.001146527,0.000380231
-6.9,0.001150495,0.000380231
-6.899,0.001151817,0.000381764
-6.898,0.001151156,0.000381764
-6.897,0.001149172,0.000380231
-6.896,0.001147188,0.000380231
-6.895,0.001142559,0.000378699
-6.894,0.001138592,0.000377167
-6.893,0.001148511,0.000380231
-6.892,0.001149172,0.000381764
-6.891,0.001147849,0.000380231
-6.89,0.001147849,0.000380231
-6.889,0.001148511,0.000380231
-6.888,0.001142559,0.000378699
-6.887,0.001143882,0.000378699
-6.886,0.001143882,0.000378699
-6.885,0.001143221,0.000378699
-6.884,0.001140576,0.000377167
-6.883,0.001131318,0.000374102
-6.882,0.001142559,0.000378699
-6.881,0.001149833,0.000380231
-6.88,0.001149833,0.000381764
-6.879,0.001151156,0.000381764
-6.878,0.001144543,0.000378699
-6.877,0.001144543,0.000378699
-6.876,0.001145204,0.000378699
-6.875,0.001145204,0.000378699
-6.874,0.001144543,0.000378699
-6.873,0.001129995,0.000374102
-6.872,0.001125366,0.00037257
-6.871,0.001136608,0.000377167
-6.87,0.001147188,0.000380231
-6.869,0.001148511,0.000380231
-6.868,0.001143221,0.000378699
-6.867,0.001146527,0.000380231
-6.866,0.001148511,0.000380231
-6.865,0.001147849,0.000380231
-6.864,0.001151817,0.000381764
-6.863,0.001150495,0.000381764
-6.862,0.001149172,0.000380231
-6.861,0.001147188,0.000380231
-6.86,0.001135285,0.000375634
-6.859,0.001141237,0.000377167
-6.858,0.001139253,0.000377167
-6.857,0.001137269,0.000377167
-6.856,0.001141898,0.000377167
-6.855,0.001147188,0.000380231
-6.854,0.001143221,0.000378699
-6.853,0.001141237,0.000378699
-6.852,0.001143221,0.000378699
-6.851,0.001148511,0.000380231
-6.85,0.001148511,0.000380231
-6.849,0.001147188,0.000380231
-6.848,0.001142559,0.000378699
-6.847,0.001138592,0.000377167
-6.846,0.001149833,0.000380231
-6.845,0.001151817,0.000381764
-6.844,0.001149833,0.000380231
-6.843,0.001147849,0.000380231
-6.842,0.001146527,0.000378699
-6.841,0.001147188,0.000380231
-6.84,0.001148511,0.000380231
-6.839,0.001149833,0.000380231
-6.838,0.001143221,0.000378699
-6.837,0.001140576,0.000377167
-6.836,0.001136608,0.000375634
-6.835,0.001133963,0.000375634
-6.834,0.001149172,0.000380231
-6.833,0.001148511,0.000380231
-6.832,0.001147188,0.000380231
-6.831,0.001146527,0.000380231
-6.83,0.001147849,0.000380231
-6.829,0.001149833,0.000380231
-6.828,0.001142559,0.000378699
-6.827,0.001142559,0.000378699
-6.826,0.001143221,0.000378699
-6.825,0.001138592,0.000377167
-6.824,0.001135285,0.000375634
-6.823,0.001128673,0.000374102
-6.822,0.001137269,0.000377167
-6.821,0.001147188,0.000380231
-6.82,0.001147188,0.000380231
-6.819,0.001147188,0.000380231
-6.818,0.001141898,0.000378699
-6.817,0.001141898,0.000378699
-6.816,0.001147188,0.000380231
-6.815,0.001147188,0.000380231
-6.814,0.001150495,0.000380231
-6.813,0.001139253,0.000377167
-6.812,0.001143221,0.000378699
-6.811,0.001151156,0.000381764
-6.81,0.001152478,0.000381764
-6.809,0.001153801,0.000381764
-6.808,0.001142559,0.000378699
-6.807,0.001131318,0.000374102
-6.806,0.001136608,0.000375634
-6.805,0.001145866,0.000378699
-6.804,0.001143221,0.000378699
-6.803,0.001141237,0.000378699
-6.802,0.001139914,0.000377167
-6.801,0.00113793,0.000377167
-6.8,0.001145866,0.000378699
-6.799,0.001155123,0.000381764
-6.798,0.00115314,0.000381764
-6.797,0.001150495,0.000381764
-6.796,0.001148511,0.000380231
-6.795,0.001147849,0.000380231
-6.794,0.001146527,0.000380231
-6.793,0.001146527,0.000380231
-6.792,0.001145866,0.000378699
-6.791,0.001145866,0.000378699
-6.79,0.001135947,0.000375634
-6.789,0.001139253,0.000377167
-6.788,0.001141237,0.000377167
-6.787,0.001149172,0.000380231
-6.786,0.001148511,0.000380231
-6.785,0.001147849,0.000380231
-6.784,0.001145866,0.000380231
-6.783,0.001146527,0.000380231
-6.782,0.001145866,0.000380231
-6.781,0.001145204,0.000378699
-6.78,0.001145866,0.000378699
-6.779,0.001148511,0.000380231
-6.778,0.001134624,0.000375634
-6.777,0.001133963,0.000375634
-6.776,0.001141237,0.000377167
-6.775,0.001147849,0.000380231
-6.774,0.001147849,0.000380231
-6.773,0.001131979,0.000374102
-6.772,0.001133963,0.000375634
-6.771,0.001144543,0.000378699
-6.77,0.001145866,0.000380231
-6.769,0.001145866,0.000380231
-6.768,0.001141237,0.000378699
-6.767,0.001143221,0.000378699
-6.766,0.001141237,0.000377167
-6.765,0.001133963,0.000375634
-6.764,0.001152478,0.000381764
-6.763,0.001155123,0.000381764
-6.762,0.001151817,0.000381764
-6.761,0.001149172,0.000380231
-6.76,0.001149833,0.000380231
-6.759,0.001152478,0.000381764
-6.758,0.001145204,0.000378699
-6.757,0.001129995,0.000374102
-6.756,0.001131979,0.000374102
-6.755,0.001141898,0.000377167
-6.754,0.001136608,0.000375634
-6.753,0.001139253,0.000377167
-6.752,0.001144543,0.000378699
-6.751,0.001147188,0.000380231
-6.75,0.001151156,0.000380231
-6.749,0.00115314,0.000381764
-6.748,0.001150495,0.000381764
-6.747,0.001149833,0.000380231
-6.746,0.001147849,0.000380231
-6.745,0.001147188,0.000378699
-6.744,0.001145204,0.000378699
-6.743,0.001133963,0.000375634
-6.742,0.001139914,0.000377167
-6.741,0.001148511,0.000380231
-6.74,0.001149833,0.000380231
-6.739,0.001152478,0.000381764
-6.738,0.001147188,0.000380231
-6.737,0.001144543,0.000378699
-6.736,0.001143882,0.000378699
-6.735,0.001144543,0.000378699
-6.734,0.001142559,0.000378699
-6.733,0.001144543,0.000378699
-6.732,0.001141898,0.000378699
-6.731,0.00113264,0.000375634
-6.73,0.001141898,0.000378699
-6.729,0.001154462,0.000381764
-6.728,0.001148511,0.000380231
-6.727,0.001144543,0.000378699
-6.726,0.001144543,0.000378699
-6.725,0.001145204,0.000378699
-6.724,0.001143882,0.000378699
-6.723,0.00113264,0.000375634
-6.722,0.001133302,0.000375634
-6.721,0.001143221,0.000378699
-6.72,0.00113793,0.000375634
-6.719,0.001135285,0.000375634
-6.718,0.001143221,0.000378699
-6.717,0.001145866,0.000378699
-6.716,0.001149172,0.000380231
-6.715,0.001149172,0.000380231
-6.714,0.001149172,0.000380231
-6.713,0.001151817,0.000381764
-6.712,0.001150495,0.000380231
-6.711,0.001149172,0.000380231
-6.71,0.001148511,0.000380231
-6.709,0.001152478,0.000381764
-6.708,0.001135947,0.000375634
-6.707,0.001124705,0.00037257
-6.706,0.001123383,0.00037257
-6.705,0.001149172,0.000380231
-6.704,0.001147188,0.000380231
-6.703,0.001143882,0.000378699
-6.702,0.001144543,0.000378699
-6.701,0.001145204,0.000378699
-6.7,0.001149172,0.000380231
-6.699,0.001151817,0.000381764
-6.698,0.001150495,0.000380231
-6.697,0.001149833,0.000380231
-6.696,0.001143221,0.000378699
-6.695,0.00113793,0.000377167
-6.694,0.001142559,0.000377167
-6.693,0.001151156,0.000380231
-6.692,0.001149833,0.000380231
-6.691,0.001149172,0.000380231
-6.69,0.001148511,0.000380231
-6.689,0.001151817,0.000381764
-6.688,0.001147188,0.000380231
-6.687,0.001143882,0.000378699
-6.686,0.001143882,0.000378699
-6.685,0.001142559,0.000378699
-6.684,0.001136608,0.000375634
-6.683,0.001140576,0.000377167
-6.682,0.001146527,0.000380231
-6.681,0.001145866,0.000378699
