Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      0.32932594	     31.46992601	     -0.02838264	     -0.44640935	     27.54282854	    -37.05506667	     -7.70393798	     27.54282854	    -37.05506667	     -7.70393798	    -48.98591290	     24.80408259	     -0.02440442	     -3.13135076	    -75.06973157	    142.04235110	    -37.09207896	    -75.06973157	    142.04235110	    -37.09207896	    -29.14304495	      0.01051691	      0.11645201	      0.01051691	      0.17264240	      0.01051691	      0.16953164	      0.01051691	      0.08606530	      0.01051691	      0.12342858	      0.01051691	      0.11189699	      0.01051691	      0.07146833	      0.01051691	      0.04043521	      0.01051691	      0.08641586	      0.01051691	      0.11645201	      0.01051691	      0.17264240	      0.01051691	      0.16953164	      0.01051691	      0.08606530	      0.01051691	      0.12342858	      0.01051691	      0.11189699	      0.01051691	      0.07146833	      0.01051691	      0.04043521	      0.01051691	      0.08641586
      0.33098571	     31.51098101	     -0.02842274	     -0.45162082	     27.41857212	    -36.82004668	     -7.76527217	     27.41857212	    -36.82004668	     -7.76527217	    -49.03410606	     24.66706185	     -0.02391893	     -3.14838822	    -74.65769866	    141.15275662	    -36.81345479	    -74.65769866	    141.15275662	    -36.81345479	    -28.92963289	      0.01050596	      0.11643938	      0.01050596	      0.17276020	      0.01050596	      0.16941924	      0.01050596	      0.08616153	      0.01050596	      0.12334349	      0.01050596	      0.11175113	      0.01050596	      0.07149889	      0.01050596	      0.04038658	      0.01050596	      0.08646216	      0.01050596	      0.11643938	      0.01050596	      0.17276020	      0.01050596	      0.16941924	      0.01050596	      0.08616153	      0.01050596	      0.12334349	      0.01050596	      0.11175113	      0.01050596	      0.07149889	      0.01050596	      0.04038658	      0.01050596	      0.08646216
      0.33336137	     31.56935314	     -0.02847875	     -0.45912926	     27.24190886	    -36.48623229	     -7.85225990	     27.24190886	    -36.48623229	     -7.85225990	    -49.10247644	     24.47591445	     -0.02323716	     -3.17276083	    -74.07109948	    139.87636635	    -36.42466647	    -74.07109948	    139.87636635	    -36.42466647	    -28.63100165	      0.01049070	      0.11642151	      0.01049070	      0.17292492	      0.01049070	      0.16925927	      0.01049070	      0.08629834	      0.01049070	      0.12322220	      0.01049070	      0.11154276	      0.01049070	      0.07154230	      0.01049070	      0.04031715	      0.01049070	      0.08652794	      0.01049070	      0.11642151	      0.01049070	      0.17292492	      0.01049070	      0.16925927	      0.01049070	      0.08629834	      0.01049070	      0.12322220	      0.01049070	      0.11154276	      0.01049070	      0.07154230	      0.01049070	      0.04031715	      0.01049070	      0.08652794
      0.33573702	     31.62727609	     -0.02853316	     -0.46669559	     27.06663822	    -36.15545495	     -7.93837518	     27.06663822	    -36.15545495	     -7.93837518	    -49.17014495	     24.28762108	     -0.02257093	     -3.19712440	    -73.48267671	    138.59293536	    -36.08217077	    -73.48267671	    138.59293536	    -36.08217077	    -28.33731757	      0.01047590	      0.11640385	      0.01047590	      0.17309266	      0.01047590	      0.16910035	      0.01047590	      0.08643407	      0.01047590	      0.12310156	      0.01047590	      0.11133486	      0.01047590	      0.07158550	      0.01047590	      0.04024799	      0.01047590	      0.08659309	      0.01047590	      0.11640385	      0.01047590	      0.17309266	      0.01047590	      0.16910035	      0.01047590	      0.08643407	      0.01047590	      0.12310156	      0.01047590	      0.11133486	      0.01047590	      0.07158550	      0.01047590	      0.04024799	      0.01047590	      0.08659309
      0.33733957	     31.66609870	     -0.02856898	     -0.47183228	     26.94919494	    -35.93404539	     -7.99604219	     26.94919494	    -35.93404539	     -7.99604219	    -49.21540149	     24.16398581	     -0.02213258	     -3.21354840	    -73.08870596	    137.73008541	    -35.89296042	    -73.08870596	    137.73008541	    -35.89296042	    -28.14413414	      0.01046617	      0.11639204	      0.01046617	      0.17319922	      0.01046617	      0.16899376	      0.01046617	      0.08652502	      0.01046617	      0.12302057	      0.01046617	      0.11119488	      0.01046617	      0.07161456	      0.01046617	      0.04020151	      0.01046617	      0.08663668	      0.01046617	      0.11639204	      0.01046617	      0.17319922	      0.01046617	      0.16899376	      0.01046617	      0.08652502	      0.01046617	      0.12302057	      0.01046617	      0.11119488	      0.01046617	      0.07161456	      0.01046617	      0.04020151	      0.01046617	      0.08663668
      0.33894211	     31.70472361	     -0.02860410	     -0.47699528	     26.83238470	    -35.71402150	     -8.05343155	     26.83238470	    -35.71402150	     -8.05343155	    -49.26034963	     24.04082528	     -0.02170142	     -3.22996999	    -72.69249992	    136.86345388	    -35.73550740	    -72.69249992	    136.86345388	    -35.73550740	    -27.95236442	      0.01045663	      0.11638029	      0.01045663	      0.17330908	      0.01045663	      0.16888765	      0.01045663	      0.08661548	      0.01045663	      0.12293991	      0.01045663	      0.11105511	      0.01045663	      0.07164355	      0.01045663	      0.04015519	      0.01045663	      0.08667999	      0.01045663	      0.11638029	      0.01045663	      0.17330908	      0.01045663	      0.16888765	      0.01045663	      0.08661548	      0.01045663	      0.12293991	      0.01045663	      0.11105511	      0.01045663	      0.07164355	      0.01045663	      0.04015519	      0.01045663	      0.08667999
      0.34154523	     31.76704801	     -0.02865970	     -0.48543800	     26.64399424	    -35.35958201	     -8.14619334	     26.64399424	    -35.35958201	     -8.14619334	    -49.33271360	     23.84450236	     -0.02101831	     -3.25663178	    -72.05001383	    135.45550204	    -35.54718876	    -72.05001383	    135.45550204	    -35.54718876	    -27.64694625	      0.01044156	      0.11636134	      0.01044156	      0.17348404	      0.01044156	      0.16871635	      0.01044156	      0.08676137	      0.01044156	      0.12280960	      0.01044156	      0.11082850	      0.01044156	      0.07169047	      0.01044156	      0.04008029	      0.01044156	      0.08674985	      0.01044156	      0.11636134	      0.01044156	      0.17348404	      0.01044156	      0.16871635	      0.01044156	      0.08676137	      0.01044156	      0.12280960	      0.01044156	      0.11082850	      0.01044156	      0.07169047	      0.01044156	      0.04008029	      0.01044156	      0.08674985
      0.34366900	     31.81752047	     -0.02870376	     -0.49237743	     26.49153367	    -35.07312790	     -8.22156931	     26.49153367	    -35.07312790	     -8.22156931	    -49.39116883	     23.68666841	     -0.02047521	     -3.27837532	    -71.52478111	    134.30307615	    -35.44135608	    -71.52478111	    134.30307615	    -35.44135608	    -27.40201867	      0.01042964	      0.11634598	      0.01042964	      0.17362768	      0.01042964	      0.16857755	      0.01042964	      0.08687944	      0.01042964	      0.12270397	      0.01042964	      0.11064402	      0.01042964	      0.07172852	      0.01042964	      0.04001950	      0.01042964	      0.08680645	      0.01042964	      0.11634598	      0.01042964	      0.17362768	      0.01042964	      0.16857755	      0.01042964	      0.08687944	      0.01042964	      0.12270397	      0.01042964	      0.11064402	      0.01042964	      0.07172852	      0.01042964	      0.04001950	      0.01042964	      0.08680645
      0.34579277	     31.86766113	     -0.02874668	     -0.49936303	     26.34018717	    -34.78912276	     -8.29675435	     26.34018717	    -34.78912276	     -8.29675435	    -49.44910917	     23.53284985	     -0.01994543	     -3.30010613	    -71.00259588	    133.15146667	    -35.36645901	    -71.00259588	    133.15146667	    -35.36645901	    -27.16296241	      0.01041804	      0.11633069	      0.01041804	      0.17376590	      0.01041804	      0.16843962	      0.01041804	      0.08699664	      0.01041804	      0.12259897	      0.01041804	      0.11045988	      0.01041804	      0.07176630	      0.01041804	      0.03995897	      0.01041804	      0.08686279	      0.01041804	      0.11633069	      0.01041804	      0.17376590	      0.01041804	      0.16843962	      0.01041804	      0.08699664	      0.01041804	      0.12259897	      0.01041804	      0.11045988	      0.01041804	      0.07176630	      0.01041804	      0.03995897	      0.01041804	      0.08686279
      0.34791654	     31.91747785	     -0.02878849	     -0.50639477	     26.18994955	    -34.50756778	     -8.37179713	     26.18994955	    -34.50756778	     -8.37179713	    -49.50654619	     23.38044939	     -0.01942599	     -3.32183203	    -70.47809960	    131.99218776	    -35.30279979	    -70.47809960	    131.99218776	    -35.30279979	    -26.92670160	      0.01040675	      0.11631548	      0.01040675	      0.17390904	      0.01040675	      0.16830256	      0.01040675	      0.08711297	      0.01040675	      0.12249462	      0.01040675	      0.11027609	      0.01040675	      0.07180375	      0.01040675	      0.03989869	      0.01040675	      0.08691891	      0.01040675	      0.11631548	      0.01040675	      0.17390904	      0.01040675	      0.16830256	      0.01040675	      0.08711297	      0.01040675	      0.12249462	      0.01040675	      0.11027609	      0.01040675	      0.07180375	      0.01040675	      0.03989869	      0.01040675	      0.08691891
      0.34965191	     31.95794636	     -0.02882184	     -0.51217476	     26.06801285	    -34.27933333	     -8.43301954	     26.06801285	    -34.27933333	     -8.43301954	    -49.55311029	     23.25983623	     -0.01901093	     -3.33957294	    -70.05387642	    131.04698397	    -35.25574662	    -70.05387642	    131.04698397	    -35.25574662	    -26.73891147	      0.01039775	      0.11630309	      0.01039775	      0.17401896	      0.01039775	      0.16819121	      0.01039775	      0.08720739	      0.01039775	      0.12240985	      0.01039775	      0.11012617	      0.01039775	      0.07183407	      0.01039775	      0.03984961	      0.01039775	      0.08696465	      0.01039775	      0.11630309	      0.01039775	      0.17401896	      0.01039775	      0.16819121	      0.01039775	      0.08720739	      0.01039775	      0.12240985	      0.01039775	      0.11012617	      0.01039775	      0.07183407	      0.01039775	      0.03984961	      0.01039775	      0.08696465
      0.35138727	     31.99820663	     -0.02885447	     -0.51798553	     25.94681307	    -34.05274359	     -8.49415586	     25.94681307	    -34.05274359	     -8.49415586	    -49.59935031	     23.14024456	     -0.01860198	     -3.35731070	    -69.62837014	    130.09603326	    -35.20243358	    -69.62837014	    130.09603326	    -35.20243358	    -26.55296209	      0.01038895	      0.11629073	      0.01038895	      0.17413218	      0.01038895	      0.16808045	      0.01038895	      0.08730123	      0.01038895	      0.12232553	      0.01038895	      0.10997647	      0.01038895	      0.07186411	      0.01038895	      0.03980068	      0.01038895	      0.08701028	      0.01038895	      0.11629073	      0.01038895	      0.17413218	      0.01038895	      0.16808045	      0.01038895	      0.08730123	      0.01038895	      0.12232553	      0.01038895	      0.10997647	      0.01038895	      0.07186411	      0.01038895	      0.03980068	      0.01038895	      0.08701028
      0.35374499	     32.05257681	     -0.02889769	     -0.52592950	     25.78332825	    -33.74754024	     -8.57705690	     25.78332825	    -33.74754024	     -8.57705690	    -49.66166193	     22.98186187	     -0.01805767	     -3.38139766	    -69.05348695	    128.80177921	    -35.11850648	    -69.05348695	    128.80177921	    -35.11850648	    -26.30602216	      0.01037731	      0.11627397	      0.01037731	      0.17428207	      0.01037731	      0.16793091	      0.01037731	      0.08742781	      0.01037731	      0.12221172	      0.01037731	      0.10977343	      0.01037731	      0.07190444	      0.01037731	      0.03973442	      0.01037731	      0.08707212	      0.01037731	      0.11627397	      0.01037731	      0.17428207	      0.01037731	      0.16793091	      0.01037731	      0.08742781	      0.01037731	      0.12221172	      0.01037731	      0.10977343	      0.01037731	      0.07190444	      0.01037731	      0.03973442	      0.01037731	      0.08707212
      0.35610270	     32.10657797	     -0.02893963	     -0.53393025	     25.62119668	    -33.44539446	     -8.65973846	     25.62119668	    -33.44539446	     -8.65973846	    -49.72339771	     22.82621110	     -0.01752464	     -3.40547633	    -68.47838243	    127.49953981	    -35.01400641	    -68.47838243	    127.49953981	    -35.01400641	    -26.06336092	      0.01036602	      0.11625723	      0.01036602	      0.17443430	      0.01036602	      0.16778244	      0.01036602	      0.08755333	      0.01036602	      0.12209878	      0.01036602	      0.10957081	      0.01036602	      0.07194422	      0.01036602	      0.03966840	      0.01036602	      0.08713377	      0.01036602	      0.11625723	      0.01036602	      0.17443430	      0.01036602	      0.16778244	      0.01036602	      0.08755333	      0.01036602	      0.12209878	      0.01036602	      0.10957081	      0.01036602	      0.07194422	      0.01036602	      0.03966840	      0.01036602	      0.08713377
      0.35783110	     32.14593499	     -0.02896959	     -0.53983153	     25.50319973	    -33.22584814	     -8.72018376	     25.50319973	    -33.22584814	     -8.72018376	    -49.76829563	     22.71572698	     -0.01714248	     -3.42311729	    -68.06073885	    126.54566719	    -34.92816260	    -68.06073885	    126.54566719	    -34.92816260	    -25.89032495	      0.01035795	      0.11624497	      0.01035795	      0.17454003	      0.01035795	      0.16767427	      0.01035795	      0.08764468	      0.01035795	      0.12201657	      0.01035795	      0.10942252	      0.01035795	      0.07197302	      0.01035795	      0.03962016	      0.01035795	      0.08717884	      0.01035795	      0.11624497	      0.01035795	      0.17454003	      0.01035795	      0.16767427	      0.01035795	      0.08764468	      0.01035795	      0.12201657	      0.01035795	      0.10942252	      0.01035795	      0.07197302	      0.01035795	      0.03962016	      0.01035795	      0.08717884
      0.35955951	     32.18510200	     -0.02899889	     -0.54576330	     25.38592526	    -33.00795464	     -8.78047149	     25.38592526	    -33.00795464	     -8.78047149	    -49.81289610	     22.60616954	     -0.01676604	     -3.44075513	    -67.64204535	    125.58658601	    -34.83162410	    -67.64204535	    125.58658601	    -34.83162410	    -25.71898388	      0.01035007	      0.11623270	      0.01035007	      0.17464855	      0.01035007	      0.16756669	      0.01035007	      0.08773546	      0.01035007	      0.12193486	      0.01035007	      0.10927444	      0.01035007	      0.07200152	      0.01035007	      0.03957204	      0.01035007	      0.08722380	      0.01035007	      0.11623270	      0.01035007	      0.17464855	      0.01035007	      0.16756669	      0.01035007	      0.08773546	      0.01035007	      0.12193486	      0.01035007	      0.10927444	      0.01035007	      0.07200152	      0.01035007	      0.03957204	      0.01035007	      0.08722380
      0.36204261	     32.24104365	     -0.02903986	     -0.55433851	     25.21870726	    -32.69782312	     -8.86677862	     25.21870726	    -32.69782312	     -8.86677862	    -49.87645863	     22.45259720	     -0.01623712	     -3.46608249	    -67.04350833	    124.20680948	    -34.68247839	    -67.04350833	    124.20680948	    -34.68247839	    -25.47831414	      0.01033904	      0.11621505	      0.01033904	      0.17480074	      0.01033904	      0.16741316	      0.01033904	      0.08786490	      0.01033904	      0.12181836	      0.01033904	      0.10906207	      0.01033904	      0.07204195	      0.01033904	      0.03950313	      0.01033904	      0.08728815	      0.01033904	      0.11621505	      0.01033904	      0.17480074	      0.01033904	      0.16741316	      0.01033904	      0.08786490	      0.01033904	      0.12181836	      0.01033904	      0.10906207	      0.01033904	      0.07204195	      0.01033904	      0.03950313	      0.01033904	      0.08728815
      0.36427001	     32.29090348	     -0.02907551	     -0.56208415	     25.06997206	    -32.42254763	     -8.94387337	     25.06997206	    -32.42254763	     -8.94387337	    -49.93297236	     22.31704065	     -0.01577364	     -3.48879389	    -66.50645538	    122.96364989	    -34.53993033	    -66.50645538	    122.96364989	    -34.53993033	    -25.26612403	      0.01032945	      0.11619917	      0.01032945	      0.17493858	      0.01032945	      0.16727645	      0.01032945	      0.08798002	      0.01032945	      0.12171477	      0.01032945	      0.10887194	      0.01032945	      0.07207772	      0.01032945	      0.03944155	      0.01032945	      0.08734563	      0.01032945	      0.11619917	      0.01032945	      0.17493858	      0.01032945	      0.16727645	      0.01032945	      0.08798002	      0.01032945	      0.12171477	      0.01032945	      0.10887194	      0.01032945	      0.07207772	      0.01032945	      0.03944155	      0.01032945	      0.08734563
      0.36625728	     32.33513605	     -0.02910646	     -0.56903745	     24.93827915	    -32.17928709	     -9.01238672	     24.93827915	    -32.17928709	     -9.01238672	    -49.98299880	     22.19953386	     -0.01537031	     -3.50904569	    -66.03083819	    121.85562353	    -34.41275725	    -66.03083819	    121.85562353	    -34.41275725	    -25.08167825	      0.01032112	      0.11618497	      0.01032112	      0.17505631	      0.01032112	      0.16715529	      0.01032112	      0.08808194	      0.01032112	      0.12162310	      0.01032112	      0.10870259	      0.01032112	      0.07210923	      0.01032112	      0.03938680	      0.01032112	      0.08739670	      0.01032112	      0.11618497	      0.01032112	      0.17505631	      0.01032112	      0.16715529	      0.01032112	      0.08808194	      0.01032112	      0.12162310	      0.01032112	      0.10870259	      0.01032112	      0.07210923	      0.01032112	      0.03938680	      0.01032112	      0.08739670
      0.36824455	     32.37913662	     -0.02913661	     -0.57603100	     24.80753155	    -31.93823190	     -9.08064623	     24.80753155	    -31.93823190	     -9.08064623	    -50.03266136	     22.08299836	     -0.01497505	     -3.52929319	    -65.55393481	    120.74264458	    -34.28370735	    -65.55393481	    120.74264458	    -34.28370735	    -24.89928058	      0.01031300	      0.11617071	      0.01031300	      0.17517699	      0.01031300	      0.16703489	      0.01031300	      0.08818312	      0.01031300	      0.12153216	      0.01031300	      0.10853351	      0.01031300	      0.07214037	      0.01031300	      0.03933222	      0.01031300	      0.08744756	      0.01031300	      0.11617071	      0.01031300	      0.17517699	      0.01031300	      0.16703489	      0.01031300	      0.08818312	      0.01031300	      0.12153216	      0.01031300	      0.10853351	      0.01031300	      0.07214037	      0.01031300	      0.03933222	      0.01031300	      0.08744756
      0.37023182	     32.42290812	     -0.02916598	     -0.58306477	     24.67772961	    -31.69938853	     -9.14865210	     24.67772961	    -31.69938853	     -9.14865210	    -50.08196523	     21.96941941	     -0.01458938	     -3.54953065	    -65.08004288	    119.63093113	    -34.15857913	    -65.08004288	    119.63093113	    -34.15857913	    -24.72117909	      0.01030508	      0.11615640	      0.01030508	      0.17529326	      0.01030508	      0.16691527	      0.01030508	      0.08828357	      0.01030508	      0.12144196	      0.01030508	      0.10836469	      0.01030508	      0.07217114	      0.01030508	      0.03927783	      0.01030508	      0.08749822	      0.01030508	      0.11615640	      0.01030508	      0.17529326	      0.01030508	      0.16691527	      0.01030508	      0.08828357	      0.01030508	      0.12144196	      0.01030508	      0.10836469	      0.01030508	      0.07217114	      0.01030508	      0.03927783	      0.01030508	      0.08749822
      0.37221909	     32.46645552	     -0.02919460	     -0.59013875	     24.54886912	    -31.46275671	     -9.21641143	     24.54886912	    -31.46275671	     -9.21641143	    -50.13091794	     21.85711563	     -0.01421209	     -3.56976271	    -64.60574942	    118.51599188	    -34.03501757	    -64.60574942	    118.51599188	    -34.03501757	    -24.54548275	      0.01029737	      0.11614201	      0.01029737	      0.17541096	      0.01029737	      0.16679641	      0.01029737	      0.08838328	      0.01029737	      0.12135251	      0.01029737	      0.10819613	      0.01029737	      0.07220155	      0.01029737	      0.03922363	      0.01029737	      0.08754866	      0.01029737	      0.11614201	      0.01029737	      0.17541096	      0.01029737	      0.16679641	      0.01029737	      0.08838328	      0.01029737	      0.12135251	      0.01029737	      0.10819613	      0.01029737	      0.07220155	      0.01029737	      0.03922363	      0.01029737	      0.08754866
      0.37466695	     32.51979235	     -0.02922883	     -0.59890749	     24.39143628	    -31.17432786	     -9.29954339	     24.39143628	    -31.17432786	     -9.29954339	    -50.19074166	     21.72243122	     -0.01376019	     -3.59467099	    -64.02509596	    117.14405557	    -33.88918755	    -64.02509596	    117.14405557	    -33.88918755	    -24.33449777	      0.01028814	      0.11612418	      0.01028814	      0.17555116	      0.01028814	      0.16665107	      0.01028814	      0.08850508	      0.01028814	      0.12124338	      0.01028814	      0.10798886	      0.01028814	      0.07223847	      0.01028814	      0.03915713	      0.01028814	      0.08761051	      0.01028814	      0.11612418	      0.01028814	      0.17555116	      0.01028814	      0.16665107	      0.01028814	      0.08850508	      0.01028814	      0.12124338	      0.01028814	      0.10798886	      0.01028814	      0.07223847	      0.01028814	      0.03915713	      0.01028814	      0.08761051
      0.37659035	     32.56147246	     -0.02925496	     -0.60584032	     24.26872953	    -30.95005209	     -9.36461689	     24.26872953	    -30.95005209	     -9.36461689	    -50.23738912	     21.61761027	     -0.01341371	     -3.61423777	    -63.56795317	    116.06230335	    -33.77568308	    -63.56795317	    116.06230335	    -33.77568308	    -24.17087371	      0.01028108	      0.11611008	      0.01028108	      0.17566370	      0.01028108	      0.16653768	      0.01028108	      0.08860001	      0.01028108	      0.12115846	      0.01028108	      0.10782627	      0.01028108	      0.07226708	      0.01028108	      0.03910507	      0.01028108	      0.08765889	      0.01028108	      0.11611008	      0.01028108	      0.17566370	      0.01028108	      0.16653768	      0.01028108	      0.08860001	      0.01028108	      0.12115846	      0.01028108	      0.10782627	      0.01028108	      0.07226708	      0.01028108	      0.03910507	      0.01028108	      0.08765889
      0.37851375	     32.60295333	     -0.02928044	     -0.61281077	     24.14689959	    -30.72785573	     -9.42947546	     24.14689959	    -30.72785573	     -9.42947546	    -50.28372540	     21.51560221	     -0.01307604	     -3.63379480	    -63.11411851	    114.98285372	    -33.66629997	    -63.11411851	    114.98285372	    -33.66629997	    -24.01129794	      0.01027420	      0.11609589	      0.01027420	      0.17577173	      0.01027420	      0.16642501	      0.01027420	      0.08869425	      0.01027420	      0.12107428	      0.01027420	      0.10766392	      0.01027420	      0.07229532	      0.01027420	      0.03905320	      0.01027420	      0.08770709	      0.01027420	      0.11609589	      0.01027420	      0.17577173	      0.01027420	      0.16642501	      0.01027420	      0.08869425	      0.01027420	      0.12107428	      0.01027420	      0.10766392	      0.01027420	      0.07229532	      0.01027420	      0.03905320	      0.01027420	      0.08770709
      0.38082289	     32.65249608	     -0.02931017	     -0.62122880	     24.00178907	    -30.46384283	     -9.50706459	     24.00178907	    -30.46384283	     -9.50706459	    -50.33895255	     21.39470993	     -0.01268066	     -3.65726703	    -62.56926514	    113.68400741	    -33.53506272	    -62.56926514	    113.68400741	    -33.53506272	    -23.82264647	      0.01026616	      0.11607873	      0.01026616	      0.17590291	      0.01026616	      0.16629071	      0.01026616	      0.08880649	      0.01026616	      0.12097421	      0.01026616	      0.10746932	      0.01026616	      0.07232872	      0.01026616	      0.03899115	      0.01026616	      0.08776471	      0.01026616	      0.11607873	      0.01026616	      0.17590291	      0.01026616	      0.16629071	      0.01026616	      0.08880649	      0.01026616	      0.12097421	      0.01026616	      0.10746932	      0.01026616	      0.07232872	      0.01026616	      0.03899115	      0.01026616	      0.08776471
      0.38313203	     32.70176288	     -0.02933901	     -0.62970103	     23.85793396	    -30.20282893	     -9.58435227	     23.85793396	    -30.20282893	     -9.58435227	    -50.39374914	     21.27747521	     -0.01229740	     -3.68072622	    -62.02864826	    112.38792208	    -33.40680754	    -62.02864826	    112.38792208	    -33.40680754	    -23.63934568	      0.01025836	      0.11606142	      0.01025836	      0.17602879	      0.01025836	      0.16615743	      0.01025836	      0.08891775	      0.01025836	      0.12087524	      0.01025836	      0.10727505	      0.01025836	      0.07236156	      0.01025836	      0.03892937	      0.01025836	      0.08782208	      0.01025836	      0.11606142	      0.01025836	      0.17602879	      0.01025836	      0.16615743	      0.01025836	      0.08891775	      0.01025836	      0.12087524	      0.01025836	      0.10727505	      0.01025836	      0.07236156	      0.01025836	      0.03892937	      0.01025836	      0.08782208
      0.38502601	     32.74197135	     -0.02936201	     -0.63669045	     23.74087403	    -29.99097868	     -9.64752216	     23.74087403	    -29.99097868	     -9.64752216	    -50.43838042	     21.18197078	     -0.01199057	     -3.69996369	    -61.58413097	    111.32111878	    -33.29884838	    -61.58413097	    111.32111877	    -33.29884838	    -23.49065479	      0.01025213	      0.11604710	      0.01025213	      0.17613518	      0.01025213	      0.16604889	      0.01025213	      0.08900828	      0.01025213	      0.12079490	      0.01025213	      0.10711595	      0.01025213	      0.07238807	      0.01025213	      0.03887888	      0.01025213	      0.08786893	      0.01025213	      0.11604710	      0.01025213	      0.17613518	      0.01025213	      0.16604889	      0.01025213	      0.08900828	      0.01025213	      0.12079490	      0.01025213	      0.10711595	      0.01025213	      0.07238807	      0.01025213	      0.03887888	      0.01025213	      0.08786893
      0.38691998	     32.78200125	     -0.02938444	     -0.64371631	     23.62465321	    -29.78114695	     -9.71048847	     23.62465321	    -29.78114695	     -9.71048847	    -50.48273346	     21.08918954	     -0.01169185	     -3.71919163	    -61.14318055	    110.25725121	    -33.19237562	    -61.14318055	    110.25725121	    -33.19237562	    -23.34582922	      0.01024605	      0.11603267	      0.01024605	      0.17623709	      0.01024605	      0.16594105	      0.01024605	      0.08909814	      0.01024605	      0.12071533	      0.01024605	      0.10695708	      0.01024605	      0.07241419	      0.01024605	      0.03882857	      0.01024605	      0.08791562	      0.01024605	      0.11603267	      0.01024605	      0.17623709	      0.01024605	      0.16594105	      0.01024605	      0.08909814	      0.01024605	      0.12071533	      0.01024605	      0.10695708	      0.01024605	      0.07241419	      0.01024605	      0.03882857	      0.01024605	      0.08791562
      0.38927935	     32.83162363	     -0.02941159	     -0.65251948	     23.48104148	    -29.52257490	     -9.78864266	     23.48104148	    -29.52257490	     -9.78864266	    -50.53760487	     20.97525467	     -0.01132948	     -3.74313692	    -60.59445830	    108.93015445	    -33.05710860	    -60.59445830	    108.93015445	    -33.05710860	    -23.16838712	      0.01023869	      0.11601453	      0.01023869	      0.17636511	      0.01023869	      0.16580769	      0.01023869	      0.08920918	      0.01023869	      0.12061728	      0.01023869	      0.10675947	      0.01023869	      0.07244618	      0.01023869	      0.03876613	      0.01023869	      0.08797354	      0.01023869	      0.11601453	      0.01023869	      0.17636511	      0.01023869	      0.16580769	      0.01023869	      0.08920918	      0.01023869	      0.12061728	      0.01023869	      0.10675947	      0.01023869	      0.07244618	      0.01023869	      0.03876613	      0.01023869	      0.08797354
      0.39163871	     32.88098039	     -0.02943791	     -0.66137913	     23.33872124	    -29.26713276	     -9.86647646	     23.33872124	    -29.26713276	     -9.86647646	    -50.59206268	     20.86479060	     -0.01097892	     -3.76706937	    -60.05004185	    107.60634226	    -32.92237657	    -60.05004185	    107.60634226	    -32.92237657	    -22.99606791	      0.01023154	      0.11599619	      0.01023154	      0.17648836	      0.01023154	      0.16567541	      0.01023154	      0.08931920	      0.01023154	      0.12052046	      0.01023154	      0.10656219	      0.01023154	      0.07247754	      0.01023154	      0.03870396	      0.01023154	      0.08803120	      0.01023154	      0.11599619	      0.01023154	      0.17648836	      0.01023154	      0.16567541	      0.01023154	      0.08931920	      0.01023154	      0.12052046	      0.01023154	      0.10656219	      0.01023154	      0.07247754	      0.01023154	      0.03870396	      0.01023154	      0.08803120
      0.39359737	     32.92175821	     -0.02945913	     -0.66877698	     23.22154676	    -29.05744704	     -9.93084786	     23.22154676	    -29.05744704	     -9.93084786	    -50.63696552	     20.77382565	     -0.01069556	     -3.78693267	    -59.59750319	    106.50472920	    -32.80711993	    -59.59750319	    106.50472920	    -32.80711993	    -22.85478051	      0.01022577	      0.11598081	      0.01022577	      0.17659331	      0.01022577	      0.16556641	      0.01022577	      0.08940978	      0.01022577	      0.12044103	      0.01022577	      0.10639867	      0.01022577	      0.07250310	      0.01022577	      0.03865255	      0.01022577	      0.08807886	      0.01022577	      0.11598081	      0.01022577	      0.17659331	      0.01022577	      0.16556641	      0.01022577	      0.08940978	      0.01022577	      0.12044103	      0.01022577	      0.10639867	      0.01022577	      0.07250310	      0.01022577	      0.03865255	      0.01022577	      0.08807886
