Results
version=1
nRows=664
nColumns=57
inDegrees=yes
endheader
time	pelvis_tilt	pelvis_tx	pelvis_ty	hip_flexion_r	knee_angle_r	ankle_angle_r	hip_flexion_l	knee_angle_l	ankle_angle_l	lumbar_extension	pelvis_tilt_u	pelvis_tx_u	pelvis_ty_u	hip_flexion_r_u	knee_angle_r_u	ankle_angle_r_u	hip_flexion_l_u	knee_angle_l_u	ankle_angle_l_u	lumbar_extension_u	hamstrings_r.activation	hamstrings_r.fiber_length	bifemsh_r.activation	bifemsh_r.fiber_length	glut_max_r.activation	glut_max_r.fiber_length	iliopsoas_r.activation	iliopsoas_r.fiber_length	rect_fem_r.activation	rect_fem_r.fiber_length	vasti_r.activation	vasti_r.fiber_length	gastroc_r.activation	gastroc_r.fiber_length	soleus_r.activation	soleus_r.fiber_length	tib_ant_r.activation	tib_ant_r.fiber_length	hamstrings_l.activation	hamstrings_l.fiber_length	bifemsh_l.activation	bifemsh_l.fiber_length	glut_max_l.activation	glut_max_l.fiber_length	iliopsoas_l.activation	iliopsoas_l.fiber_length	rect_fem_l.activation	rect_fem_l.fiber_length	vasti_l.activation	vasti_l.fiber_length	gastroc_l.activation	gastroc_l.fiber_length	soleus_l.activation	soleus_l.fiber_length	tib_ant_l.activation	tib_ant_l.fiber_length
      1.06636858	     46.04346780	     -0.03110642	     -5.45490481	     -2.83647657	      1.15198609	    -24.72746789	     -2.83647657	      1.15198609	    -24.72746789	    -63.66409991	     14.31833524	      0.00333680	    -10.42989910	    -28.25748660	     30.28982607	    -13.54625352	    -28.25748660	     30.28982607	    -13.54625352	    -12.96718776	      0.01000004	      0.10379566	      0.01000004	      0.18957138	      0.01000004	      0.13992648	      0.01000004	      0.10868112	      0.01000004	      0.11570049	      0.01000004	      0.07607296	      0.01000004	      0.07169762	      0.01000004	      0.02785814	      0.01000004	      0.09845065	      0.01000004	      0.10379566	      0.01000004	      0.18957138	      0.01000004	      0.13992648	      0.01000004	      0.10868112	      0.01000004	      0.11570049	      0.01000004	      0.07607296	      0.01000004	      0.07169762	      0.01000004	      0.02785814	      0.01000004	      0.09845065
      1.06943030	     46.08698619	     -0.03109611	     -5.48688488	     -2.92245680	      1.24428488	    -24.76880599	     -2.92245680	      1.24428488	    -24.76880599	    -63.70347942	     14.10924914	      0.00340040	    -10.46032906	    -27.90776591	     30.00354011	    -13.45856731	    -27.90776591	     30.00354011	    -13.45856731	    -12.75677757	      0.01000004	      0.10375194	      0.01000004	      0.18959829	      0.01000004	      0.13983869	      0.01000004	      0.10873993	      0.01000004	      0.11568388	      0.01000004	      0.07599326	      0.01000004	      0.07169710	      0.01000004	      0.02783203	      0.01000004	      0.09847801	      0.01000004	      0.10375194	      0.01000004	      0.18959829	      0.01000004	      0.13983869	      0.01000004	      0.10873993	      0.01000004	      0.11568388	      0.01000004	      0.07599326	      0.01000004	      0.07169710	      0.01000004	      0.02783203	      0.01000004	      0.09847801
      1.07164655	     46.11808674	     -0.03108852	     -5.51009195	     -2.98402427	      1.31054785	    -24.79856001	     -2.98402427	      1.31054785	    -24.79856001	    -63.73158168	     13.95660637	      0.00344610	    -10.48235771	    -27.65215669	     29.79376785	    -13.39202668	    -27.65215669	     29.79376785	    -13.39202668	    -12.60336496	      0.01000004	      0.10372070	      0.01000004	      0.18962078	      0.01000004	      0.13977583	      0.01000004	      0.10878203	      0.01000004	      0.11567187	      0.01000004	      0.07593606	      0.01000004	      0.07169666	      0.01000004	      0.02781326	      0.01000004	      0.09849770	      0.01000004	      0.10372070	      0.01000004	      0.18962078	      0.01000004	      0.13977583	      0.01000004	      0.10878203	      0.01000004	      0.11567187	      0.01000004	      0.07593606	      0.01000004	      0.07169666	      0.01000004	      0.02781326	      0.01000004	      0.09849770
      1.07386280	     46.14884912	     -0.03108083	     -5.53334785	     -3.04502593	      1.37634775	    -24.82816858	     -3.04502593	      1.37634775	    -24.82816858	    -63.75934416	     13.80416235	      0.00349176	    -10.50438520	    -27.39735225	     29.58588623	    -13.32756839	    -27.39735225	     29.58588623	    -13.32756839	    -12.45022996	      0.01000004	      0.10368981	      0.01000004	      0.18964077	      0.01000004	      0.13971354	      0.01000004	      0.10882373	      0.01000004	      0.11565987	      0.01000004	      0.07587928	      0.01000004	      0.07169618	      0.01000004	      0.02779459	      0.01000004	      0.09851728	      0.01000004	      0.10368981	      0.01000004	      0.18964077	      0.01000004	      0.13971354	      0.01000004	      0.10882373	      0.01000004	      0.11565987	      0.01000004	      0.07587928	      0.01000004	      0.07169618	      0.01000004	      0.02779459	      0.01000004	      0.09851728
      1.07718559	     46.19433707	     -0.03106911	     -5.56830663	     -3.13542586	      1.47413728	    -24.87229130	     -3.13542586	      1.47413728	    -24.87229130	    -63.80033184	     13.57500036	      0.00355971	    -10.53741080	    -27.01429089	     29.27353580	    -13.22937880	    -27.01429089	     29.27353580	    -13.22937880	    -12.22026147	      0.01000003	      0.10364415	      0.01000003	      0.18967177	      0.01000003	      0.13962122	      0.01000003	      0.10888552	      0.01000003	      0.11564188	      0.01000003	      0.07579495	      0.01000003	      0.07169537	      0.01000003	      0.02776681	      0.01000003	      0.09854644	      0.01000003	      0.10364415	      0.01000003	      0.18967177	      0.01000003	      0.13962122	      0.01000003	      0.10888552	      0.01000003	      0.11564188	      0.01000003	      0.07579495	      0.01000003	      0.07169537	      0.01000003	      0.02776681	      0.01000003	      0.09854644
      1.08005997	     46.23307210	     -0.03105880	     -5.59863622	     -3.21259968	      1.55789386	    -24.91019628	     -3.21259968	      1.55789386	    -24.91019628	    -63.83517206	     13.37714794	      0.00361811	    -10.56597767	    -26.68395805	     29.00530862	    -13.14583030	    -26.68395805	     29.00530862	    -13.14583030	    -12.02187945	      0.01000003	      0.10360529	      0.01000003	      0.18969647	      0.01000003	      0.13954239	      0.01000003	      0.10893824	      0.01000003	      0.11562632	      0.01000003	      0.07572276	      0.01000003	      0.07169457	      0.01000003	      0.02774296	      0.01000003	      0.09857148	      0.01000003	      0.10360529	      0.01000003	      0.18969647	      0.01000003	      0.13954239	      0.01000003	      0.10893824	      0.01000003	      0.11562632	      0.01000003	      0.07572276	      0.01000003	      0.07169457	      0.01000003	      0.02774296	      0.01000003	      0.09857148
      1.08293435	     46.27123851	     -0.03104832	     -5.62904791	     -3.28882407	      1.64087963	    -24.94785967	     -3.28882407	      1.64087963	    -24.94785967	    -63.86944240	     13.17882500	      0.00367576	    -10.59454465	    -26.35239952	     28.73524529	    -13.05887249	    -26.35239952	     28.73524529	    -13.05887249	    -11.82325537	      0.01000003	      0.10356702	      0.01000003	      0.18972424	      0.01000003	      0.13946454	      0.01000003	      0.10899031	      0.01000003	      0.11561076	      0.01000003	      0.07565128	      0.01000003	      0.07169370	      0.01000003	      0.02771930	      0.01000003	      0.09859634	      0.01000003	      0.10356702	      0.01000003	      0.18972424	      0.01000003	      0.13946454	      0.01000003	      0.10899031	      0.01000003	      0.11561076	      0.01000003	      0.07565128	      0.01000003	      0.07169370	      0.01000003	      0.02771930	      0.01000003	      0.09859634
      1.08524963	     46.30156730	     -0.03103975	     -5.65360383	     -3.34953037	      1.70716122	    -24.97801667	     -3.34953037	      1.70716122	    -24.97801667	    -63.89663246	     13.02018508	      0.00372197	    -10.61755208	    -26.08772590	     28.52106469	    -12.99192386	    -26.08772590	     28.52106469	    -12.99192386	    -11.66444250	      0.01000003	      0.10353663	      0.01000003	      0.18974287	      0.01000003	      0.13940253	      0.01000003	      0.10903176	      0.01000003	      0.11559823	      0.01000003	      0.07559423	      0.01000003	      0.07169294	      0.01000003	      0.02770036	      0.01000003	      0.09861624	      0.01000003	      0.10353663	      0.01000003	      0.18974287	      0.01000003	      0.13940253	      0.01000003	      0.10903176	      0.01000003	      0.11559823	      0.01000003	      0.07559423	      0.01000003	      0.07169294	      0.01000003	      0.02770036	      0.01000003	      0.09861624
      1.08756490	     46.33152873	     -0.03103108	     -5.67821301	     -3.40962344	      1.77294586	    -25.00801627	     -3.40962344	      1.77294586	    -25.00801627	    -63.92345492	     12.86139484	      0.00376761	    -10.64055935	    -25.82240998	     28.30556346	    -12.92239699	    -25.82240998	     28.30556346	    -12.92239699	    -11.50562819	      0.01000003	      0.10350662	      0.01000003	      0.18976384	      0.01000003	      0.13934114	      0.01000003	      0.10907279	      0.01000003	      0.11558569	      0.01000003	      0.07553764	      0.01000003	      0.07169212	      0.01000003	      0.02768155	      0.01000003	      0.09863603	      0.01000003	      0.10350662	      0.01000003	      0.18976384	      0.01000003	      0.13934114	      0.01000003	      0.10907279	      0.01000003	      0.11558569	      0.01000003	      0.07553764	      0.01000003	      0.07169212	      0.01000003	      0.02768155	      0.01000003	      0.09863603
      1.09062232	     46.37053217	     -0.03101947	     -5.71079215	     -3.48804016	      1.85905539	    -25.04738620	     -3.48804016	      1.85905539	    -25.04738620	    -63.95831334	     12.65282186	      0.00382726	    -10.67093851	    -25.47410083	     28.02326587	    -12.83175843	    -25.47410083	     28.02326587	    -12.83175843	    -11.29716132	      0.01000003	      0.10346757	      0.01000003	      0.18978963	      0.01000003	      0.13926103	      0.01000003	      0.10912631	      0.01000003	      0.11556914	      0.01000003	      0.07546363	      0.01000003	      0.07169097	      0.01000003	      0.02765688	      0.01000003	      0.09866198	      0.01000003	      0.10346757	      0.01000003	      0.18978963	      0.01000003	      0.13926103	      0.01000003	      0.10912631	      0.01000003	      0.11556914	      0.01000003	      0.07546363	      0.01000003	      0.07169097	      0.01000003	      0.02765688	      0.01000003	      0.09866198
      1.09340449	     46.40547115	     -0.03100875	     -5.74051894	     -3.55847340	      1.93666374	    -25.08296993	     -3.55847340	      1.93666374	    -25.08296993	    -63.98948099	     12.46353934	      0.00388070	    -10.69858105	    -25.15766388	     27.76617047	    -12.74732731	    -25.15766388	     27.76617047	    -12.74732732	    -11.10816058	      0.01000003	      0.10343262	      0.01000003	      0.18981453	      0.01000003	      0.13918907	      0.01000003	      0.10917436	      0.01000003	      0.11555408	      0.01000003	      0.07539697	      0.01000003	      0.07168985	      0.01000003	      0.02763460	      0.01000003	      0.09868543	      0.01000003	      0.10343262	      0.01000003	      0.18981453	      0.01000003	      0.13918907	      0.01000003	      0.10917436	      0.01000003	      0.11555408	      0.01000003	      0.07539697	      0.01000003	      0.07168985	      0.01000003	      0.02763460	      0.01000003	      0.09868543
      1.09618666	     46.43988509	     -0.03099788	     -5.77032263	     -3.62802890	      2.01355921	    -25.11831935	     -3.62802890	      2.01355921	    -25.11831935	    -64.02012456	     12.27578431	      0.00393355	    -10.72621995	    -24.84404654	     27.51215216	    -12.66495623	    -24.84404654	     27.51215216	    -12.66495623	    -10.92079297	      0.01000003	      0.10339822	      0.01000003	      0.18983657	      0.01000003	      0.13911800	      0.01000003	      0.10922181	      0.01000003	      0.11553902	      0.01000003	      0.07533099	      0.01000003	      0.07168865	      0.01000003	      0.02761250	      0.01000003	      0.09870870	      0.01000003	      0.10339822	      0.01000003	      0.18983657	      0.01000003	      0.13911800	      0.01000003	      0.10922181	      0.01000003	      0.11553902	      0.01000003	      0.07533099	      0.01000003	      0.07168865	      0.01000003	      0.02761250	      0.01000003	      0.09870870
      1.09896883	     46.47377780	     -0.03098686	     -5.80020322	     -3.69671335	      2.08974839	    -25.15343768	     -3.69671335	      2.08974839	    -25.15343768	    -64.05024821	     12.08835703	      0.00398540	    -10.75385775	    -24.53032291	     27.25667624	    -12.57903578	    -24.53032291	     27.25667625	    -12.57903578	    -10.73395166	      0.01000003	      0.10336436	      0.01000003	      0.18986179	      0.01000003	      0.13904782	      0.01000003	      0.10926864	      0.01000003	      0.11552397	      0.01000003	      0.07526567	      0.01000003	      0.07168739	      0.01000003	      0.02759056	      0.01000003	      0.09873181	      0.01000003	      0.10336436	      0.01000003	      0.18986179	      0.01000003	      0.13904782	      0.01000003	      0.10926864	      0.01000003	      0.11552397	      0.01000003	      0.07526567	      0.01000003	      0.07168739	      0.01000003	      0.02759056	      0.01000003	      0.09873181
      1.10140725	     46.50305575	     -0.03097709	     -5.82645517	     -3.75619663	      2.15594233	    -25.18402184	     -3.75619663	      2.15594233	    -25.18402184	    -64.07622424	     11.92578621	      0.00403039	    -10.77807696	    -24.25857754	     27.03638914	    -12.50666783	    -24.25857754	     27.03638914	    -12.50666783	    -10.57195362	      0.01000002	      0.10333513	      0.01000002	      0.18988018	      0.01000002	      0.13898704	      0.01000002	      0.10930919	      0.01000002	      0.11551079	      0.01000002	      0.07520897	      0.01000002	      0.07168623	      0.01000002	      0.02757147	      0.01000002	      0.09875193	      0.01000002	      0.10333513	      0.01000002	      0.18988018	      0.01000002	      0.13898704	      0.01000002	      0.10930919	      0.01000002	      0.11551079	      0.01000002	      0.07520897	      0.01000002	      0.07168623	      0.01000002	      0.02757147	      0.01000002	      0.09875193
      1.10384567	     46.53193795	     -0.03096721	     -5.85276618	     -3.81501790	      2.22159858	    -25.21442712	     -3.81501790	      2.22159858	    -25.21442712	    -64.10180608	     11.76357683	      0.00407456	    -10.80229519	    -23.98688354	     26.81497007	    -12.43147602	    -23.98688354	     26.81497007	    -12.43147602	    -10.41046654	      0.01000002	      0.10330631	      0.01000002	      0.18990111	      0.01000002	      0.13892693	      0.01000002	      0.10934928	      0.01000002	      0.11549761	      0.01000002	      0.07515278	      0.01000002	      0.07168502	      0.01000002	      0.02755250	      0.01000002	      0.09877192	      0.01000002	      0.10330631	      0.01000002	      0.18990111	      0.01000002	      0.13892693	      0.01000002	      0.10934928	      0.01000002	      0.11549761	      0.01000002	      0.07515278	      0.01000002	      0.07168502	      0.01000002	      0.02755250	      0.01000002	      0.09877192
      1.10628409	     46.56042609	     -0.03095722	     -5.87913624	     -3.87317911	      2.28671702	    -25.24464985	     -3.87317911	      2.28671702	    -25.24464985	    -64.12699573	     11.60269148	      0.00411817	    -10.82651046	    -23.71746733	     26.59567042	    -12.35741577	    -23.71746733	     26.59567042	    -12.35741577	    -10.25038174	      0.01000002	      0.10327791	      0.01000002	      0.18992031	      0.01000002	      0.13886749	      0.01000002	      0.10938891	      0.01000002	      0.11548444	      0.01000002	      0.07509710	      0.01000002	      0.07168377	      0.01000002	      0.02753367	      0.01000002	      0.09879177	      0.01000002	      0.10327791	      0.01000002	      0.18992031	      0.01000002	      0.13886749	      0.01000002	      0.10938891	      0.01000002	      0.11548444	      0.01000002	      0.07509710	      0.01000002	      0.07168377	      0.01000002	      0.02753367	      0.01000002	      0.09879177
      1.10968210	     46.59947345	     -0.03094312	     -5.91598223	     -3.95313659	      2.37657170	    -25.28646348	     -3.95313659	      2.37657170	    -25.28646348	    -64.16145006	     11.37984528	      0.00417768	    -10.86025210	    -23.34371452	     26.29029246	    -12.25198821	    -23.34371452	     26.29029246	    -12.25198821	    -10.02884945	      0.01000002	      0.10323901	      0.01000002	      0.18994860	      0.01000002	      0.13878578	      0.01000002	      0.10944338	      0.01000002	      0.11546611	      0.01000002	      0.07502035	      0.01000002	      0.07168194	      0.01000002	      0.02750764	      0.01000002	      0.09881923	      0.01000002	      0.10323901	      0.01000002	      0.18994860	      0.01000002	      0.13878578	      0.01000002	      0.10944338	      0.01000002	      0.11546611	      0.01000002	      0.07502035	      0.01000002	      0.07168194	      0.01000002	      0.02750764	      0.01000002	      0.09881923
      1.11214734	     46.62733001	     -0.03093277	     -5.94278547	     -4.01035325	      2.44111324	    -25.31657481	     -4.01035325	      2.44111324	    -25.31657481	    -64.18597736	     11.21997201	      0.00422016	    -10.88472748	    -23.07566616	     26.07163315	    -12.17720049	    -23.07566616	     26.07163315	    -12.17720049	     -9.87001198	      0.01000002	      0.10321128	      0.01000002	      0.18996663	      0.01000002	      0.13872730	      0.01000002	      0.10948234	      0.01000002	      0.11545284	      0.01000002	      0.07496528	      0.01000002	      0.07168056	      0.01000002	      0.02748891	      0.01000002	      0.09883899	      0.01000002	      0.10321128	      0.01000002	      0.18996663	      0.01000002	      0.13872730	      0.01000002	      0.10948234	      0.01000002	      0.11545284	      0.01000002	      0.07496528	      0.01000002	      0.07168056	      0.01000002	      0.02748891	      0.01000002	      0.09883899
      1.11461257	     46.65479348	     -0.03092232	     -5.96964904	     -4.06691033	      2.50511562	    -25.34649970	     -4.06691033	      2.50511562	    -25.34649970	    -64.21011429	     11.06077630	      0.00426175	    -10.90920134	    -22.80819918	     25.85227326	    -12.09997229	    -22.80819918	     25.85227326	    -12.09997229	     -9.71198773	      0.01000002	      0.10318396	      0.01000002	      0.18998678	      0.01000002	      0.13866950	      0.01000002	      0.10952085	      0.01000002	      0.11543957	      0.01000002	      0.07491073	      0.01000002	      0.07167913	      0.01000002	      0.02747031	      0.01000002	      0.09885861	      0.01000002	      0.10318396	      0.01000002	      0.18998678	      0.01000002	      0.13866950	      0.01000002	      0.10952085	      0.01000002	      0.11543957	      0.01000002	      0.07491073	      0.01000002	      0.07167913	      0.01000002	      0.02747031	      0.01000002	      0.09885861
      1.11761225	     46.68768408	     -0.03090946	     -6.00241780	     -4.13484331	      2.58226687	    -25.38265593	     -4.13484331	      2.58226687	    -25.38265593	    -64.23896121	     10.86910494	      0.00431151	    -10.93897661	    -22.48615075	     25.58827191	    -12.00744472	    -22.48615075	     25.58827191	    -12.00744472	     -9.52183726	      0.01000002	      0.10315126	      0.01000002	      0.19000897	      0.01000002	      0.13860007	      0.01000002	      0.10956708	      0.01000002	      0.11542346	      0.01000002	      0.07484503	      0.01000002	      0.07167734	      0.01000002	      0.02744786	      0.01000002	      0.09888231	      0.01000002	      0.10315126	      0.01000002	      0.19000897	      0.01000002	      0.13860007	      0.01000002	      0.10956708	      0.01000002	      0.11542346	      0.01000002	      0.07484503	      0.01000002	      0.07167734	      0.01000002	      0.02744786	      0.01000002	      0.09888231
      1.12061193	     46.72000229	     -0.03089645	     -6.03527587	     -4.20181392	      2.65862800	    -25.41853327	     -4.20181392	      2.65862800	    -25.41853327	    -64.26724054	     10.67861021	      0.00435995	    -10.96874934	    -22.16526915	     25.32351580	    -11.91161150	    -22.16526915	     25.32351581	    -11.91161150	     -9.33305240	      0.01000002	      0.10311916	      0.01000002	      0.19003396	      0.01000002	      0.13853162	      0.01000002	      0.10961265	      0.01000002	      0.11540738	      0.01000002	      0.07478009	      0.01000002	      0.07167549	      0.01000002	      0.02742560	      0.01000002	      0.09890580	      0.01000002	      0.10311916	      0.01000002	      0.19003396	      0.01000002	      0.13853162	      0.01000002	      0.10961265	      0.01000002	      0.11540738	      0.01000002	      0.07478009	      0.01000002	      0.07167549	      0.01000002	      0.02742560	      0.01000002	      0.09890580
      1.12288920	     46.74415765	     -0.03088648	     -6.06028039	     -4.25201639	      2.71607129	    -25.44557937	     -4.25201639	      2.71607129	    -25.44557937	    -64.28833321	     10.53595661	      0.00439621	    -10.99134782	    -21.92521493	     25.12613344	    -11.84172618	    -21.92521493	     25.12613344	    -11.84172618	     -9.19172924	      0.01000002	      0.10309519	      0.01000002	      0.19004926	      0.01000002	      0.13848030	      0.01000002	      0.10964680	      0.01000002	      0.11539519	      0.01000002	      0.07473130	      0.01000002	      0.07167405	      0.01000002	      0.02740884	      0.01000002	      0.09892351	      0.01000002	      0.10309519	      0.01000002	      0.19004926	      0.01000002	      0.13848030	      0.01000002	      0.10964680	      0.01000002	      0.11539519	      0.01000002	      0.07473130	      0.01000002	      0.07167405	      0.01000002	      0.02740884	      0.01000002	      0.09892351
      1.12516647	     46.76798889	     -0.03087643	     -6.08533637	     -4.30167283	      2.77306430	    -25.47246381	     -4.30167283	      2.77306430	    -25.47246381	    -64.30910492	     10.39387154	      0.00443164	    -11.01394510	    -21.68552229	     24.92776391	    -11.76924954	    -21.68552229	     24.92776391	    -11.76924954	     -9.05109254	      0.01000002	      0.10307156	      0.01000002	      0.19006692	      0.01000002	      0.13842954	      0.01000002	      0.10968057	      0.01000002	      0.11538303	      0.01000002	      0.07468293	      0.01000002	      0.07167258	      0.01000002	      0.02739218	      0.01000002	      0.09894109	      0.01000002	      0.10307156	      0.01000002	      0.19006692	      0.01000002	      0.13842954	      0.01000002	      0.10968057	      0.01000002	      0.11538303	      0.01000002	      0.07468293	      0.01000002	      0.07167258	      0.01000002	      0.02739218	      0.01000002	      0.09894109
      1.12833130	     46.80057394	     -0.03086233	     -6.12024337	     -4.36978094	      2.85152324	    -25.50955290	     -4.36978094	      2.85152324	    -25.50955290	    -64.33744362	     10.19855678	      0.00447988	    -11.04534522	    -21.35584128	     24.65465013	    -11.66943127	    -21.35584128	     24.65465013	    -11.66943127	     -8.85788932	      0.01000002	      0.10303926	      0.01000002	      0.19008970	      0.01000002	      0.13835992	      0.01000002	      0.10972688	      0.01000002	      0.11536616	      0.01000002	      0.07461642	      0.01000002	      0.07167048	      0.01000002	      0.02736923	      0.01000002	      0.09896534	      0.01000002	      0.10303926	      0.01000002	      0.19008970	      0.01000002	      0.13835992	      0.01000002	      0.10972688	      0.01000002	      0.11536616	      0.01000002	      0.07461642	      0.01000002	      0.07167048	      0.01000002	      0.02736923	      0.01000002	      0.09896534
      1.13113173	     46.82889417	     -0.03084972	     -6.15121396	     -4.42918052	      2.92022924	    -25.54210703	     -4.42918052	      2.92022924	    -25.54210703	    -64.36201218	     10.02721773	      0.00452139	    -11.07312682	    -21.06599725	     24.41323572	    -11.57922149	    -21.06599725	     24.41323572	    -11.57922150	     -8.68856216	      0.01000002	      0.10301122	      0.01000002	      0.19011120	      0.01000002	      0.13829920	      0.01000002	      0.10976725	      0.01000002	      0.11535127	      0.01000002	      0.07455826	      0.01000002	      0.07166858	      0.01000002	      0.02734910	      0.01000002	      0.09898661	      0.01000002	      0.10301122	      0.01000002	      0.19011120	      0.01000002	      0.13829920	      0.01000002	      0.10976725	      0.01000002	      0.11535127	      0.01000002	      0.07455826	      0.01000002	      0.07166858	      0.01000002	      0.02734910	      0.01000002	      0.09898661
      1.13393216	     46.85673721	     -0.03083700	     -6.18226235	     -4.48777247	      2.98826185	    -25.57440899	     -4.48777247	      2.98826185	    -25.57440899	    -64.38610932	      9.85811682	      0.00456205	    -11.10090383	    -20.77989420	     24.17499575	    -11.49089939	    -20.77989420	     24.17499575	    -11.49089939	     -8.52153808	      0.01000002	      0.10298368	      0.01000002	      0.19012996	      0.01000002	      0.13823930	      0.01000002	      0.10980707	      0.01000002	      0.11533643	      0.01000002	      0.07450074	      0.01000002	      0.07166664	      0.01000002	      0.02732915	      0.01000002	      0.09900770	      0.01000002	      0.10298368	      0.01000002	      0.19012996	      0.01000002	      0.13823930	      0.01000002	      0.10980707	      0.01000002	      0.11533643	      0.01000002	      0.07450074	      0.01000002	      0.07166664	      0.01000002	      0.02732915	      0.01000002	      0.09900770
      1.13673259	     46.88410884	     -0.03082417	     -6.21338853	     -4.54556605	      3.05562807	    -25.60646172	     -4.54556605	      3.05562807	    -25.60646172	    -64.40974103	      9.69007386	      0.00460145	    -11.12867874	    -20.49469305	     23.93560493	    -11.39912226	    -20.49469305	     23.93560493	    -11.39912226	     -8.35573321	      0.01000002	      0.10295662	      0.01000002	      0.19015186	      0.01000002	      0.13818023	      0.01000002	      0.10984633	      0.01000002	      0.11532163	      0.01000002	      0.07444385	      0.01000002	      0.07166466	      0.01000002	      0.02730936	      0.01000002	      0.09902861	      0.01000002	      0.10295662	      0.01000002	      0.19015186	      0.01000002	      0.13818023	      0.01000002	      0.10984633	      0.01000002	      0.11532163	      0.01000002	      0.07444385	      0.01000002	      0.07166466	      0.01000002	      0.02730936	      0.01000002	      0.09902861
      1.13919957	     46.90783373	     -0.03081278	     -6.24087297	     -4.59582015	      3.11442044	    -25.63448637	     -4.59582015	      3.11442044	    -25.63448637	    -64.43017659	      9.54420987	      0.00463555	    -11.15314210	    -20.24727136	     23.72838258	    -11.32115917	    -20.24727136	     23.72838258	    -11.32115917	     -8.21186605	      0.01000002	      0.10293318	      0.01000002	      0.19016745	      0.01000002	      0.13812885	      0.01000002	      0.10988046	      0.01000002	      0.11530862	      0.01000002	      0.07439427	      0.01000002	      0.07166289	      0.01000002	      0.02729208	      0.01000002	      0.09904688	      0.01000002	      0.10293318	      0.01000002	      0.19016745	      0.01000002	      0.13812885	      0.01000002	      0.10988046	      0.01000002	      0.11530862	      0.01000002	      0.07439427	      0.01000002	      0.07166289	      0.01000002	      0.02729208	      0.01000002	      0.09904688
      1.14166655	     46.93120002	     -0.03080130	     -6.26841776	     -4.64546523	      3.17270120	    -25.66231628	     -4.64546523	      3.17270120	    -25.66231628	    -64.45025860	      9.39914934	      0.00466865	    -11.17760389	    -20.00047656	     23.52010564	    -11.24034580	    -20.00047656	     23.52010565	    -11.24034580	     -8.06892773	      0.01000001	      0.10291012	      0.01000001	      0.19018570	      0.01000001	      0.13807810	      0.01000001	      0.10991417	      0.01000001	      0.11529566	      0.01000001	      0.07434518	      0.01000001	      0.07166109	      0.01000001	      0.02727492	      0.01000001	      0.09906502	      0.01000001	      0.10291012	      0.01000001	      0.19018570	      0.01000001	      0.13807810	      0.01000001	      0.10991417	      0.01000001	      0.11529566	      0.01000001	      0.07434518	      0.01000001	      0.07166109	      0.01000001	      0.02727492	      0.01000001	      0.09906502
      1.14413354	     46.95421043	     -0.03078974	     -6.29602290	     -4.69450460	      3.23047037	    -25.68994772	     -4.69450460	      3.23047037	    -25.68994772	    -64.46999003	      9.25581236	      0.00470106	    -11.20206223	    -19.75649873	     23.31407086	    -11.16079833	    -19.75649873	     23.31407086	    -11.16079833	     -7.92776009	      0.01000001	      0.10288742	      0.01000001	      0.19020209	      0.01000001	      0.13802796	      0.01000001	      0.10994746	      0.01000001	      0.11528273	      0.01000001	      0.07429657	      0.01000001	      0.07165927	      0.01000001	      0.02725791	      0.01000001	      0.09908302	      0.01000001	      0.10288742	      0.01000001	      0.19020209	      0.01000001	      0.13802796	      0.01000001	      0.10994746	      0.01000001	      0.11528273	      0.01000001	      0.07429657	      0.01000001	      0.07165927	      0.01000001	      0.02725791	      0.01000001	      0.09908302
      1.14747278	     46.98479665	     -0.03077398	     -6.33348459	     -4.75992872	      3.30785737	    -25.72703489	     -4.75992872	      3.30785737	    -25.72703489	    -64.49614665	      9.06361257	      0.00474350	    -11.23516483	    -19.42850406	     23.03533713	    -11.05092387	    -19.42850406	     23.03533713	    -11.05092387	     -7.73864850	      0.01000001	      0.10285728	      0.01000001	      0.19022600	      0.01000001	      0.13796107	      0.01000001	      0.10999186	      0.01000001	      0.11526529	      0.01000001	      0.07423155	      0.01000001	      0.07165677	      0.01000001	      0.02723508	      0.01000001	      0.09910715	      0.01000001	      0.10285728	      0.01000001	      0.19022600	      0.01000001	      0.13796107	      0.01000001	      0.10999186	      0.01000001	      0.11526529	      0.01000001	      0.07423155	      0.01000001	      0.07165677	      0.01000001	      0.02723508	      0.01000001	      0.09910715
      1.14996200	     47.00718184	     -0.03076213	     -6.36148204	     -4.80798979	      3.36494159	    -25.75444283	     -4.80798979	      3.36494159	    -25.75444283	    -64.51523664	      8.92247992	      0.00477435	    -11.25983664	    -19.18754679	     22.83047484	    -10.97089120	    -19.18754679	     22.83047484	    -10.97089120	     -7.59986324	      0.01000001	      0.10283523	      0.01000001	      0.19024124	      0.01000001	      0.13791193	      0.01000001	      0.11002447	      0.01000001	      0.11525235	      0.01000001	      0.07418366	      0.01000001	      0.07165488	      0.01000001	      0.02721823	      0.01000001	      0.09912498	      0.01000001	      0.10283523	      0.01000001	      0.19024124	      0.01000001	      0.13791193	      0.01000001	      0.11002447	      0.01000001	      0.11525235	      0.01000001	      0.07418366	      0.01000001	      0.07165488	      0.01000001	      0.02721823	      0.01000001	      0.09912498
