PathFileType	4	(X/Y/Z)	squat.trc																																					
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames																																	
120	120	1544	8	mm	120	0	1544																																	
frame#	Time	Ankle_4	Ankle_4	Ankle_4	Ankle_3	Ankle_3	Ankle_3	Ankle_2	Ankle_2	Ankle_2	Ankle_1	Ankle_1	Ankle_1	Tibia_2	Tibia_2	Tibia_2	Pelvis_1	Pelvis_1	Pelvis_1	Pelvis_2	Pelvis_2	Pelvis_2	Femur_1 	Femur_1 	Femur_1 	Femur_2	Femur_2	Femur_2	Tibia_1	Tibia_1	Tibia_1	Ankle_5	Ankle_5	Ankle_5	Unlabeled:5029	Unlabeled:5029	Unlabeled:5029	Unlabeled:5030	Unlabeled:5030	Unlabeled:5030
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	Z8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X12	Y12	Z12
																																								
																																								
																																								
																																								
																																								
728	6.066667	-183.921371	0.918625	255.790466	201.842514	1259.593018	670.059814	18.080992	-3.308796	259.229523	17.559629	-1.036542	-9.094811	195.77095	1142.375488	617.044556	191.960098	782.830383	432.382538	114.310364	234.020203	147.987091	185.317978	651.376404	344.723389	111.804062	109.18679	125.728043	116.470406	22.080935	129.792938	201.162415	1354.121582	706.1297						
729	6.075	-183.926147	0.878279	255.786713	202.472229	1259.796265	670.431091	16.193182	-0.21157	257.761108	17.467777	-1.229421	-9.079702	196.388351	1142.695801	617.327332	192.251526	782.807373	432.796753	114.363235	233.923676	147.970978	185.544189	651.280701	344.655029	111.858124	109.111343	125.719025	116.433449	22.013906	129.769882	201.816956	1353.894409	706.615723						
730	6.083333	-183.932007	0.821132	255.769608	203.033218	1259.658203	670.911255	16.180897	-0.249017	257.748749	17.436571	-1.32189	-9.092815	197.038818	1142.533936	617.901062	192.708511	782.633118	433.170532	114.209091	234.274475	148.456879	185.712631	651.168152	344.889313	111.851395	109.075813	125.723289	116.424767	21.995033	129.738449	202.436798	1353.880737	707.128174						
731	6.091667	-183.950851	0.814275	255.758728	203.723862	1259.534668	671.331177	16.17942	-0.237029	257.74472	17.442774	-1.336083	-9.096511	197.638962	1142.416626	618.347778	193.003754	782.565491	433.436951	114.415031	233.861771	148.171906	185.818756	650.957642	345.351563	111.902451	108.996048	125.726295	116.422607	21.979361	129.72937	202.913193	1353.881958	707.472656						
732	6.1	-183.933929	0.84746	255.769699	204.336227	1259.119019	671.960266	16.19499	-0.236446	257.760834	17.476913	-1.231447	-9.106742	198.23082	1142.323608	618.702576	193.15033	782.648621	433.724091	114.220764	234.24498	148.696335	185.865219	650.853394	345.785004	111.884865	109.065346	125.755669	116.446007	22.032211	129.764404	203.533325	1353.869629	707.708618						
733	6.108333	-183.90834	0.904462	255.776199	204.834946	1259.445801	671.950989	16.224384	-0.189339	257.777039	17.585484	-1.016437	-9.105322	198.647644	1141.776611	619.323059	193.288513	782.617981	433.941498	114.222443	234.305725	148.6996	185.942017	650.821289	346.020081	111.92527	109.087044	125.777603	116.489449	22.06159	129.810822	204.151123	1353.82312	707.876831						
734	6.116667	-183.854095	1.012913	255.808853	205.288727	1259.492798	672.137146	16.252756	-0.069792	257.80069	17.654181	-0.824461	-9.090435	199.069809	1141.853394	619.513245	193.529694	782.683472	434.255463	114.284988	234.459671	148.704254	186.01059	650.929993	346.177643	111.974243	109.19281	125.761299	116.524551	22.211542	129.838913	204.699692	1353.891479	708.024048						
735	6.125	-183.800354	1.140527	255.836243	205.731293	1259.592896	672.281677	16.313242	0.055983	257.824707	17.745806	-0.619543	-9.071882	199.473953	1141.994873	619.635193	193.673706	782.776855	434.454529	114.346146	234.552368	148.726791	186.132965	651.020996	346.307281	112.018311	109.238121	125.812996	116.5681	22.311083	129.839264	205.122238	1354.034546	708.105713						
736	6.133333	-183.764038	1.223616	255.835205	206.097916	1259.651123	672.362732	16.357021	0.160065	257.842743	17.804789	-0.478627	-9.063428	199.833374	1142.113037	619.761841	193.824661	782.967163	434.677399	114.372818	234.663223	148.76712	186.258179	651.111023	346.394623	112.036491	109.35807	125.864326	116.570602	22.440588	129.873123	207.689835	1353.768677	708.748413						
737	6.141667	-183.737076	1.296393	255.848648	206.421432	1259.724854	672.438721	16.378414	0.250444	257.845764	17.828957	-0.415322	-9.067315	200.172455	1142.208008	619.88678	193.999969	783.031799	434.847565	114.36058	234.742706	148.73407	186.351044	651.177856	346.399872	112.025734	109.436562	125.857727	116.59549	22.470078	129.884964	205.672668	1354.325806	708.068176						
738	6.15	-183.755768	1.268284	255.854782	206.662338	1259.800903	672.545288	16.375923	0.209726	257.854675	17.806696	-0.401288	-9.066335	200.409225	1142.25647	620.13147	194.089737	783.1297	435.016693	114.383705	234.766235	148.661697	186.459091	651.301208	346.153381	112.051773	109.460136	125.815926	116.594002	22.508242	129.861053	205.874283	1354.509399	707.972534						
739	6.158333	-183.779495	1.251386	255.838425	206.804764	1259.955566	672.678528	16.330219	0.107183	257.838684	17.772532	-0.546485	-9.075417	200.502274	1142.283691	620.400696	194.160339	783.242554	435.209564	114.412781	234.68187	148.58139	186.49324	651.333618	345.706696	112.050964	109.322205	125.785545	116.606468	22.364073	129.842529	205.99939	1354.690552	707.903992						
740	6.166667	-183.840012	1.097187	255.83046	206.848373	1260.121948	672.760742	16.288534	0.026266	257.819702	17.698883	-0.71566	-9.076411	200.52417	1142.355469	620.602844	194.147522	783.344604	435.395142	114.47332	234.552704	148.615753	186.516266	651.369568	345.466248	112.070763	109.279724	125.815926	116.560944	22.282085	129.831024	206.119843	1354.876709	707.818787						
741	6.175	-183.880722	0.976168	255.800964	206.863846	1260.276855	672.773438	16.242838	-0.08665	257.786133	17.629498	-0.87338	-9.089401	200.559952	1142.384766	620.854065	194.002975	783.378113	435.547729	114.495522	234.434937	148.685806	186.43515	651.263184	345.419922	112.089554	109.170174	125.803619	116.542992	22.198153	129.797989	206.044006	1355.065918	707.575317						
742	6.183333	-183.899033	0.874785	255.773697	206.871552	1260.436035	672.636658	16.221165	-0.15947	257.784058	17.530493	-1.102035	-9.093932	200.595703	1142.436157	620.923096	193.996704	783.444092	435.50061	114.409546	234.3358	148.702499	186.194092	651.083557	345.53772	112.016441	109.100151	125.801178	116.508698	22.113728	129.798889	205.995728	1355.168457	707.265808						
743	6.191667	-183.941574	0.855771	255.765671	206.858185	1260.646362	672.300171	16.195099	-0.230241	257.747223	17.483189	-1.232338	-9.087231	200.651108	1142.535889	620.801758	193.946274	783.508606	435.495117	114.28196	234.246811	148.733139	185.965012	650.959961	345.725189	111.958023	109.047791	125.784248	116.450493	22.053049	129.764832	205.955933	1355.349487	706.837463						
744	6.2	-183.956924	0.834757	255.765076	206.793198	1260.92688	671.833008	16.189837	-0.256604	257.758118	17.472536	-1.299717	-9.092651	200.636703	1142.737549	620.548828	193.785858	783.675049	435.497131	114.22403	234.190353	148.784805	185.822281	650.829041	345.961823	111.896492	109.014099	125.803528	116.453979	22.025391	129.758652	206.067322	1355.483643	706.220703						
745	6.208333	-183.942169	0.826118	255.770477	206.666641	1261.278564	671.257019	16.181707	-0.242681	257.73172	17.472546	-1.268652	-9.105952	200.555969	1142.981445	620.13678	193.817657	783.628113	435.473358	114.214668	234.217361	148.755188	185.756622	650.811401	346.104767	111.870926	109.063614	125.804619	116.435234	22.045528	129.731049	205.952911	1356.14978	705.530273						
746	6.216667	-183.936081	0.8806	255.769882	206.554474	1261.58667	670.742126	16.187153	-0.17302	257.768219	17.55048	-1.112361	-9.105318	200.49855	1143.320923	619.683533	193.829803	783.761414	435.453522	114.212532	234.313019	148.714966	185.788086	650.863037	346.111176	111.885376	109.150024	125.760796	116.459503	22.118345	129.745514	205.917572	1356.525757	704.784241						
747	6.225	-183.900436	0.956161	255.788422	206.50473	1261.619629	670.490601	16.230146	-0.103341	257.78595	17.625666	-0.889807	-9.09201	200.481323	1143.681641	619.273376	193.865219	783.965637	435.453583	114.224953	234.44162	148.706818	185.895721	651.022583	346.000427	111.881622	109.198967	125.7696	116.469383	22.195526	129.786758	205.835236	1356.863647	703.966248						
748	6.233333	-183.828674	1.108234	255.840302	206.403519	1262.077759	669.93634	16.295336	0.027422	257.819061	17.725187	-0.721348	-9.075853	200.537018	1144.631226	618.538818	194.042572	784.201965	435.389862	114.2948	234.580933	148.65155	186.059784	651.268494	345.782501	111.931885	109.334534	125.781746	116.792877	22.04261	129.310287	205.501755	1357.606323	703.057556						
749	6.241667	-183.774246	1.21204	255.839401	206.384583	1262.87085	669.038818	16.346613	0.15533	257.849457	17.800602	-0.480336	-9.066049	200.580872	1145.0177	618.208923	194.14624	784.514282	435.329468	114.371002	234.706268	148.580688	186.247345	651.595642	345.500397	112.004486	109.431091	125.787407	116.572723	22.43469	129.839478	205.199417	1359.56189	702.501953						
750	6.25	-183.73381	1.291703	255.836182	206.297623	1263.303101	668.481873	16.354856	0.23183	257.83313	17.832373	-0.402872	-9.075711	200.60202	1145.374512	617.907288	194.2845	784.752747	435.176361	114.43969	234.819778	148.574829	186.424042	651.847107	345.251129	112.045097	109.511505	125.805168	116.611809	22.536966	129.831024	204.999771	1360.122314	701.683838						
751	6.258333	-183.734177	1.284738	255.85025	206.242157	1263.712402	667.884216	16.385204	0.219312	257.851288	17.828922	-0.388527	-9.069625	200.588104	1145.676514	617.495911	194.394501	784.97345	435.008545	114.46125	234.812073	148.549042	186.517563	651.935852	345.121033	112.093254	109.521057	125.76313	116.621689	22.574514	129.818008	204.889023	1360.5271	700.72345						
752	6.266667	-183.784958	1.245124	255.850906	206.137711	1264.117432	667.120239	16.346546	0.145529	257.833832	17.798761	-0.50924	-9.081474	200.553818	1145.967896	617.032532	194.436722	785.165588	434.790436	114.454048	234.808105	148.549088	186.530594	651.863098	345.075836	112.028816	109.484428	125.757469	116.606117	22.489656	129.838745	204.857529	1360.401123	699.744385						
753	6.275	-183.830017	1.112808	255.830017	206.02861	1264.536255	666.296082	16.283686	0.025254	257.813599	17.713623	-0.638892	-9.081192	200.491638	1146.265747	616.499878	194.285889	785.239624	434.388275	114.39579	234.643921	148.59613	186.492859	651.665894	345.029175	111.977821	109.398048	125.769554	116.536354	22.340834	129.81723	204.550201	1361.308716	698.366394						
754	6.283333	-183.882111	0.983122	255.803879	205.895035	1264.897949	665.479004	16.227898	-0.045574	257.802185	17.615818	-0.883835	-9.082589	200.403671	1146.560181	615.897583	194.241455	785.380249	433.996246	114.318405	234.461243	148.604904	186.366531	651.564392	344.903473	111.951439	109.211525	125.75798	116.49218	22.242096	129.786331	204.369873	1361.674683	697.39563						
755	6.291667	-183.931854	0.881656	255.793213	205.700897	1265.358887	664.530396	16.181078	-0.203263	257.775177	17.53615	-1.093694	-9.083	200.146942	1146.309814	615.585693	194.039734	785.57428	433.682037	114.344711	234.357391	148.603119	186.178207	651.513428	344.727081	111.913368	109.186104	125.784546	116.450844	22.118849	129.788971	204.18782	1361.701782	696.401672						
756	6.3	-183.941177	0.82263	255.764389	205.527405	1265.497192	663.914917	16.191429	-0.265121	257.778717	17.459414	-1.26544	-9.093152	199.980316	1146.627808	614.947632	193.692322	785.718994	433.380615	114.571388	233.945801	148.186798	185.976578	651.660095	344.451111	111.903488	109.152908	125.750603	116.426331	22.097242	129.758972	204.033218	1362.110107	695.206604						
757	6.308333	-183.967789	0.807894	255.785706	205.270691	1266.306396	662.673523	18.086674	-3.533875	259.315552	17.430578	-1.35352	-9.073526	199.826172	1146.98877	614.299194	193.480026	785.949097	433.017212	114.274666	234.215714	148.499298	185.701248	651.722168	344.217529	111.88147	109.098572	125.732925	116.752625	23.002325	129.586334	203.753464	1362.547363	694.021851						
758	6.316667	-183.965393	0.8205	255.760284	205.066132	1266.419067	661.994263	16.18	-0.219996	257.766815	17.449169	-1.309611	-9.090342	199.898575	1148.186401	613.109558	193.32608	786.208374	432.626007	114.417809	233.890869	148.091812	185.47554	651.833984	344.019531	111.803459	109.154617	125.745476	116.42054	22.033209	129.730347	203.46608	1363.065552	692.89978						
759	6.325	-183.928314	0.881381	255.792801	204.889328	1267.348633	660.805603	16.183252	-0.224965	257.764771	17.496508	-1.162517	-9.077416	199.82341	1148.647705	612.510681	193.189484	786.535156	432.27887	114.110954	234.347916	148.500687	185.281235	652.013489	343.870392	111.773476	109.224174	125.755264	116.407936	22.115971	129.74382	203.074661	1363.834717	691.565063						
760	6.333333	-183.918259	0.966458	255.823166	204.682907	1267.92041	659.868652	16.205034	-0.135641	257.783142	17.603512	-0.95763	-9.083692	199.697922	1149.169556	611.810486	193.095154	786.885254	431.942383	114.120979	234.492325	148.408539	185.21077	652.287598	343.618347	111.791565	109.286179	125.774223	116.4272	22.237083	129.767502	202.917603	1364.418701	690.348083						
761	6.341667	-183.832626	1.078513	255.839767	204.459717	1268.485352	658.970581	16.265333	-0.00584	257.837677	17.702303	-0.717624	-9.06684	199.554428	1149.78479	611.032837	193.003479	787.156799	431.569641	114.113159	234.627609	148.311676	185.23262	652.638977	343.235992	111.827675	109.432709	125.751335	116.496864	22.370056	129.80307	202.641174	1365.047485	689.112488						
762	6.35	-183.779633	1.217413	255.85881	204.204849	1269.043213	658.046204	18.124699	-2.825757	259.156799	17.776491	-0.511117	-9.071684	199.370819	1150.268799	610.309265	192.901047	787.480347	431.166718	114.368584	234.442535	147.886749	185.218872	653.038757	342.792664	111.879097	109.505302	125.71904	116.519241	22.484818	129.823059	202.263351	1366.247559	687.63031						
763	6.358333	-183.743469	1.317616	255.874481	203.900284	1269.58374	657.065491	18.094164	-2.637268	259.142914	17.832285	-0.42025	-9.064882	199.156158	1150.67334	609.652283	192.812698	787.837769	430.726105	114.166809	234.883774	148.219986	185.205994	653.358887	342.370392	111.922424	109.594177	125.752213	116.569824	22.615692	129.826797	201.838837	1366.843628	686.348267						
764	6.366667	-183.739288	1.298594	255.837982	203.569321	1270.043457	656.086426	16.386042	0.259979	257.858917	17.840265	-0.366477	-9.057708	198.911499	1151.057495	608.892883	192.719955	788.093689	430.254517	114.168678	234.900742	148.228973	185.136078	653.582642	342.059906	111.977974	109.600044	125.808716	116.592026	22.596142	129.832565	201.485031	1366.894165	685.312439						
765	6.375	-183.767487	1.249846	255.858032	203.242355	1270.475342	655.082947	16.36948	0.173767	257.850189	17.783304	-0.459035	-9.081193	198.688217	1151.336914	608.159546	192.654037	788.346619	429.750977	114.184258	234.778442	148.224548	185.032867	653.66626	341.69458	112.046738	109.462471	125.790192	116.58239	22.4876	129.815277	201.068054	1367.403564	684.070618						
766	6.383333	-183.817154	1.101252	255.864197	202.822418	1270.927734	654.120239	17.92083	-2.753772	259.170319	17.7262	-0.673488	-9.081454	198.549042	1150.792603	608.172424	192.582352	788.429382	429.273132	114.392708	234.326218	147.830597	184.923981	653.6875	341.314545	112.030273	109.344231	125.726791	116.52523	22.374662	129.833862	200.451736	1368.360474	682.726501						
767	6.391667	-183.880676	1.000109	255.831116	202.381058	1271.328369	653.125549	16.207722	-0.086707	257.78772	17.618378	-0.885312	-9.099229	198.123718	1151.123657	607.529541	192.398865	788.622986	428.698334	114.358727	234.173889	147.739197	184.793808	653.668762	340.898682	111.98967	109.183052	125.709595	116.509354	22.173079	129.812286	200.001022	1368.371094	681.640564						
768	6.4	-183.944107	0.882727	255.787079	201.885666	1271.723755	652.143372	16.186281	-0.198941	257.762482	17.531404	-1.085542	-9.09323	197.721664	1152.018188	606.428833	192.011017	788.838623	428.214569	114.366806	234.034424	147.691376	184.566772	653.738647	340.360443	112.03096	109.092865	125.708252	116.450661	22.089935	129.773026	199.509125	1368.828247	680.446655						
769	6.408333	-183.971268	0.826346	255.770447	201.369019	1272.186523	651.143616	16.152042	-0.212454	257.764526	17.460154	-1.274971	-9.094816	197.040283	1151.501953	606.19989	191.570908	789.101929	427.684631	114.324448	233.963638	147.681534	184.20903	653.880188	339.899963	111.997482	109.090538	125.679733	116.442505	22.038319	129.735733	198.921173	1369.406006	679.121765						
770	6.416667	-183.961319	0.812139	255.76088	200.927887	1272.308716	650.486633	16.151653	-0.25587	257.757507	17.40349	-1.366242	-9.083925	196.534851	1151.454834	605.720825	191.257965	789.378296	427.145325	114.225876	233.930481	147.607437	183.813095	653.960876	339.541748	112.318573	109.86409	125.723198	116.774506	23.039478	129.612244	198.493896	1369.736938	678.130188						
771	6.425	-183.964096	0.815319	255.751846	200.51976	1272.722656	649.494263	16.576965	-0.747705	258.00177	17.419151	-1.306964	-9.106753	196.15535	1151.876343	604.884644	190.955948	789.670654	426.615723	114.120293	233.960602	147.572403	183.455978	654.143066	339.269989	111.953346	109.058884	125.676018	116.751503	23.028294	129.607132	197.878403	1370.272949	676.780212						
772	6.433333	-183.9617	0.848924	255.768204	199.959854	1273.670654	648.035217	16.579567	-0.659614	258.000916	17.499815	-1.215466	-9.101071	195.874115	1152.823608	603.671936	190.678772	790.04126	426.122284	114.075851	234.040298	147.562149	183.241913	654.393799	339.029785	111.956245	109.100723	125.698639	116.420631	22.100086	129.730011	197.383621	1370.917725	675.505798						
773	6.441667	-183.89978	0.951617	255.801056	199.473114	1274.232788	647.078186	16.637609	-0.571806	257.998077	17.575325	-0.974061	-9.086613	195.478409	1153.446777	602.884521	190.443619	790.358887	425.615143	114.070732	234.134415	147.531494	183.158981	654.726196	338.731628	111.939423	109.210335	125.706627	116.450592	22.201506	129.761948	196.576645	1371.634155	674.173218						
774	6.45	-183.820129	1.092108	255.844772	198.994141	1274.788208	646.05365	16.682526	-0.406136	258.013947	17.659704	-0.703016	-9.069967	195.202942	1154.383667	601.845276	190.248215	790.710083	425.068085	114.060303	234.326279	147.414597	183.146072	655.030945	338.36438	111.994873	109.320847	125.694527	116.495796	22.321558	129.778992	196.070694	1372.211426	673.019287						
775	6.458333	-183.775223	1.222993	255.840988	198.479843	1275.329224	645.045044	16.80617	-0.861545	258.305573	17.765169	-0.50769	-9.079824	194.597305	1154.448486	601.090698	190.04895	791.057007	424.593964	114.062202	234.440002	147.321121	183.041687	655.34906	337.982056	112.008652	109.429214	125.679138	116.550919	22.452795	129.797379	195.387848	1373.438477	671.563354						
776	6.466667	-183.746613	1.273096	255.842712	197.909943	1275.843872	644.05426	16.766289	-0.143264	258.009399	17.782337	-0.431587	-9.083751	194.200607	1154.905884	600.32019	189.836304	791.347778	424.108643	114.03598	234.546982	147.280045	182.88237	655.605347	337.58316	112.015297	109.565559	125.676018	116.543488	22.594219	129.814209	194.86087	1374.020874	670.351318						
777	6.475	-183.729507	1.304171	255.825943	197.488495	1276.31897	643.153687	16.762476	-0.109991	258.001953	17.815168	-0.395274	-9.081598	193.999374	1156.065674	598.961609	189.604782	791.626648	423.611115	113.966263	234.611145	147.245285	182.712341	655.808777	337.27536	111.981339	109.616692	125.671654	116.549606	22.614391	129.802231	194.366837	1374.549805	669.22229						
778	6.483333	-183.759537	1.265686	255.831665	197.108139	1276.685791	642.215576	16.771294	-0.732194	258.273987	17.781069	-0.447381	-9.076261	193.421524	1155.457275	598.872131	189.301483	791.791992	423.12558	113.935722	234.508865	147.208008	182.493179	655.883728	337.049316	111.966469	109.56012	125.643478	116.536392	22.579613	129.80127	193.931152	1374.578125	668.189209						
779	6.491667	-183.809601	1.156088	255.813782	196.782425	1276.72583	641.5177	16.648155	-0.232266	258.011444	17.700617	-0.601068	-9.085418	193.08786	1155.725464	598.144836	189.111877	791.942078	422.645996	113.862	234.449387	147.167191	182.27951	655.836243	336.753265	111.932152	109.421768	125.625343	116.503273	22.399157	129.794037	193.660568	1374.885742	667.070374						
780	6.5	-183.870438	1.031084	255.801804	196.481491	1277.003296	640.566223	16.585253	-0.365078	257.998993	17.655081	-0.799131	-9.099673	192.9487	1156.488159	597.180054	189.004929	792.048889	422.239532	113.85511	234.293823	147.186569	182.131973	655.731628	336.51947	111.906479	109.340004	125.603851	116.437065	22.323807	129.767441	193.240891	1375.280151	665.913147						
781	6.508333	-183.920868	0.92724	255.780609	196.139618	1277.602295	639.43042	16.6175	-1.046652	258.28537	17.525457	-1.026886	-9.103441	192.699585	1156.76001	596.470337	188.95871	792.100586	421.824951	113.714806	234.061508	147.385635	182.022202	655.684937	336.246948	111.921104	109.249451	125.600395	116.402931	22.235277	129.748459	192.793091	1375.598755	664.696594						
782	6.516667	-183.976089	0.854015	255.763596	195.859589	1277.981323	638.51123	16.510818	-0.575375	257.969055	17.451727	-1.226369	-9.097028	192.44165	1157.024414	595.75647	188.898483	792.209534	421.440857	113.675316	234.003906	147.290451	181.984116	655.684143	335.881622	111.878448	109.202164	125.590309	116.399483	22.179281	129.687698	192.543106	1375.899536	663.631653						
783	6.525	-183.949463	0.835883	255.747162	195.599335	1278.305908	637.616699	16.514551	-0.577336	257.95993	17.390228	-1.297284	-9.102986	192.197479	1157.276733	595.062927	188.840607	792.360962	421.015045	113.648987	234.001572	147.145798	182.000504	655.76001	335.512939	112.189331	110.145317	125.525162	116.367073	22.110498	129.669037	192.265198	1376.273926	662.638245						
784	6.533333	-183.957489	0.817877	255.738892	195.405869	1278.693604	636.866699	16.479801	-0.573805	257.963348	17.399542	-1.284017	-9.106991	191.894821	1157.162964	594.55072	188.785782	792.55719	420.633759	113.587654	234.04747	147.057129	182.011703	655.945557	335.093903	112.149681	110.122795	125.553162	116.365021	22.112425	129.65741	192.172577	1376.777466	661.677429						
785	6.541667	-183.951157	0.850763	255.758591	195.388123	1279.074097	636.071167	16.487442	-0.510296	257.97818	17.46736	-1.201467	-9.099203	191.901749	1157.467651	593.955322	188.817963	792.76709	420.268188	113.53833	234.147919	147.016739	182.043945	656.188965	334.704468	111.799103	109.230438	125.508369	116.353195	22.169476	129.697586	192.176987	1377.224243	660.719727						
786	6.55	-183.929504	0.93484	255.785431	195.444183	1279.427124	635.243347	16.514236	-0.425462	257.98526	17.540936	-0.987614	-9.070954	191.978226	1157.791748	593.365234	189.022964	792.962952	419.924042	113.593781	234.266388	147.01123	182.262054	656.474182	334.372009	111.796753	109.274834	125.562202	116.392242	22.219946	129.75177	192.03891	1378.287476	659.343018						
787	6.558333	-183.861633	1.073119	255.805374	195.577835	1279.568115	634.729675	16.61956	-0.842789	258.268463	17.65019	-0.699217	-9.097591	192.184402	1158.250732	592.72467	189.375198	793.24115	419.62616	113.721581	234.398773	146.958206	182.610367	656.775757	334.181183	111.879326	109.367882	125.568481	116.419258	22.35466	129.760086	192.109268	1378.303467	658.535034						
788	6.566667	-183.790543	1.214113	255.83252	195.675781	1280.335693	633.690613	16.660328	-0.161278	258.003082	17.763885	-0.570933	-9.067847	192.415634	1158.723022	592.088074	189.722458	793.538696	419.270111	113.883156	234.561234	146.959656	183.044373	656.951538	333.980194	111.98764	109.478386	125.580627	116.518959	22.463232	129.791977	192.244492	1379.314087	657.296753						
789	6.575	-183.753265	1.283339	255.8302	195.820297	1280.778809	632.839722	16.748663	-0.661979	258.271729	17.788256	-0.419365	-9.077762	192.656509	1159.631348	591.214783	189.837585	793.793274	418.933075	114.010696	234.695084	146.94075	183.359009	657.19397	333.789917	112.067284	109.574631	125.627769	116.554695	22.601292	129.808319	192.37468	1379.787231	656.205933						
790	6.583333	-183.727325	1.327271	255.821411	195.984055	1281.153198	632.032593	16.775051	-0.616724	258.25235	17.802069	-0.365051	-9.073708	192.790771	1159.923584	590.652893	189.929642	793.963196	418.567047	114.024696	234.741241	146.941223	183.504684	657.271973	333.617035	112.063004	109.579613	125.652596	116.571587	22.668795	129.820831	192.624863	1379.78064	655.50116						
791	6.591667	-183.749664	1.318654	255.827225	196.149246	1281.466309	631.242004	16.720243	-0.090137	257.997559	17.782566	-0.41291	-9.057235	192.944626	1160.157104	590.045715	190.193695	794.069885	418.242889	113.980843	234.667496	146.912872	183.577347	657.248169	333.4375	111.994987	109.581062	125.659378	116.559074	22.583149	129.813065	192.83078	1380.104004	654.548584						
792	6.6	-183.80545	1.191087	255.82048	196.346237	1281.730713	630.478333	16.713449	-0.742688	258.264862	17.737831	-0.564803	-9.083181	193.090805	1160.422119	589.402405	190.424713	794.132935	417.873627	113.944	234.63298	146.867477	183.670517	657.104004	333.290985	111.964157	109.451958	125.631752	116.492424	22.46294	129.807983	192.813934	1380.94458	653.233459						
793	6.608333	-183.862381	1.058861	255.816879	196.508133	1282.047241	629.666016	16.644615	-0.898678	258.272827	17.649931	-0.75704	-9.088444	193.075058	1160.168945	588.997253	190.644608	794.286987	417.563446	113.941666	234.538239	146.797714	183.854385	656.980835	333.133026	111.903061	109.325447	125.607117	116.463257	22.32757	129.765579	192.983109	1380.804688	652.459656						
794	6.616667	-183.905899	0.953674	255.792618	196.667694	1281.974731	629.184814	16.62834	-1.044104	258.292633	17.54727	-0.944086	-9.103051	193.192322	1160.327759	588.512329	190.854156	794.413635	417.212341	113.916336	234.503601	146.716583	184.75	655.926453	333.570404	111.885086	109.273354	125.536438	116.405365	22.28253	129.717712	193.089905	1380.949707	651.602661						
795	6.625	-183.943192	0.858929	255.761597	196.725143	1282.209473	628.435547	16.551191	-0.56003	257.989075	17.487492	-1.166778	-9.094845	193.318787	1160.79834	587.705383	191.07222	794.483459	416.930328	113.920715	234.418274	146.650482	185.094864	655.739014	333.377533	111.847298	109.266617	125.525009	116.391151	22.195459	129.665176	193.172745	1381.183716	650.668823						
796	6.633333	-183.976486	0.836085	255.781952	196.808701	1282.397705	627.708984	16.593109	-1.198015	258.309052	17.441631	-1.276216	-9.103743	193.394104	1160.623047	587.423035	191.305542	794.557556	416.636383	113.926338	234.374954	146.624908	185.462311	655.600891	333.260498	112.198784	110.123756	125.534805	116.337212	22.138714	129.674011	193.286362	1381.414429	649.862976						
797	6.641667	-183.950348	0.827017	255.762131	196.849731	1282.998169	626.682983	16.622538	-1.23938	258.327606	17.443962	-1.257004	-9.122618	193.515823	1160.786743	586.833679	191.550217	794.590942	416.284454	114.030777	234.367844	146.655899	185.794525	655.47467	333.220337	112.204346	110.143036	125.544785	116.734901	23.110153	129.557602	193.391251	1381.718262	649.058167						
798	6.65	-183.959717	0.872079	255.773163	196.923996	1282.839478	626.241394	16.567234	-0.575625	257.982269	17.476582	-1.181502	-9.090677	193.777069	1161.944092	585.552795	191.82402	794.633789	415.905731	114.100296	234.375748	146.64389	186.149918	655.426819	333.204712	111.916252	109.220741	125.519081	116.385948	22.173342	129.706879	193.485229	1381.960449	648.276123						
799	6.658333	-183.911133	0.932739	255.78862	197.002731	1283.380493	625.362	16.67317	-1.151921	258.33548	17.545113	-0.999068	-9.094108	193.885254	1162.180542	584.908752	192.072266	794.757141	415.612366	114.186394	234.376907	146.724396	186.546555	655.500671	333.091095	111.943138	109.325684	125.56176	116.424263	22.201929	129.749359	193.452225	1382.800171	647.190979						
800	6.666667	-183.877609	1.046606	255.821167	197.054062	1283.623047	624.757568	16.646034	-0.459978	258.007507	17.636049	-0.795299	-9.117649	193.998703	1162.398071	584.335876	192.304932	794.892883	415.283051	114.302628	234.466217	146.752228	187.017014	655.594543	332.956268	111.98838	109.322571	125.644684	116.485603	22.310474	129.781464	193.535645	1383.063843	646.532104						
801	6.675	-183.816559	1.14918	255.858566	197.075363	1283.850952	624.192383	16.711611	-0.335052	258.010101	17.72472	-0.603226	-9.087861	194.053894	1162.226196	584.24884	192.53363	795.013367	415.020386	114.409721	234.594025	146.7659	187.443665	655.739746	332.841431	112.066566	109.448227	125.634773	116.541618	22.416216	129.825577	193.624725	1383.284302	645.957275						
