PathFileType	4	(X/Y/Z)	squat.trc																																					
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames																																	
120	120	1544	8	mm	120	0	1544																																	
frame#	Time	Ankle_4	Ankle_4	Ankle_4	Ankle_3	Ankle_3	Ankle_3	Ankle_2	Ankle_2	Ankle_2	Ankle_1	Ankle_1	Ankle_1	Tibia_2	Tibia_2	Tibia_2	Pelvis_1	Pelvis_1	Pelvis_1	Pelvis_2	Pelvis_2	Pelvis_2	Femur_1 	Femur_1 	Femur_1 	Femur_2	Femur_2	Femur_2	Tibia_1	Tibia_1	Tibia_1	Ankle_5	Ankle_5	Ankle_5	Unlabeled:5029	Unlabeled:5029	Unlabeled:5029	Unlabeled:5030	Unlabeled:5030	Unlabeled:5030
		X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X7	Y7	Z7	Z8	Y8	Z8	X9	Y9	Z9	X10	Y10	Z10	X11	Y11	Z11	X12	Y12	Z12	X12	Y12	Z12
																																								
																																								
																																								
																																								
																																								
203	1.691667	-183.745193	0.526978	255.965179	130.278275	1407.436646	179.671906	16.152964	-0.461645	257.647614	18.228407	-2.400944	-9.034784	131.659836	1278.546509	172.384247	155.896255	876.221924	144.471954	116.948318	234.447083	125.138924	158.800812	698.390869	122.082809	117.044777	109.090561	128.06575	116.554878	20.793055	132.422791	125.304893	1509.26355	183.810287						
204	1.7	-183.716446	0.618882	256.002014	130.424316	1407.409058	179.798325	16.178719	-0.339548	257.70343	18.710163	-2.317337	-9.446538	131.744003	1278.535889	172.505768	155.792999	876.135742	144.322067	116.594215	233.330292	125.338745	158.68338	698.483704	121.947891	116.991096	109.091774	128.077057	116.52774	20.752779	132.418335	125.40229	1509.231079	183.952957						
205	1.708333	-183.652954	0.78706	256.03595	130.581848	1407.426025	179.925339	16.225075	-0.193635	257.746765	18.805344	-2.016619	-9.460687	131.857956	1278.525391	172.598175	155.72168	876.079834	144.165756	116.597008	233.648758	125.317352	158.593857	698.626282	121.847458	116.956978	109.077797	128.067596	116.4049	20.156212	132.667664	125.714287	1508.664429	184.432175						
206	1.716667	-183.551575	0.984943	256.050507	130.749802	1407.446411	180.050049	16.298489	-0.013897	257.778992	18.882551	-1.750016	-9.435609	131.952332	1278.508789	172.701797	155.663208	876.071777	143.968979	116.586517	233.979584	125.268158	158.501236	698.816162	121.704826	116.929688	109.095802	128.050186	116.460365	20.452778	132.684372	125.804398	1508.608643	184.572235						
207	1.725	-183.465851	1.104664	256.019806	130.833069	1407.390259	180.172241	16.392748	0.184756	257.801544	18.969439	-1.559681	-9.455009	132.01059	1278.476196	172.756516	155.592453	876.027588	143.771896	116.646912	234.155045	125.251205	158.454514	698.94928	121.56205	116.909203	109.119102	128.041794	116.521278	20.655107	132.680328	125.858398	1508.531494	184.717056						
208	1.733333	-183.417114	1.183929	256.03421	130.879593	1407.232544	180.281555	16.444927	0.25827	257.787506	19.021297	-1.490394	-9.446477	132.007645	1278.342773	172.810013	155.492416	875.953979	143.541489	116.621239	234.324631	125.2173	158.37796	698.966187	121.330826	116.857971	109.036514	128.014496	116.554886	20.704571	132.694916	125.907646	1508.422974	184.8396						
209	1.741667	-183.433685	1.128901	256.037903	130.905365	1407.065674	180.407303	16.440023	0.235869	257.799713	19.007647	-1.485324	-9.434517	132.020828	1278.155273	172.836929	155.383713	875.797974	143.293045	116.56488	234.261215	125.191925	158.26564	698.970947	121.067612	116.865791	109.078445	128.031082	116.51738	20.712994	132.715332	125.938278	1508.253174	185.034637						
210	1.75	-183.48822	1.042559	256.037994	130.90123	1406.828491	180.591644	16.349117	0.086564	257.769806	18.979042	-1.625207	-9.434728	132.003357	1277.961914	172.923798	155.254929	875.558411	143.082336	116.453224	234.121902	125.150459	158.099457	698.885315	120.737701	116.811714	109.084023	128.022552	116.470436	20.612211	132.717896	125.947533	1508.052246	185.229721						
211	1.758333	-183.561615	0.835676	256.016083	130.850998	1406.466919	180.800995	16.253866	-0.082514	257.762085	18.85232	-1.797348	-9.462178	131.975372	1277.657959	173.034302	155.091461	875.275879	142.76889	116.335861	233.853882	125.103577	157.930374	698.752991	120.366524	116.756348	109.070457	128.027054	116.379082	20.316998	132.65741	125.891014	1507.818848	185.535141						
212	1.766667	-183.639267	0.671652	255.999115	130.774948	1406.108154	181.003082	16.194962	-0.264234	257.701233	18.750246	-2.074558	-9.47302	131.928101	1277.334717	173.13678	154.906052	874.986877	142.458344	116.185577	233.481903	125.055702	157.91748	698.328735	119.499313	116.747986	109.087921	128.019882	116.32299	20.020317	132.628159	125.756439	1508.016602	185.544022						
213	1.775	-183.684525	0.548422	255.961212	130.734787	1405.756226	181.245224	16.150305	-0.385967	257.675598	18.703995	-2.338168	-9.492292	131.915512	1277.016968	173.250778	154.795105	874.701294	142.139175	116.117416	233.266418	125.022232	157.745575	698.222229	119.042336	116.700752	109.110542	128.003967	116.472336	20.648714	132.340042	125.771866	1507.644775	185.883835						
214	1.783333	-183.702591	0.43992	255.944641	130.798706	1405.50061	181.501785	16.146177	-0.442558	257.648895	18.182642	-2.427568	-9.034569	131.911682	1276.704102	173.366028	154.72554	874.50885	141.834747	116.339005	234.541519	124.7547	157.74733	698.599915	118.447449	116.688652	109.094421	128.000366	116.461052	20.652727	132.305161	125.784996	1507.356689	186.235779						
215	1.791667	-183.699341	0.414017	255.95546	130.833176	1405.266357	181.813995	16.152927	-0.566143	257.612305	18.166636	-2.531667	-9.039743	131.972534	1276.507324	173.545029	154.642914	874.316467	141.568817	116.297798	234.458603	124.689407	157.593246	698.571655	118.100853	116.668312	109.030266	127.995804	116.456482	20.636812	132.347092	125.884399	1507.10791	186.660797						
216	1.8	-183.684189	0.422914	255.939697	130.950745	1405.094727	182.149323	16.132954	-0.440122	257.678864	18.174021	-2.488143	-9.03004	132.068344	1276.318848	173.740768	154.609894	874.172974	141.334869	116.238876	234.448425	124.632759	157.503769	698.634644	117.798065	116.636292	109.01757	128.009521	116.474922	20.640059	132.343307	126.179588	1506.300415	187.441315						
217	1.808333	-183.661728	0.488699	255.965408	131.084534	1404.968262	182.497147	16.15053	-0.418081	257.683044	18.25787	-2.308617	-9.026958	132.166	1276.204224	173.969543	154.581787	874.049377	141.123535	116.259682	234.473358	124.639679	157.337952	698.226624	117.668663	116.653305	109.064781	127.955544	116.455132	20.673975	132.343674	126.286057	1506.212646	187.8703						
218	1.816667	-183.632202	0.632261	256.005524	131.234451	1404.852539	182.894135	16.197227	-0.326022	257.714966	18.757862	-2.160468	-9.418233	132.30011	1276.158447	174.263702	154.557098	873.951111	140.939041	115.952255	233.452286	124.870224	157.284866	698.293762	117.44709	116.623138	108.998283	127.979713	116.238342	19.98695	132.702332	126.403717	1506.152832	188.345474						
219	1.825	-183.519379	0.811422	256.044128	131.376968	1404.76123	183.359512	16.287386	-0.087566	257.784027	18.878626	-1.870338	-9.439565	132.446869	1276.093506	174.538239	154.570709	873.942993	140.746582	115.998413	233.826172	124.839539	157.31575	698.435852	117.24437	116.622635	109.0411	127.979294	116.34111	20.296902	132.697372	126.458778	1506.625488	188.59024						
220	1.833333	-183.44339	0.965331	256.064484	131.53656	1404.237183	184.090317	16.376163	0.088845	257.814331	18.964108	-1.617938	-9.399441	132.57193	1276.01709	174.835846	154.594376	873.883789	140.58049	116.039543	234.144791	124.82972	157.294571	698.599731	117.065079	116.59774	109.03463	127.9739	116.420296	20.567877	132.721298	126.57	1506.579468	189.018555						
221	1.841667	-183.384872	1.103024	256.047089	131.657898	1404.084717	184.586472	16.438856	0.235414	257.789246	19.025724	-1.493457	-9.433139	132.644714	1275.889893	175.156708	154.571091	873.776306	140.4272	116.113266	234.317688	124.784599	157.289368	698.674072	116.846939	116.580765	109.007607	127.984627	116.452065	20.727396	132.752609	126.62767	1506.45459	189.518402						
222	1.85	-183.363647	1.12823	256.040649	131.72908	1403.869995	185.097946	16.449289	0.277794	257.806671	19.043678	-1.483002	-9.401366	132.697586	1275.661377	175.474579	154.519501	873.634094	140.302994	116.080559	234.341888	124.733948	157.216537	698.68158	116.607155	116.556915	109.025291	127.972115	116.435844	20.76573	132.760284	126.7257	1506.205811	190.091614						
223	1.858333	-183.425842	1.018991	256.026337	131.714386	1404.081909	185.313644	16.405468	0.158075	257.814301	18.986601	-1.569761	-9.411598	132.674805	1275.366455	175.839279	154.449249	873.400452	140.202576	115.978157	234.25795	124.737267	157.108444	698.59375	116.37561	116.544006	109.026749	127.953842	116.429253	20.588047	132.730499	127.004967	1505.296631	191.068268						
224	1.866667	-183.507797	0.882971	256.024475	131.706543	1403.737793	185.790359	16.31695	-0.074643	257.775818	18.895824	-1.787119	-9.419301	132.615067	1275.013062	176.220703	154.334183	873.071472	140.079575	115.879562	233.91568	124.707848	156.822098	698.744019	116.539268	116.516785	108.966774	127.94973	116.377365	20.331255	132.713959	127.015739	1504.937988	191.723434						
225	1.875	-183.611359	0.660781	255.989548	131.691193	1403.336426	186.403809	16.199774	-0.247043	257.73587	18.791939	-2.037403	-9.44034	132.526917	1274.65686	176.683807	154.202942	872.762146	139.995667	115.74234	233.54303	124.67823	156.617401	698.525696	116.318222	116.487747	109.030647	127.968307	116.23143	20.077141	132.728119	126.954231	1504.650879	192.522308						
226	1.883333	-183.669052	0.52451	255.951233	131.723251	1402.959717	187.016693	16.148447	-0.402102	257.687256	18.260889	-2.206882	-9.009554	132.510818	1274.307739	177.094452	154.129486	872.497986	139.897232	115.670189	233.281143	124.680107	156.661667	698.215332	115.708908	116.485184	109.017662	127.976227	116.374176	20.599171	132.347672	126.866699	1504.798462	192.950256						
227	1.891667	-183.707962	0.442707	255.920227	131.805252	1402.613281	187.683456	16.127487	-0.452028	257.682861	18.183062	-2.482189	-8.989606	132.542404	1274.064575	177.534958	154.080368	872.28717	139.864883	115.92054	234.468704	124.38472	156.596588	698.182983	115.542381	116.456924	109.039986	127.958626	116.380898	20.637629	132.357788	126.975235	1504.427368	193.684036						
228	1.9	-183.394562	1.090756	255.870407	131.941879	1402.313721	188.375687	16.126284	-0.492042	257.646973	18.903673	-1.660052	-9.844496	132.594803	1273.813843	178.079025	154.066864	872.127747	139.886002	115.934624	234.481873	124.35244	156.65239	698.581848	115.165016	116.443436	108.970665	127.925262	116.354912	20.674427	132.309906	127.115402	1504.053833	194.442886						
229	1.908333	-183.416595	1.087889	255.852692	132.063004	1402.098755	189.0681	16.134071	-0.487427	257.642883	18.932171	-1.612248	-9.843265	132.626511	1273.148682	178.924576	154.044189	871.926819	139.903748	115.870621	234.425705	124.369186	156.624878	698.620483	115.086899	116.443909	109.04567	127.975983	116.374763	20.674759	132.345535	127.179832	1503.854492	195.169037						
230	1.916667	-183.7034	0.47168	255.920441	131.755508	1402.821045	188.969955	16.145853	-0.469958	257.683197	18.193583	-2.411299	-9.024739	132.765427	1273.405151	179.226669	154.054092	871.748047	139.983658	115.903076	234.374023	124.372169	156.488739	698.247986	115.278938	116.432747	109.010712	127.941742	116.355507	20.637175	132.385239	127.307861	1503.699951	195.971863						
231	1.925	-183.6716	0.566506	255.941513	131.875214	1402.643677	189.751617	16.166216	-0.315025	257.729553	18.716602	-2.304693	-9.446968	132.903351	1273.292847	179.774582	154.101837	871.674377	140.106476	115.624802	233.373596	124.630516	156.529404	698.260742	115.283386	116.430092	109.001434	127.950462	116.374329	20.649332	132.360977	127.6091	1503.05957	197.116562						
232	1.933333	-183.588409	0.772295	255.97731	131.984848	1402.504517	190.525864	16.249718	-0.171164	257.756927	18.820528	-1.941675	-9.430003	133.0215	1273.206299	180.356659	154.16835	871.57489	140.28804	115.701897	233.64299	124.62558	156.417938	698.673462	115.740601	116.434502	109.032898	127.93779	116.224129	20.192293	132.736206	127.59063	1503.516846	197.660904						
233	1.941667	-183.484848	0.983909	255.982376	132.118896	1402.344727	191.332977	16.335787	0.036603	257.792114	18.921938	-1.68413	-9.433017	133.152283	1273.144653	180.990097	154.242142	871.513	140.457581	115.760071	234.014404	124.643997	156.499237	698.857971	115.735786	116.410172	109.019264	127.943176	116.329033	20.509779	132.730804	127.627167	1503.536255	198.53624						
234	1.95	-183.390152	1.09856	255.984848	132.266052	1402.199463	192.223938	16.439381	0.215532	257.774933	19.020218	-1.496714	-9.443953	133.275452	1273.044922	181.629761	154.316666	871.40863	140.641006	115.814781	234.289841	124.628517	156.549408	698.979126	115.817612	116.437836	109.041374	127.939957	116.397789	20.708906	132.738739	127.794128	1502.884644	199.63327						
235	1.958333	-183.367264	1.172761	255.988632	132.395676	1401.946655	193.020813	16.476994	0.290246	257.793976	19.027699	-1.44032	-9.442894	133.375015	1272.889648	182.302811	154.380234	871.283203	140.876343	115.884766	234.286301	124.583702	156.585083	699.019348	115.923958	116.430008	109.006645	127.916649	116.394844	20.773293	132.720993	127.848763	1502.663086	200.527817						
236	1.966667	-183.410049	1.094462	255.991699	132.496201	1401.687866	193.884506	16.417145	0.204039	257.785797	19.038847	-1.533833	-9.439914	133.470642	1272.682129	183.004181	154.446579	871.124146	141.09903	115.832008	234.324478	124.619232	156.573837	698.973755	116.013641	116.439613	109.073013	127.946602	116.380295	20.670805	132.710922	127.878365	1502.881348	201.293228						
237	1.975	-183.4814	0.955936	255.989105	132.606613	1401.406982	194.746979	16.316345	0.015248	257.781067	18.924059	-1.713418	-9.453642	133.509613	1272.33313	183.812317	154.462326	870.849243	141.333847	115.772804	234.031403	124.63446	156.528976	698.762085	116.08741	116.419586	109.035255	127.955093	116.318359	20.479416	132.697754	128.176895	1502.011108	202.493301						
238	1.983333	-183.618362	0.70274	255.990204	132.645493	1401.100708	195.666779	16.222837	-0.208333	257.735352	18.811005	-1.969293	-9.476148	133.549026	1272.023193	184.554749	154.493729	870.561096	141.632874	115.68869	233.705276	124.688461	156.521164	698.584106	116.22641	116.432449	109.042252	127.95472	116.227654	20.183064	132.687515	128.070694	1502.165039	203.136719						
239	1.991667	-183.667282	0.550359	255.970505	132.725754	1400.771484	196.653122	16.158253	-0.406538	257.678925	18.706743	-2.298272	-9.469404	133.612885	1271.704712	185.230255	154.516815	870.285583	141.90274	115.660812	233.397568	124.72271	156.591583	698.425415	116.312103	116.431282	108.999359	127.934067	116.379066	20.601059	132.334076	128.076859	1501.793457	204.200516						
240	2	-183.699371	0.44373	255.967194	132.795898	1400.470581	197.627762	16.141731	-0.446278	257.671631	18.17584	-2.435202	-9.040687	133.680054	1271.395752	185.995834	154.599884	870.072388	142.219513	115.921936	234.515518	124.477242	156.873047	698.225769	116.083229	116.447502	109.025352	127.957848	116.375229	20.700853	132.35173	128.188675	1500.883545	205.709808						
241	2.008333	-183.390625	1.121788	255.903595	132.90657	1400.21936	198.715515	16.134319	-0.493748	257.638397	18.924894	-1.618862	-9.854923	133.779709	1271.112183	186.844742	154.716537	869.947327	142.604904	115.9729	234.467392	124.465416	157.128387	698.56958	116.050743	116.482849	109.03344	127.934845	116.347931	20.65379	132.333694	128.176651	1501.129639	206.466263						
242	2.016667	-183.400177	1.088803	255.931824	133.01712	1399.981323	199.749832	16.132397	-0.488452	257.647705	18.169237	-2.578423	-9.013552	133.883987	1270.899292	187.711853	154.799347	869.77533	143.039642	115.985352	234.484955	124.504379	157.217743	698.560303	116.266228	116.478241	109.004761	127.953781	116.101746	23.284643	130.744354	128.432526	1500.317139	207.941071						
243	2.025	-183.703156	0.479238	256.01767	133.127075	1399.835449	200.710922	16.145136	-0.455814	257.67453	18.200918	-2.397954	-9.02795	133.979614	1270.844238	188.607712	154.939606	869.671448	143.515839	116.040459	234.412186	124.537468	157.248993	698.166809	116.694962	116.483406	109.030144	127.982986	116.355415	20.686064	132.336563	128.560913	1500.217285	209.025421						
244	2.033333	-183.667908	0.575679	256.025024	133.25293	1399.6698	201.756363	16.179222	-0.347993	257.713562	18.74288	-2.243408	-9.435152	134.118851	1270.340698	189.748276	155.149155	869.633423	144.008102	115.798599	233.418411	124.861694	157.370911	698.250977	117.074898	116.52343	108.966103	127.934265	116.428665	20.660845	132.335022	128.721115	1500.125854	210.10878						
245	2.041667	-183.586227	0.780057	256.036133	133.372055	1399.576538	202.9142	16.24477	-0.131389	257.753235	18.807781	-1.926532	-9.445845	134.246445	1270.361328	190.773849	155.296265	869.614258	144.574219	115.857414	233.796204	124.923141	157.481461	698.427795	117.471649	116.522415	109.013969	127.955528	116.278938	20.187084	132.718216	128.757523	1500.1604	211.124466						
246	2.05	-183.47905	0.992835	256.040131	133.69986	1399.250854	204.292969	16.340397	0.095144	257.79541	18.933157	-1.672204	-9.447757	134.420776	1270.585693	191.623337	155.391479	869.548401	145.188263	115.956238	234.16011	124.92466	157.645905	698.640503	117.921013	116.527977	109.033714	127.978188	116.362396	20.541801	132.711823	128.815216	1500.242188	212.300705						
247	2.058333	-183.410339	1.158616	256.038483	133.769012	1399.138672	205.443726	16.459986	0.273133	257.784149	19.022079	-1.486844	-9.461409	134.549683	1270.553955	192.606705	155.501923	869.558594	145.823105	116.045013	234.399811	124.973465	157.74054	698.793213	118.346375	116.50882	109.028275	127.953606	116.400246	20.717892	132.716476	128.836197	1500.546509	213.33548						
248	2.066667	-183.388458	1.248445	256.020386	133.855499	1398.908936	206.587112	16.468857	0.316932	257.775055	19.048759	-1.443727	-9.466338	134.989288	1270.337402	193.373978	155.547058	869.448303	146.436264	116.042435	234.478012	124.998405	157.82077	698.821472	118.831909	116.478874	109.054214	127.952904	116.410065	20.8612	132.708008	128.84996	1500.45105	214.45282						
249	2.075	-183.43457	1.203456	255.996109	133.85321	1398.776123	207.667084	16.45549	0.268879	257.784424	18.990253	-1.479687	-9.462044	134.621414	1270.279419	194.613739	155.56871	869.363159	147.084702	116.035316	234.371338	125.030357	157.821716	698.710571	119.363625	116.468018	109.042587	127.965584	116.413254	20.733009	132.669586	128.879868	1500.20813	215.562485						
250	2.083333	-183.528442	1.061803	255.993164	133.85376	1398.502441	208.846283	16.355268	0.094489	257.781647	18.912708	-1.617008	-9.453497	134.583496	1269.984131	195.696457	155.499207	869.139893	147.785248	115.893387	234.137558	125.071198	157.806244	698.630493	119.90625	116.46579	109.043343	127.961502	116.315941	20.584127	132.6604	128.877289	1499.937378	216.867569						
251	2.091667	-183.612778	0.840458	256.03421	133.801834	1398.161011	210.172791	16.232346	-0.111629	257.738098	18.80835	-1.899164	-9.468976	134.464066	1269.644165	196.880814	155.434433	868.914612	148.527908	115.809814	233.730179	125.101402	157.536087	698.741943	120.832359	116.458519	109.047981	127.938927	116.207756	20.186224	132.60881	128.818649	1499.13501	218.49707						
252	2.1	-183.680695	0.655311	256.014954	133.732742	1397.924194	211.354752	16.169485	-0.287856	257.704437	18.72225	-2.213541	-9.475305	134.423035	1269.388916	197.938324	155.354492	868.686462	149.21727	115.669228	233.463638	125.146477	157.408005	698.55957	121.237259	116.422264	109.028969	127.946869	116.13192	19.925653	132.61969	128.65535	1499.396118	219.519745						
253	2.108333	-183.702774	0.50514	256.069946	133.715927	1397.677124	212.628204	16.137482	-0.411925	257.645782	18.185663	-2.337732	-9.049405	134.363327	1269.167847	199.058487	155.275024	868.51355	149.95726	115.972221	234.493393	124.942642	157.322662	698.444336	121.690239	116.422592	109.00959	127.947075	116.316345	20.662498	132.32756	128.827759	1498.499023	221.102264						
254	2.116667	-183.69696	0.469267	256.165619	133.692764	1397.458618	213.841934	16.124243	-0.447873	257.62616	18.128109	-2.483383	-9.052054	134.300415	1268.954468	200.20108	155.232651	868.354004	150.752472	115.961037	234.451233	125.000595	157.503952	699.167236	122.204529	116.428223	108.949753	127.950058	116.090698	23.374823	130.749084	128.786026	1498.180054	222.390381						
255	2.125	-183.440247	1.644667	256.758392	133.708191	1397.295654	215.103592	16.136379	-0.450533	257.632813	18.144476	-2.522712	-9.033644	134.214554	1268.787109	200.928802	155.153107	868.272705	151.575989	115.951477	234.395325	125.063911	157.424484	699.123108	122.772346	116.389648	108.993858	127.965164	116.338196	20.677929	132.323761	128.661026	1498.628906	223.261826						
256	2.133333	-184.150497	0.638287	256.101501	133.643723	1397.198608	216.42038	16.13821	-0.412647	257.663391	18.178629	-2.365184	-9.074795	134.273438	1268.349976	202.883881	155.104019	868.172913	152.467361	115.926445	234.40892	125.103233	157.246475	698.303162	123.116142	116.40052	108.997292	127.979469	116.362717	20.713058	132.325577	128.491531	1498.590698	224.64447						
257	2.141667	-184.099838	0.792288	256.130524	133.624207	1397.082397	217.710815	16.166794	-0.341381	257.684692	18.131588	-1.421972	-9.900486	134.61792	1268.628174	203.722443	155.055557	868.123718	153.320557	115.614243	233.318848	125.445206	157.211014	698.41864	123.836197	116.373466	109.015602	127.98864	116.100151	19.887281	132.604385	128.493515	1498.522461	226.062683						
258	2.15	-183.73288	0.82059	255.817093	133.671021	1397.02063	218.983734	16.231497	-0.171506	257.744781	18.101589	-1.022728	-9.763278	134.654556	1268.608643	204.937637	155.013565	868.142273	154.181061	115.640007	233.571808	125.472603	157.236008	698.588257	124.579849	116.373329	109.047592	127.99427	116.20536	20.17066	132.578461	128.550674	1498.478271	227.249466						
259	2.158333	-183.64209	1.032932	255.842621	133.670486	1396.997803	220.179062	16.329008	0.006672	257.765625	17.926155	-0.674518	-9.229792	134.711273	1268.563843	206.065521	155.003586	868.196289	155.029175	115.755264	233.92337	125.505058	157.260757	698.751099	125.267921	116.332993	109.046326	128.003754	116.256554	20.399155	132.578171	128.500015	1498.499268	228.416611						
260	2.166667	-183.567261	1.185889	255.868607	133.667267	1396.922485	221.43158	16.392458	0.161871	257.797729	17.950897	-0.327916	-9.100469	134.751648	1268.550659	207.207428	155.005814	868.185364	155.839157	115.812538	234.135468	125.581291	157.22467	698.805176	125.970497	116.325989	109.079521	128.010468	116.361046	20.597763	132.602203	128.46933	1498.407593	229.8517						
261	2.175	-183.520187	1.24388	255.865662	133.676743	1396.825806	222.816238	16.457617	0.243871	257.770264	17.995552	-0.206718	-9.078712	134.670074	1268.538086	207.96138	154.982544	868.116821	156.59523	115.866119	234.222092	125.642075	157.218399	698.90033	126.569481	116.316803	109.069748	128.040497	116.330147	20.745071	132.646393	128.431198	1498.308105	231.229935						
262	2.183333	-183.532181	1.217192	255.848618	133.663071	1396.652466	224.041489	16.453001	0.229901	257.790558	17.982197	-0.338616	-9.097426	134.710632	1268.28418	209.686432	154.947006	867.983704	157.354721	115.79879	234.199982	125.72625	157.147644	698.860962	127.111702	116.343803	108.992096	128.006348	116.362778	20.617447	132.588455	128.408478	1498.265015	232.382568						
263	2.191667	-183.608109	1.117089	255.845749	133.65593	1396.401855	225.281677	16.360079	0.072688	257.797455	17.965498	-0.538482	-9.13557	134.551682	1268.134277	210.389481	154.860901	867.84021	158.156113	115.756035	233.877899	125.76416	156.880524	699.049072	128.073059	116.303596	109.046692	128.007843	116.297676	20.430943	132.551025	128.679932	1497.411499	234.074509						
264	2.2	-183.683624	0.938083	255.851471	133.643158	1396.11084	226.503479	16.256748	-0.094073	257.779327	17.85647	-0.838671	-9.19886	134.501953	1267.870728	211.41275	154.733673	867.590149	158.957809	116.560623	231.352036	127.245781	156.759659	698.872864	128.537796	116.300026	108.998413	128.035065	116.234467	20.256458	132.591705	128.534164	1497.533447	235.109116						
265	2.208333	-183.768494	0.71762	255.811386	133.646744	1395.845703	227.71283	16.195259	-0.287438	257.734192	17.705095	-1.134614	-9.184692	134.49617	1267.597046	212.536606	154.638382	867.325867	159.686096	115.527489	233.198288	125.890671	156.625381	698.656921	129.032593	116.323357	108.969513	128.019226	116.127182	19.958914	132.552155	128.464539	1497.173584	236.380981						
266	2.216667	-183.812103	0.620884	255.740738	133.605606	1395.578857	228.98262	16.148783	-0.413915	257.682434	17.562424	-1.442673	-9.20606	134.417664	1267.393311	213.623962	154.565659	867.123901	160.35643	116.215385	230.638016	127.480225	156.746567	698.453552	129.208557	116.311295	109.077217	128.10144	116.35524	20.651346	132.364685	128.492645	1496.830811	237.743561						
267	2.225	-183.833267	0.552843	255.708038	133.600845	1395.320557	230.217896	16.145739	-0.471211	257.640808	17.447636	-1.598656	-9.203938	134.381165	1267.138184	214.600357	154.519623	866.957092	160.963974	116.114517	230.462708	127.475349	156.839874	698.751953	129.497772	116.324577	109.004356	128.054184	116.371384	20.676525	132.36586	128.664398	1495.943604	239.483154						
268	2.233333	-183.832657	0.532356	255.728241	133.3508	1395.328125	231.123947	16.133219	-0.499776	257.65799	17.433895	-1.680089	-9.155379	134.293213	1266.91687	215.747986	154.475449	866.815674	161.649368	116.082275	230.453217	127.503052	156.796539	698.68457	129.986481	116.327744	109.034882	128.073044	116.366219	20.687689	132.353806	128.607803	1495.698853	240.668564						
269	2.241667	-183.843338	0.557135	255.719009	133.553513	1394.897339	232.535324	16.138102	-0.438073	257.646576	17.472801	-1.603572	-9.147204	134.243439	1266.767944	216.878342	154.452881	866.727112	162.237564	116.101067	230.491074	127.549591	156.673096	698.265991	130.649048	116.321388	109.011139	128.088943	116.381325	20.668879	132.372955	128.601776	1495.577271	241.820557						
270	2.25	-183.805435	0.624144	255.747314	133.511047	1394.759521	233.680344	16.170383	-0.379695	257.684082	17.544895	-1.389007	-9.174928	134.237244	1266.641724	217.872894	154.423569	866.663757	162.862244	116.213127	230.696335	127.600494	156.655457	698.341309	131.142441	116.325172	109.012527	128.100708	116.381805	20.68516	132.41188	128.470093	1495.454102	243.162354						
271	2.258333	-183.770859	0.756253	255.790054	133.413116	1394.610352	234.917053	16.2041	-0.262982	257.722809	17.680773	-1.014282	-9.180685	134.198303	1266.550415	218.832336	154.388474	866.611694	163.397614	116.422638	230.98851	127.600716	156.654526	698.409058	131.607864	116.353203	109.009087	128.078598	116.201332	19.970659	132.561066	128.336823	1495.501831	244.39595						
272	2.266667	-183.659851	0.959232	255.838989	133.326859	1394.472778	236.059967	16.264347	-0.076536	257.776245	17.846529	-0.727906	-9.150288	134.13121	1266.454224	219.729492	154.380737	866.618713	163.917313	116.648422	231.395676	127.596992	156.700272	698.546448	132.026611	116.332115	109.013275	128.081436	116.290314	20.282915	132.596069	128.337479	1495.424805	245.530762						
273	2.275	-183.575867	1.123819	255.844467	133.234589	1394.328369	237.089645	16.374279	0.116498	257.801636	17.944933	-0.437797	-9.17304	134.023697	1266.36499	220.775131	154.34053	866.517517	164.466309	116.900986	232.585815	126.746315	156.731949	698.699219	132.370773	116.356407	109.009674	128.097534	116.404152	20.440109	132.554062	128.224091	1495.790894	246.490967						
274	2.283333	-183.550171	1.227438	255.856506	133.198105	1394.189697	238.167191	16.44656	0.234701	257.793549	18.205235	-0.463792	-9.547915	133.934235	1266.108521	221.71225	154.305084	866.437805	164.979599	117.026894	232.86409	126.709358	156.73909	698.79895	132.71373	116.340981	108.991859	128.092117	116.486031	20.662788	132.635895	128.182938	1495.627808	247.655136						
275	2.291667	-183.540985	1.25793	255.855148	133.120453	1393.962158	239.246262	16.4433	0.243638	257.788971	17.970781	-0.253563	-9.164312	133.847916	1265.95105	222.623184	154.244568	866.278992	165.459534	117.080544	232.782532	126.788063	156.675385	698.829895	133.007553	116.374176	109.016975	128.096802	116.498894	20.665686	132.621918	128.052399	1495.348389	248.871704						
276	2.3	-183.579849	1.167864	255.868698	132.995972	1393.687134	240.324631	16.392031	0.149951	257.777008	17.920557	-0.354666	-9.152217	133.752731	1265.731079	223.489197	154.155762	866.082153	165.860733	117.122421	232.460617	126.894135	156.620178	698.730042	133.271667	116.35746	108.998642	128.128876	116.459854	20.57131	132.590256	127.968323	1495.048584	249.990402						
