,hip1,,hip2,,hip3,,femur1,,femur2,,femur3,,tibia1,,tibia2,,tibia3,
Time,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
3.675,0.601963,2.001321,0.60343,1.884159,0.56795,1.778004,0.507238,1.625612,0.407068,1.403026,0.35715,1.212287,0.434787,1.057358,0.797914,0.960723,1.171264,0.860273
3.683333,0.602234,2.001583,0.603366,1.884592,0.567868,1.778736,0.506819,1.626447,0.406027,1.404132,0.355493,1.213515,0.432691,1.057673,0.79504,0.957889,1.167391,0.853485
3.691667,0.602512,2.001848,0.60352,1.884892,0.567814,1.779335,0.5064,1.627175,0.404959,1.405257,0.353962,1.214878,0.430538,1.058197,0.791955,0.95508,1.163471,0.846998
3.7,0.602782,2.002046,0.603664,1.885174,0.567801,1.779917,0.506064,1.627826,0.403984,1.406289,0.352546,1.216179,0.428278,1.058757,0.788919,0.9523,1.159412,0.840167
3.708333,0.60303,2.002272,0.60384,1.885432,0.567764,1.780385,0.505699,1.628476,0.403084,1.407242,0.350868,1.217226,0.42599,1.059028,0.785795,0.949466,1.155283,0.833524
3.716667,0.603238,2.002426,0.604007,1.885682,0.567741,1.780856,0.505309,1.629107,0.402044,1.408241,0.34911,1.218109,0.423828,1.059531,0.782447,0.9466,1.151092,0.827091
3.725,0.603508,2.002576,0.604182,1.885912,0.567672,1.781356,0.504863,1.629789,0.400876,1.409155,0.347384,1.219147,0.421405,1.059897,0.779212,0.943922,1.146623,0.820831
3.733333,0.60372,2.002733,0.604295,1.88619,0.56762,1.781885,0.50437,1.630529,0.39962,1.410213,0.345676,1.220329,0.41905,1.060482,0.77597,0.94128,1.142327,0.814305
3.741667,0.603964,2.002863,0.604389,1.886493,0.567522,1.782416,0.503822,1.631316,0.398333,1.411195,0.343971,1.221714,0.416638,1.06127,0.772629,0.938939,1.13784,0.8085
3.75,0.604117,2.003116,0.604452,1.886853,0.567414,1.78305,0.503235,1.632122,0.397058,1.412201,0.342234,1.222962,0.414331,1.062201,0.769204,0.936442,1.133422,0.802524
3.758333,0.604248,2.003321,0.604413,1.887307,0.567186,1.783679,0.502537,1.632932,0.39579,1.413199,0.340385,1.224034,0.411908,1.062848,0.765996,0.934475,1.129164,0.797792
3.766667,0.604334,2.003577,0.604392,1.887689,0.566902,1.784302,0.501788,1.633732,0.394273,1.414432,0.338206,1.225219,0.409295,1.06338,0.762835,0.932754,1.125198,0.793463
3.775,0.604402,2.00379,0.604301,1.888042,0.566549,1.784851,0.500904,1.634396,0.392674,1.415636,0.336314,1.226522,0.406734,1.063967,0.759606,0.931276,1.121217,0.789869
3.783333,0.604431,2.003994,0.604177,1.888311,0.566123,1.785306,0.500032,1.635065,0.391353,1.41646,0.334305,1.227538,0.404274,1.064412,0.756592,0.930265,1.117614,0.787291
3.791667,0.604414,2.004146,0.603996,1.888509,0.565673,1.785695,0.499115,1.635603,0.38993,1.41725,0.332045,1.228359,0.401572,1.064948,0.753417,0.929563,1.114103,0.785149
3.8,0.604365,2.004306,0.603752,1.888705,0.565276,1.785942,0.498292,1.635961,0.388448,1.418131,0.329929,1.229278,0.399417,1.066475,0.750423,0.929069,1.110706,0.783549
3.808333,0.604256,2.004388,0.603473,1.888821,0.564827,1.786134,0.497431,1.636305,0.386987,1.418794,0.32816,1.230382,0.396338,1.066546,0.747312,0.92899,1.107293,0.782361
3.816667,0.604152,2.004484,0.603202,1.888958,0.564349,1.786371,0.496613,1.636694,0.385579,1.41948,0.325969,1.231296,0.393579,1.067103,0.744331,0.929261,1.104067,0.781511
3.825,0.603959,2.004597,0.602891,1.889105,0.563846,1.786636,0.495789,1.6372,0.384105,1.420349,0.323228,1.231346,0.393817,1.07083,0.741315,0.92955,1.100609,0.780694
3.833333,0.603771,2.004735,0.602618,1.889277,0.563361,1.787021,0.495016,1.637813,0.382435,1.421366,0.321539,1.233429,0.388801,1.069795,0.73841,0.92958,1.097289,0.780121
3.841667,0.6036,2.004954,0.602275,1.889549,0.562801,1.787567,0.494114,1.638663,0.380931,1.42245,0.319436,1.234958,0.386216,1.070855,0.735516,0.929754,1.093856,0.77903
3.85,0.603405,2.005258,0.601983,1.890023,0.56232,1.788265,0.493125,1.639658,0.379428,1.423802,0.317513,1.236347,0.38382,1.072045,0.732404,0.929944,1.090293,0.7777
3.858333,0.603286,2.005512,0.601755,1.890529,0.561802,1.789097,0.492211,1.640681,0.377926,1.425199,0.314834,1.236921,0.381526,1.07359,0.729344,0.929819,1.086858,0.776325
3.866667,0.603136,2.005895,0.601533,1.89104,0.561381,1.789976,0.491448,1.641737,0.376306,1.426692,0.312908,1.238625,0.378573,1.073958,0.726471,0.929714,1.083207,0.774387
3.875,0.603031,2.006277,0.601396,1.891565,0.560945,1.790809,0.490575,1.642977,0.374799,1.42818,0.311085,1.24031,0.376428,1.075266,0.723544,0.929376,1.079567,0.772172
3.883333,0.602957,2.006707,0.60124,1.892108,0.560543,1.791731,0.489801,1.644226,0.373334,1.429754,0.309216,1.242075,0.374095,1.07631,0.720488,0.928631,1.075894,0.769829
3.891667,0.602873,2.007161,0.601163,1.892638,0.560216,1.792627,0.489073,1.645316,0.372048,1.431144,0.307252,1.243871,0.37191,1.07753,0.717586,0.927909,1.072214,0.767159
3.9,0.602896,2.007524,0.60109,1.89319,0.560055,1.793476,0.488491,1.64634,0.370899,1.432449,0.305735,1.245301,0.369695,1.078723,0.714605,0.927202,1.068441,0.76446
3.908333,0.602938,2.007946,0.6011,1.893726,0.559919,1.794271,0.487982,1.647216,0.369807,1.433821,0.3042,1.246775,0.367571,1.079777,0.711707,0.92636,1.064522,0.761446
3.916667,0.603088,2.008269,0.601181,1.894181,0.559835,1.794978,0.487529,1.6481,0.368864,1.435104,0.30271,1.24825,0.365025,1.080151,0.708555,0.92528,1.060512,0.758145
3.925,0.603246,2.008564,0.601342,1.894536,0.559858,1.795557,0.487208,1.648877,0.368136,1.436173,0.301111,1.249297,0.362792,1.081137,0.705482,0.924173,1.056451,0.754556
3.933333,0.603463,2.00876,0.601554,1.89492,0.55991,1.796107,0.487006,1.649638,0.367459,1.437152,0.299781,1.250729,0.360713,1.082211,0.702411,0.923014,1.052277,0.750798
3.941667,0.603733,2.008923,0.601817,1.895248,0.56003,1.7966,0.486838,1.65038,0.366766,1.438241,0.298464,1.25208,0.358656,1.083219,0.699247,0.921569,1.047915,0.746965
3.95,0.604053,2.009172,0.602103,1.895545,0.560137,1.797177,0.48666,1.651241,0.365916,1.439513,0.297043,1.253493,0.356633,1.0843,0.696141,0.920072,1.043525,0.742834
3.958333,0.604371,2.009374,0.602349,1.895925,0.560192,1.797828,0.486441,1.652041,0.365015,1.440765,0.295619,1.255062,0.35457,1.085287,0.692962,0.918787,1.039209,0.738726
3.966667,0.604721,2.009589,0.602618,1.896306,0.560279,1.798545,0.486134,1.652976,0.364055,1.442184,0.294282,1.256606,0.352393,1.086342,0.68971,0.917277,1.034648,0.73464
3.975,0.605049,2.009939,0.602796,1.896798,0.560339,1.799325,0.485805,1.654014,0.363168,1.443554,0.292874,1.258091,0.350406,1.087386,0.686789,0.915945,1.030134,0.73067
3.983333,0.605273,2.01029,0.603011,1.897249,0.560319,1.8002,0.485426,1.655103,0.362208,1.445025,0.291418,1.259656,0.348391,1.088397,0.683595,0.914658,1.025696,0.726541
3.991667,0.605516,2.010703,0.603149,1.897796,0.560333,1.801049,0.48503,1.656284,0.361282,1.446437,0.289842,1.26143,0.346495,1.089458,0.680444,0.913388,1.021307,0.722465
4,0.605713,2.011102,0.60328,1.898385,0.560332,1.801892,0.48475,1.657342,0.360303,1.447913,0.288469,1.263038,0.344591,1.09055,0.677454,0.912158,1.016681,0.718315
4.008333,0.605947,2.011446,0.603395,1.898836,0.560258,1.802589,0.484444,1.658407,0.35945,1.449243,0.287157,1.264545,0.342719,1.091647,0.674227,0.910531,1.011995,0.713955
4.016667,0.606075,2.011766,0.603485,1.899317,0.560208,1.803323,0.484206,1.659365,0.358605,1.450599,0.285863,1.265936,0.340908,1.092575,0.67109,0.909069,1.007182,0.709612
4.025,0.606202,2.012055,0.603615,1.899795,0.56021,1.804005,0.48401,1.660223,0.358002,1.451779,0.284607,1.267445,0.338943,1.09338,0.667933,0.907702,1.002304,0.705035
4.033333,0.606319,2.012331,0.603762,1.900294,0.560241,1.804726,0.483813,1.661126,0.357374,1.453082,0.283421,1.268936,0.336961,1.094217,0.664496,0.905929,0.997148,0.700509
4.041667,0.606458,2.012593,0.603973,1.900749,0.560315,1.805439,0.483531,1.66216,0.356744,1.454449,0.282197,1.270425,0.33507,1.095243,0.661161,0.904116,0.991498,0.695422
4.05,0.606675,2.012965,0.604184,1.901282,0.560459,1.806203,0.483413,1.663085,0.355948,1.456032,0.280936,1.271979,0.333048,1.096439,0.657569,0.902347,0.986006,0.69059
4.058333,0.606901,2.013406,0.604465,1.901837,0.560611,1.80705,0.483304,1.664063,0.35517,1.457506,0.27958,1.27376,0.331104,1.097617,0.653965,0.900679,0.980397,0.685564
4.066667,0.607237,2.013883,0.604778,1.902463,0.560792,1.808012,0.48322,1.665222,0.354472,1.458956,0.27824,1.275743,0.329188,1.098623,0.650439,0.899243,0.974888,0.681064
4.075,0.607635,2.014443,0.605096,1.90304,0.560952,1.809034,0.483086,1.666533,0.353777,1.460451,0.277106,1.277517,0.327054,1.099926,0.646547,0.897358,0.968941,0.67603
4.083333,0.608066,2.014964,0.605435,1.903705,0.56126,1.810049,0.483056,1.667819,0.352921,1.462392,0.275911,1.279411,0.324989,1.101252,0.64285,0.895878,0.962904,0.67095
4.091667,0.608467,2.015539,0.605825,1.904352,0.561554,1.811022,0.483024,1.669142,0.352231,1.464215,0.27464,1.281461,0.323015,1.10234,0.638961,0.894242,0.956746,0.665866
4.1,0.608923,2.016055,0.606263,1.905071,0.561804,1.812039,0.482879,1.670664,0.351688,1.465869,0.273385,1.283468,0.321006,1.103661,0.634992,0.89244,0.950279,0.660351
4.108333,0.609404,2.016546,0.606768,1.905762,0.562114,1.813002,0.482917,1.671809,0.351154,1.467382,0.272253,1.285225,0.318985,1.105051,0.63103,0.890601,0.943707,0.655163
4.116667,0.609873,2.016908,0.607273,1.906488,0.562409,1.813934,0.482893,1.67293,0.350316,1.469232,0.271115,1.287019,0.317017,1.106421,0.626794,0.888478,0.936962,0.649555
4.125,0.610432,2.017211,0.607708,1.907038,0.562729,1.814793,0.482858,1.673979,0.349576,1.470838,0.269779,1.288827,0.314928,1.107673,0.622626,0.886437,0.93014,0.644226
4.133333,0.610939,2.017559,0.608143,1.907516,0.562975,1.815637,0.482789,1.675093,0.348887,1.472313,0.268446,1.29063,0.312708,1.108717,0.618286,0.884422,0.923276,0.63891
4.141667,0.611438,2.017902,0.608594,1.908,0.563255,1.81649,0.482488,1.676342,0.348165,1.473771,0.267209,1.2924,0.310562,1.109815,0.613956,0.882593,0.916553,0.634143
4.15,0.612011,2.018302,0.609048,1.908516,0.563595,1.817377,0.482439,1.677557,0.347705,1.475092,0.266028,1.294223,0.308301,1.111184,0.609682,0.880628,0.909739,0.62918
4.158333,0.612521,2.018723,0.609504,1.909088,0.563899,1.818219,0.482399,1.678829,0.347125,1.476633,0.264776,1.29623,0.306008,1.112446,0.605276,0.87934,0.903039,0.624965
4.166667,0.613027,2.019061,0.609972,1.909668,0.564193,1.819021,0.482511,1.679895,0.346167,1.478745,0.263436,1.298211,0.303698,1.113675,0.600985,0.877844,0.896317,0.620841
4.175,0.613447,2.019414,0.610406,1.910287,0.564507,1.819772,0.482608,1.680805,0.345635,1.48026,0.26223,1.299914,0.301477,1.114988,0.596731,0.876809,0.889708,0.61691
4.183333,0.613901,2.019705,0.610762,1.910817,0.564713,1.820601,0.482646,1.681769,0.345031,1.481775,0.260983,1.301718,0.299133,1.116436,0.592381,0.875623,0.883386,0.613489
4.191667,0.614293,2.020036,0.611163,1.911351,0.564939,1.821258,0.482462,1.682849,0.344858,1.482569,0.259686,1.30355,0.296691,1.11777,0.588166,0.874686,0.876737,0.610011
4.2,0.614618,2.020382,0.611487,1.911868,0.565122,1.821934,0.482364,1.683927,0.343746,1.484752,0.258252,1.305365,0.294279,1.11898,0.583882,0.873957,0.870322,0.60655
4.208333,0.614929,2.020756,0.611751,1.912412,0.565268,1.822687,0.482218,1.684957,0.343003,1.486259,0.256742,1.3071,0.292011,1.120354,0.579635,0.872934,0.863847,0.603275
4.216667,0.615194,2.021182,0.612002,1.912972,0.565398,1.82349,0.482005,1.686073,0.342593,1.487337,0.255319,1.308953,0.289696,1.121953,0.57552,0.872477,0.857577,0.600345
4.225,0.615426,2.021585,0.61216,1.913568,0.56538,1.824274,0.481828,1.687241,0.341661,1.488941,0.253671,1.311063,0.287335,1.123551,0.571492,0.871648,0.851126,0.597179
4.233333,0.615611,2.022001,0.612299,1.914132,0.565352,1.82515,0.481483,1.688477,0.340262,1.491186,0.252142,1.31293,0.284971,1.12501,0.567159,0.870921,0.844823,0.594472
4.241667,0.61575,2.022431,0.612433,1.914755,0.565227,1.825996,0.480832,1.689839,0.339367,1.492574,0.250471,1.314911,0.282595,1.126529,0.56321,0.870722,0.838739,0.591944
4.25,0.615915,2.022877,0.612469,1.91542,0.565073,1.826867,0.480219,1.691126,0.338002,1.494535,0.248296,1.317018,0.280291,1.128135,0.559264,0.870365,0.832796,0.589478
4.258333,0.616028,2.023267,0.612494,1.916108,0.564856,1.827767,0.479634,1.692376,0.336913,1.496175,0.246453,1.319054,0.277966,1.12957,0.555174,0.869818,0.826993,0.587398
4.266667,0.616128,2.023649,0.612494,1.916753,0.564514,1.828761,0.479032,1.693628,0.3358,1.497964,0.244748,1.321132,0.275571,1.13091,0.551386,0.869443,0.821257,0.585459
4.275,0.616174,2.024041,0.61243,1.917334,0.564275,1.829538,0.478466,1.694801,0.334836,1.499622,0.243357,1.32297,0.273266,1.132483,0.547523,0.869453,0.815676,0.583675
4.283333,0.616201,2.02438,0.612381,1.917956,0.564049,1.830281,0.478035,1.695856,0.333957,1.50112,0.242322,1.324835,0.270962,1.133823,0.543665,0.869225,0.81031,0.581802
4.291667,0.616192,2.024702,0.612332,1.918474,0.563861,1.830929,0.477665,1.696787,0.33308,1.502508,0.240446,1.326579,0.26869,1.135062,0.539894,0.869038,0.80471,0.580011
4.3,0.616177,2.025067,0.612274,1.919005,0.563687,1.831545,0.477261,1.697752,0.332248,1.503882,0.239195,1.328111,0.266326,1.136392,0.53607,0.868769,0.799285,0.578637
4.308333,0.61617,2.025333,0.61228,1.919484,0.563437,1.832188,0.47691,1.698677,0.331481,1.505155,0.237866,1.329728,0.263996,1.137772,0.532263,0.868561,0.793721,0.576766
4.316667,0.616164,2.025641,0.612254,1.919999,0.563235,1.832866,0.476577,1.699631,0.330665,1.506533,0.236237,1.331728,0.261727,1.13921,0.528452,0.868618,0.78831,0.57502
4.325,0.616121,2.025938,0.612278,1.920524,0.563063,1.833564,0.476147,1.700701,0.329775,1.507996,0.234974,1.333266,0.259574,1.140563,0.52465,0.868468,0.782709,0.573115
4.333333,0.616116,2.026232,0.612261,1.921046,0.562924,1.83424,0.475721,1.701727,0.328825,1.509474,0.233886,1.335063,0.257359,1.141947,0.52104,0.868455,0.77703,0.571617
4.341667,0.616165,2.026548,0.612257,1.921499,0.562773,1.834912,0.475356,1.702692,0.327804,1.510972,0.232286,1.337316,0.255126,1.143375,0.517261,0.868099,0.771308,0.569632
4.35,0.616167,2.026842,0.612243,1.921988,0.562673,1.835652,0.47496,1.703759,0.326702,1.512708,0.23053,1.338818,0.252946,1.144752,0.513397,0.867779,0.765697,0.567472
4.358333,0.616197,2.027169,0.612231,1.922469,0.562428,1.836383,0.474466,1.704832,0.325797,1.514229,0.228991,1.340573,0.250986,1.146,0.509734,0.867725,0.759655,0.565314
4.366667,0.616266,2.027484,0.612243,1.922998,0.562246,1.837156,0.473987,1.70595,0.324893,1.51576,0.227285,1.342646,0.248991,1.147338,0.50587,0.867195,0.753788,0.563154
4.375,0.61626,2.027851,0.612215,1.923519,0.561977,1.837963,0.473559,1.707003,0.324023,1.517177,0.226034,1.344288,0.247047,1.148705,0.501815,0.866394,0.747373,0.560586
4.383333,0.616296,2.028259,0.612177,1.924054,0.561727,1.838809,0.47319,1.708053,0.323112,1.518565,0.225106,1.345499,0.245153,1.149831,0.497996,0.865672,0.740908,0.557556
4.391667,0.616333,2.028686,0.612128,1.924649,0.561494,1.839641,0.472817,1.709113,0.32221,1.5201,0.223959,1.347084,0.243204,1.1508,0.493876,0.86482,0.734174,0.554476
4.4,0.616364,2.029075,0.612109,1.925263,0.561338,1.840433,0.472391,1.710265,0.321395,1.521575,0.222479,1.349312,0.241164,1.151797,0.489604,0.863705,0.727238,0.55149
4.408333,0.616402,2.029657,0.612103,1.925876,0.561227,1.841207,0.471978,1.711262,0.320761,1.522848,0.221623,1.350749,0.239215,1.152738,0.48523,0.86258,0.71986,0.547825
4.416667,0.616489,2.03014,0.612093,1.926602,0.561139,1.842002,0.471648,1.712233,0.320173,1.524084,0.220936,1.351816,0.237363,1.153802,0.480591,0.86105,0.712312,0.544294
4.425,0.61656,2.030627,0.61217,1.92721,0.561086,1.842672,0.471373,1.71313,0.31965,1.525187,0.220015,1.35306,0.23542,1.154859,0.476009,0.859656,0.70453,0.540143
4.433333,0.616647,2.031047,0.612277,1.927838,0.561036,1.843287,0.471184,1.713972,0.319088,1.526341,0.218552,1.355039,0.233557,1.155652,0.471155,0.857945,0.696481,0.536058
4.441667,0.616773,2.031372,0.612362,1.928379,0.561016,1.843817,0.471017,1.714675,0.31848,1.527468,0.217681,1.356298,0.231603,1.156338,0.466411,0.85641,0.688237,0.531914
4.45,0.616928,2.031642,0.612509,1.928831,0.561005,1.844302,0.470841,1.71531,0.317938,1.528465,0.217191,1.356964,0.229594,1.157048,0.461374,0.854433,0.679855,0.527269
4.458333,0.61705,2.031837,0.612621,1.929205,0.56096,1.844795,0.47061,1.715925,0.317438,1.52927,0.216414,1.358012,0.227681,1.157661,0.456339,0.852466,0.671268,0.523015
4.466667,0.617231,2.032029,0.61271,1.929571,0.560897,1.845262,0.470378,1.71654,0.316942,1.530126,0.215589,1.359057,0.225761,1.158243,0.451158,0.850266,0.662401,0.518342
4.475,0.617338,2.032247,0.612767,1.929978,0.560796,1.845703,0.470116,1.717182,0.316319,1.53105,0.214727,1.360096,0.223882,1.158727,0.446006,0.848189,0.653626,0.514129
4.483333,0.617421,2.032488,0.612779,1.930436,0.560683,1.846215,0.469816,1.71786,0.315721,1.532022,0.213839,1.36123,0.222033,1.159277,0.440807,0.84625,0.644544,0.50947
4.491667,0.61744,2.032721,0.61277,1.930887,0.56051,1.846676,0.469519,1.718558,0.315036,1.533047,0.21287,1.362438,0.220036,1.159761,0.435373,0.844204,0.635273,0.505162
4.5,0.617477,2.033023,0.612725,1.931353,0.56025,1.847196,0.469157,1.71929,0.314432,1.533968,0.212048,1.363634,0.218033,1.160183,0.430009,0.842296,0.625918,0.500804
4.508333,0.617501,2.033259,0.612689,1.931829,0.560019,1.847695,0.468788,1.719969,0.313795,1.53493,0.211331,1.364616,0.216047,1.160631,0.424406,0.840243,0.616529,0.49668
4.516667,0.617481,2.033512,0.612611,1.932276,0.559694,1.848278,0.468402,1.720643,0.313111,1.535879,0.210466,1.365712,0.21399,1.16123,0.418767,0.83831,0.606686,0.492177
4.525,0.617461,2.033732,0.612516,1.932729,0.559455,1.848744,0.467989,1.721337,0.312373,1.53681,0.209989,1.36646,0.211916,1.161513,0.413175,0.836433,0.596819,0.487967
4.533333,0.617482,2.033925,0.612483,1.933093,0.559197,1.84918,0.467544,1.72204,0.311697,1.537656,0.208716,1.367838,0.209812,1.161962,0.407217,0.834269,0.586611,0.483588
4.541667,0.61747,2.034158,0.612335,1.933491,0.558922,1.849586,0.467168,1.722572,0.311001,1.538536,0.207701,1.368904,0.207765,1.162531,0.401374,0.832277,0.576623,0.479078
4.55,0.617435,2.034372,0.612252,1.933828,0.558656,1.849981,0.466769,1.723137,0.310415,1.53935,0.206853,1.369871,0.205677,1.162912,0.395437,0.830296,0.566287,0.474867
4.558333,0.617426,2.034618,0.612116,1.934188,0.558329,1.850407,0.466314,1.723696,0.309828,1.540092,0.206134,1.37071,0.203712,1.163274,0.389151,0.828304,0.556015,0.47073
4.566667,0.617383,2.034828,0.611996,1.934552,0.558019,1.850815,0.465829,1.724262,0.309203,1.540861,0.205499,1.371462,0.20192,1.163464,0.383143,0.826226,0.545565,0.466689
4.575,0.617315,2.035072,0.611832,1.934877,0.557714,1.851207,0.465396,1.724722,0.308604,1.541586,0.204786,1.372348,0.199886,1.163633,0.377187,0.824219,0.53506,0.462348
4.583333,0.6172,2.035359,0.611631,1.935231,0.557358,1.851628,0.464985,1.725195,0.308016,1.542174,0.204222,1.37304,0.197811,1.163883,0.37087,0.821824,0.52427,0.458269
4.591667,0.616997,2.035633,0.611441,1.935507,0.557084,1.852008,0.464566,1.725633,0.307405,1.542751,0.203635,1.373751,0.196037,1.1641,0.364875,0.819972,0.513486,0.454091
4.6,0.616861,2.035789,0.611248,1.93576,0.556792,1.852331,0.464094,1.726115,0.306858,1.543286,0.202993,1.374437,0.194096,1.164085,0.358674,0.81774,0.502464,0.449896
4.608333,0.616643,2.03598,0.611032,1.935985,0.556461,1.852629,0.463599,1.726496,0.306248,1.543806,0.202269,1.374988,0.192121,1.164117,0.352254,0.815466,0.491475,0.445905
4.616667,0.616515,2.036117,0.61084,1.936228,0.556151,1.85298,0.463189,1.726874,0.305632,1.54429,0.201627,1.375415,0.190217,1.164272,0.345933,0.81356,0.480087,0.441804
4.625,0.616317,2.036191,0.610571,1.936388,0.555827,1.853248,0.462791,1.727091,0.305103,1.544674,0.20104,1.375801,0.188229,1.164419,0.339456,0.811422,0.468711,0.437741
4.633333,0.616156,2.036234,0.610392,1.936556,0.555537,1.853461,0.462401,1.727261,0.304516,1.545039,0.200437,1.376237,0.186355,1.164349,0.333038,0.809587,0.457465,0.43408
4.641667,0.615977,2.036265,0.610194,1.936637,0.555218,1.8537,0.462011,1.727394,0.304014,1.545314,0.19987,1.376647,0.184519,1.164435,0.326423,0.807731,0.445936,0.430414
4.65,0.615821,2.03627,0.609977,1.936713,0.554969,1.853859,0.461567,1.727546,0.303537,1.545564,0.199245,1.377011,0.182668,1.164613,0.320094,0.806013,0.434384,0.42654
4.658333,0.61563,2.036233,0.609745,1.936788,0.554694,1.853942,0.461186,1.727685,0.303104,1.545737,0.198727,1.377342,0.180754,1.164734,0.313563,0.80406,0.423103,0.423275
4.666667,0.61546,2.036227,0.60953,1.936849,0.554415,1.854053,0.460803,1.727859,0.302637,1.545944,0.198231,1.377657,0.178933,1.164916,0.307249,0.802415,0.411722,0.420083
4.675,0.615231,2.036229,0.609301,1.936914,0.55406,1.854121,0.460428,1.728019,0.302155,1.546154,0.197676,1.37806,0.177242,1.164955,0.30051,0.800348,0.400228,0.417607
4.683333,0.615018,2.03627,0.608995,1.937049,0.553723,1.854224,0.46003,1.728228,0.301624,1.546479,0.197085,1.37841,0.175663,1.165101,0.294177,0.798756,0.388861,0.414537
4.691667,0.614751,2.036347,0.608683,1.937124,0.553339,1.854363,0.459609,1.728428,0.301074,1.546769,0.196563,1.378724,0.174237,1.165318,0.287965,0.797522,0.377208,0.411683
4.7,0.614501,2.036435,0.608395,1.937321,0.552905,1.854579,0.459188,1.728645,0.30054,1.547134,0.196118,1.379054,0.172845,1.165437,0.281769,0.795975,0.365901,0.408814
4.708333,0.614228,2.036517,0.608061,1.937481,0.552429,1.854865,0.45872,1.728934,0.299994,1.547403,0.195614,1.379423,0.171369,1.165464,0.275616,0.794489,0.354465,0.406374
4.716667,0.613975,2.036634,0.607763,1.937706,0.552017,1.855167,0.458265,1.729212,0.299487,1.547762,0.195181,1.37978,0.169923,1.165539,0.26953,0.793171,0.343064,0.403694
4.725,0.613704,2.036758,0.607497,1.937898,0.551592,1.85555,0.457809,1.729479,0.29898,1.548057,0.194771,1.380104,0.168568,1.165737,0.26347,0.79198,0.331849,0.401432
4.733333,0.613456,2.036889,0.607217,1.938154,0.551248,1.855913,0.457384,1.729785,0.298524,1.548367,0.19436,1.380451,0.167217,1.166019,0.257214,0.790838,0.320683,0.399427
4.741667,0.613196,2.037031,0.606917,1.938311,0.550915,1.856236,0.456981,1.730054,0.298168,1.548563,0.193937,1.380737,0.165864,1.166232,0.251328,0.789926,0.309699,0.39753
4.75,0.612972,2.037199,0.606661,1.938563,0.550579,1.856466,0.456609,1.730345,0.297815,1.548789,0.193537,1.381127,0.164471,1.166489,0.245481,0.789142,0.298891,0.395972
4.758333,0.612722,2.037356,0.606381,1.938742,0.550255,1.856682,0.456306,1.730533,0.297502,1.549019,0.193198,1.381419,0.163106,1.166813,0.23974,0.788484,0.288187,0.394488
4.766667,0.612488,2.037471,0.606083,1.938884,0.549966,1.856776,0.456004,1.73076,0.297192,1.549279,0.192832,1.381755,0.161784,1.167129,0.233946,0.787668,0.277684,0.393133
4.775,0.612211,2.037589,0.605766,1.939025,0.549652,1.856896,0.455641,1.73088,0.29688,1.549548,0.192536,1.382074,0.160624,1.167337,0.228447,0.787141,0.26732,0.391852
4.783333,0.611959,2.037638,0.60547,1.939132,0.549303,1.856913,0.455293,1.730977,0.296532,1.54978,0.192268,1.382333,0.159651,1.167555,0.2231,0.786425,0.257034,0.390449
4.791667,0.611623,2.037703,0.605135,1.939234,0.548875,1.857029,0.454833,1.731097,0.29614,1.550038,0.192029,1.382576,0.158677,1.167601,0.217893,0.785732,0.246992,0.389335
4.8,0.611347,2.03775,0.604815,1.939358,0.548483,1.857136,0.45437,1.731193,0.29571,1.550278,0.191712,1.382813,0.157771,1.167604,0.212733,0.784861,0.236954,0.388162
4.808333,0.611035,2.037774,0.604414,1.939541,0.547999,1.857332,0.453878,1.731284,0.295238,1.550504,0.191335,1.383059,0.156819,1.167616,0.207707,0.78436,0.227317,0.387272
4.816667,0.610703,2.037873,0.604029,1.939724,0.547508,1.857571,0.453428,1.731335,0.294772,1.550699,0.191,1.383233,0.155956,1.167653,0.202719,0.783704,0.217473,0.386379
4.825,0.6103,2.037976,0.603666,1.939859,0.546961,1.857781,0.452998,1.731379,0.294431,1.550814,0.190756,1.38343,0.155189,1.167719,0.197811,0.783227,0.207933,0.385569
4.833333,0.609938,2.038085,0.603254,1.940016,0.546477,1.857885,0.452623,1.731432,0.294117,1.550863,0.190541,1.383484,0.154413,1.167576,0.192886,0.782582,0.198353,0.384834
4.841667,0.609522,2.038163,0.602809,1.940128,0.545974,1.857982,0.452276,1.7314,0.293887,1.550807,0.190417,1.383461,0.153634,1.167378,0.188041,0.782059,0.188853,0.383958
4.85,0.609123,2.038229,0.602378,1.940174,0.545493,1.857946,0.451932,1.731308,0.293742,1.550643,0.190389,1.383236,0.152954,1.167171,0.183243,0.781547,0.179432,0.383273
4.858333,0.608744,2.038202,0.601919,1.940122,0.545044,1.857845,0.451631,1.731111,0.293607,1.550379,0.190459,1.3829,0.152353,1.166793,0.178371,0.780792,0.170115,0.382705
4.866667,0.608351,2.038127,0.60149,1.94005,0.544586,1.85769,0.451349,1.730825,0.29349,1.549971,0.190563,1.382416,0.151803,1.166459,0.173579,0.780299,0.160768,0.382116
4.875,0.607909,2.037953,0.601068,1.93997,0.544116,1.857505,0.451007,1.730517,0.293346,1.549555,0.190645,1.381942,0.151247,1.166041,0.168779,0.779326,0.151554,0.381517
4.883333,0.607502,2.037829,0.600599,1.939893,0.543581,1.857369,0.450626,1.730156,0.293191,1.549008,0.190754,1.381426,0.150659,1.165518,0.164175,0.778625,0.142443,0.380862
