,hip1,,hip2,,hip3,,femur1,,femur2,,femur3,,tibia1,,tibia2,,tibia3,
Time,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.383333,0.130224,2.906769,0.135792,2.832414,0.137641,2.71158,0.182887,2.356664,0.256069,2.05433,0.320124,1.79672,0.487446,1.515038,0.733042,1.29034,1.02602,1.034119
4.391667,0.130276,2.906812,0.132597,2.836802,0.137639,2.711675,0.182948,2.356824,0.25622,2.054491,0.32046,1.796986,0.488029,1.515398,0.734024,1.291263,1.027474,1.035551
4.4,0.130204,2.906781,0.132566,2.836811,0.137627,2.711748,0.183002,2.356907,0.256416,2.05466,0.320831,1.797161,0.48864,1.515909,0.735009,1.292265,1.028829,1.036832
4.408333,0.130189,2.906779,0.132597,2.836812,0.137628,2.711777,0.183059,2.356979,0.256631,2.054734,0.32118,1.797362,0.489862,1.51596,0.736037,1.293186,1.030197,1.03831
4.416667,0.130193,2.906762,0.132588,2.836813,0.137629,2.711776,0.183126,2.357016,0.256838,2.054809,0.321526,1.797496,0.489977,1.516998,0.736951,1.293918,1.031676,1.039857
4.425,0.125853,2.905759,0.132564,2.836798,0.137635,2.711711,0.183193,2.356996,0.257017,2.054827,0.321823,1.797565,0.490582,1.517357,0.737888,1.294653,1.032991,1.040833
4.433333,0.13029,2.906791,0.132573,2.836781,0.137623,2.711598,0.18324,2.356951,0.257215,2.054834,0.322105,1.797537,0.493089,1.51964,0.738813,1.295371,1.03448,1.042155
4.441667,0.13032,2.906803,0.130931,2.836356,0.137639,2.711482,0.183333,2.356871,0.257435,2.054823,0.322418,1.797539,0.493831,1.518844,0.739768,1.296118,1.035898,1.043421
4.45,0.130269,2.906714,0.130819,2.836349,0.137638,2.711405,0.183412,2.356795,0.257647,2.05478,0.322717,1.797487,0.494283,1.519114,0.740789,1.296924,1.03709,1.044289
4.458333,0.13028,2.906752,0.13576,2.832301,0.137598,2.710919,0.183467,2.356769,0.257836,2.054769,0.322997,1.797466,0.494672,1.519298,0.741664,1.297536,1.038562,1.045633
4.466667,0.130253,2.906722,0.135766,2.832298,0.137617,2.711334,0.183563,2.356779,0.25807,2.054836,0.323282,1.797559,0.495174,1.519618,0.742646,1.298276,1.040194,1.047134
4.475,0.130251,2.906731,0.135808,2.832277,0.13758,2.710932,0.183626,2.356885,0.25827,2.054913,0.323585,1.797694,0.495717,1.519942,0.74368,1.299164,1.041526,1.048283
4.483333,0.13021,2.9067,0.135833,2.832306,0.137613,2.711437,0.183675,2.357047,0.258478,2.055113,0.323924,1.797976,0.496283,1.52041,0.744704,1.300246,1.042885,1.049643
4.491667,0.130216,2.906759,0.132552,2.836801,0.137588,2.71157,0.18374,2.357209,0.258691,2.055286,0.324266,1.798332,0.49676,1.520752,0.745706,1.301307,1.044357,1.051142
4.5,0.130208,2.906765,0.132565,2.836762,0.137601,2.711692,0.183802,2.357379,0.258934,2.055473,0.324596,1.798646,0.498482,1.524577,0.746621,1.302213,1.045691,1.052602
4.508333,0.129952,2.906989,0.132569,2.836825,0.137575,2.711813,0.183891,2.357547,0.259145,2.055686,0.324984,1.798975,0.498736,1.524604,0.747558,1.303046,1.047177,1.054096
4.516667,0.129968,2.907,0.132534,2.836879,0.137575,2.711831,0.183941,2.357626,0.25936,2.055776,0.325312,1.799144,0.498965,1.523743,0.748622,1.30399,1.048547,1.055478
4.525,0.129953,2.90698,0.132534,2.836836,0.137568,2.711792,0.183982,2.357654,0.259599,2.055787,0.32565,1.7992,0.499292,1.523813,0.749594,1.304684,1.049718,1.05651
4.533333,0.130234,2.906765,0.132548,2.836808,0.137571,2.711673,0.184054,2.357557,0.259791,2.055757,0.32594,1.799176,0.49988,1.522912,0.750546,1.305235,1.051088,1.057758
4.541667,0.130086,2.906691,0.130928,2.836415,0.137557,2.711498,0.184112,2.357411,0.259972,2.055662,0.326235,1.799099,0.500207,1.523035,0.75139,1.305719,1.0524,1.058978
4.55,0.130221,2.906703,0.13089,2.83637,0.137527,2.71095,0.184191,2.357297,0.260165,2.055583,0.326502,1.798964,0.500539,1.523211,0.752262,1.306224,1.053709,1.060153
4.558333,0.130115,2.906663,0.135843,2.832243,0.13751,2.710861,0.184223,2.357189,0.260324,2.055568,0.326826,1.79895,0.500969,1.523438,0.753169,1.306975,1.054791,1.061087
4.566667,0.130153,2.906694,0.135893,2.832212,0.137519,2.710859,0.184305,2.35722,0.260506,2.055606,0.326959,1.798671,0.501394,1.523594,0.753994,1.307585,1.056133,1.062348
4.575,0.130199,2.906703,0.135768,2.832295,0.137529,2.710924,0.184314,2.357309,0.260664,2.055693,0.32745,1.799118,0.500981,1.523502,0.754811,1.308413,1.054877,1.060361
4.583333,0.130322,2.906826,0.130869,2.836341,0.137522,2.711037,0.184377,2.35751,0.260822,2.055895,0.327653,1.799339,0.502731,1.524738,0.755629,1.309285,1.058523,1.064951
4.591667,0.125834,2.905743,0.135848,2.832134,0.137556,2.711604,0.184456,2.357672,0.260944,2.056069,0.327861,1.799516,0.502961,1.524967,0.756467,1.310393,1.059817,1.066521
4.6,0.130252,2.906818,0.132536,2.836815,0.137576,2.711707,0.184501,2.357864,0.261102,2.056262,0.328007,1.799632,0.503323,1.525159,0.757312,1.311378,1.060987,1.067938
4.608333,0.130213,2.906791,0.135709,2.83247,0.137562,2.711756,0.184559,2.357952,0.261275,2.056325,0.328208,1.799711,0.502804,1.525132,0.7581,1.312167,1.061667,1.068202
4.616667,0.130263,2.906825,0.132538,2.836835,0.137556,2.711744,0.184614,2.358,0.261393,2.0564,0.328389,1.799777,0.503955,1.525835,0.758838,1.312925,1.062805,1.06929
4.625,0.125873,2.905809,0.135714,2.832515,0.137559,2.711673,0.184682,2.357946,0.261538,2.056401,0.32865,1.799778,0.503523,1.52576,0.759511,1.313499,1.06392,1.070337
4.633333,0.130225,2.906787,0.132546,2.836798,0.137566,2.711583,0.184727,2.357887,0.261665,2.056372,0.329088,1.800096,0.503893,1.52611,0.760188,1.314153,1.065492,1.072493
4.641667,0.130192,2.906787,0.135787,2.832394,0.137582,2.711516,0.184802,2.357829,0.261777,2.056347,0.329223,1.799997,0.504247,1.526465,0.760977,1.314941,1.066358,1.072974
4.65,0.130237,2.906769,0.135754,2.832424,0.137597,2.71149,0.18486,2.357808,0.261898,2.056345,0.329347,1.799913,0.504634,1.526776,0.761718,1.315531,1.067368,1.074008
4.658333,0.13019,2.906709,0.13097,2.836371,0.137578,2.711468,0.184891,2.357844,0.262008,2.056379,0.329489,1.799914,0.505004,1.527065,0.762337,1.316146,1.068353,1.07517
4.666667,0.130234,2.906739,0.13095,2.836382,0.137583,2.71147,0.184916,2.357882,0.262118,2.056451,0.329621,1.799974,0.505379,1.52742,0.762989,1.316858,1.069267,1.076256
4.675,0.130221,2.90674,0.130922,2.83641,0.13757,2.711459,0.184936,2.357924,0.262221,2.056487,0.329772,1.799987,0.505691,1.527737,0.763599,1.317566,1.070203,1.077339
4.683333,0.125712,2.905483,0.130872,2.836398,0.137585,2.711488,0.184993,2.357952,0.262323,2.056548,0.329922,1.800047,0.507622,1.529914,0.764242,1.318325,1.071207,1.078673
4.691667,0.13027,2.906773,0.130969,2.836365,0.137582,2.711492,0.185058,2.357984,0.262418,2.056617,0.330054,1.800089,0.507891,1.530183,0.764924,1.319227,1.072253,1.079912
4.7,0.130266,2.906781,0.135847,2.832368,0.137585,2.711471,0.185105,2.358014,0.26252,2.056677,0.330217,1.800132,0.508136,1.530492,0.765508,1.319954,1.07318,1.081087
4.708333,0.130149,2.906725,0.135849,2.832341,0.137592,2.711477,0.18513,2.358034,0.2626,2.056716,0.330347,1.800215,0.508399,1.530776,0.766071,1.320603,1.074127,1.082179
4.716667,0.130198,2.906734,0.132596,2.836795,0.137574,2.711494,0.185186,2.358096,0.262711,2.056784,0.330507,1.800284,0.508605,1.531044,0.766681,1.321404,1.074949,1.083272
4.725,0.130167,2.90673,0.135746,2.832447,0.137574,2.711531,0.185195,2.358162,0.262828,2.056888,0.330677,1.800359,0.508826,1.531373,0.767281,1.322219,1.075808,1.084426
4.733333,0.130225,2.906741,0.132602,2.836785,0.13758,2.711584,0.18524,2.358258,0.262887,2.056944,0.33084,1.800532,0.509088,1.531731,0.767902,1.323044,1.076745,1.085721
4.741667,0.130259,2.906798,0.135719,2.832485,0.137573,2.711622,0.185284,2.358327,0.263,2.05703,0.330983,1.800639,0.508883,1.531402,0.76855,1.323848,1.077738,1.086933
4.75,0.130234,2.906767,0.132619,2.836806,0.137581,2.711629,0.185304,2.358342,0.26309,2.057084,0.33121,1.800694,0.509131,1.531657,0.769192,1.324554,1.078634,1.087961
4.758333,0.130293,2.906833,0.135749,2.832483,0.137572,2.71161,0.185312,2.358658,0.263171,2.057109,0.331343,1.800771,0.509338,1.531951,0.769795,1.325183,1.079564,1.089129
4.766667,0.130316,2.906808,0.130988,2.836406,0.137581,2.711569,0.185395,2.358335,0.263287,2.057082,0.331558,1.80081,0.510051,1.532858,0.770388,1.325786,1.08051,1.090289
4.775,0.130272,2.906788,0.135892,2.832171,0.137576,2.711515,0.18542,2.358285,0.263377,2.057089,0.331739,1.80085,0.510287,1.533094,0.77097,1.326388,1.081434,1.09129
4.783333,0.130281,2.906783,0.135823,2.832373,0.137571,2.711453,0.185494,2.358196,0.263458,2.057084,0.33196,1.800918,0.509415,1.53214,0.771641,1.327088,1.082377,1.092415
4.791667,0.130368,2.906856,0.135821,2.832326,0.137588,2.71142,0.185525,2.358184,0.263571,2.057065,0.332135,1.800982,0.509712,1.532414,0.772316,1.327782,1.083362,1.093618
4.8,0.1303,2.906812,0.135779,2.832373,0.137594,2.711422,0.185559,2.358197,0.263674,2.057143,0.332128,1.800917,0.509977,1.532715,0.772981,1.328584,1.084419,1.09486
4.808333,0.130374,2.906851,0.130951,2.836398,0.137589,2.711419,0.185583,2.358265,0.26379,2.057226,0.332333,1.800986,0.510226,1.532999,0.773655,1.329303,1.085455,1.096092
4.816667,0.130361,2.906846,0.135859,2.832198,0.137582,2.71149,0.185618,2.358372,0.26391,2.05737,0.33254,1.80114,0.510498,1.533251,0.774327,1.330202,1.086442,1.097303
4.825,0.130413,2.906904,0.132559,2.836807,0.137546,2.711564,0.185646,2.358511,0.264022,2.057516,0.332764,1.801301,0.510793,1.533549,0.775002,1.331136,1.087471,1.098627
4.833333,0.125855,2.905754,0.135723,2.832497,0.137559,2.711645,0.185677,2.358947,0.264165,2.057639,0.332962,1.80147,0.513192,1.537263,0.775811,1.332204,1.088537,1.100044
4.841667,0.125895,2.905896,0.13256,2.836798,0.13756,2.711699,0.185717,2.359018,0.264289,2.057744,0.333239,1.801628,0.513505,1.537586,0.776595,1.333137,1.08953,1.101407
4.85,0.125878,2.905865,0.135787,2.83244,0.137558,2.711702,0.185793,2.359073,0.264426,2.057809,0.333498,1.801771,0.51384,1.537884,0.777281,1.33383,1.090711,1.102708
4.858333,0.125899,2.905844,0.13255,2.836814,0.13757,2.711669,0.185789,2.359087,0.264536,2.05783,0.333712,1.801794,0.514189,1.538066,0.777985,1.334522,1.091911,1.103973
4.866667,0.125824,2.905682,0.135742,2.832473,0.137566,2.711608,0.185903,2.359053,0.264653,2.057805,0.333921,1.801813,0.514549,1.538394,0.778675,1.335286,1.09312,1.105366
4.875,0.13035,2.90682,0.130934,2.836411,0.13757,2.711513,0.185972,2.358669,0.264788,2.057725,0.334145,1.801865,0.514933,1.538454,0.779527,1.336007,1.094183,1.106555
4.883333,0.130475,2.906884,0.135856,2.832167,0.137589,2.711435,0.186053,2.358589,0.264907,2.05759,0.334357,1.801848,0.51531,1.538597,0.780374,1.336781,1.095369,1.107824
4.891667,0.13036,2.906837,0.135793,2.832357,0.137576,2.711406,0.186081,2.358542,0.264975,2.057497,0.334623,1.801934,0.514955,1.537057,0.781186,1.337493,1.096723,1.109173
4.9,0.130356,2.906843,0.135802,2.83237,0.137558,2.711412,0.186156,2.358582,0.265043,2.057443,0.334892,1.802044,0.515425,1.537333,0.782022,1.338307,1.097813,1.11036
4.908333,0.130323,2.906824,0.132534,2.836749,0.137555,2.71143,0.1862,2.358991,0.265138,2.057467,0.335176,1.802239,0.516187,1.538122,0.782832,1.339303,1.099039,1.11172
4.916667,0.130232,2.906755,0.13578,2.832426,0.137547,2.711519,0.18627,2.359131,0.2653,2.057602,0.335465,1.802469,0.516806,1.53846,0.783745,1.340435,1.100376,1.113322
4.925,0.12584,2.90574,0.13255,2.836792,0.137544,2.711615,0.186323,2.359295,0.266004,2.05853,0.335771,1.802753,0.51727,1.538888,0.784626,1.341478,1.101529,1.114766
4.933333,0.125916,2.905905,0.135719,2.832465,0.137554,2.711701,0.186347,2.359431,0.266196,2.058674,0.336101,1.802991,0.517213,1.538693,0.785425,1.342434,1.102868,1.116266
4.941667,0.130355,2.906843,0.132573,2.8368,0.13755,2.711733,0.186427,2.359532,0.26638,2.058769,0.336396,1.803141,0.517711,1.538984,0.786272,1.343215,1.104208,1.117824
4.95,0.130347,2.906823,0.13572,2.83248,0.137545,2.711686,0.186507,2.359537,0.266567,2.058801,0.336694,1.803221,0.518099,1.539268,0.787287,1.344121,1.105397,1.11899
4.958333,0.125828,2.905728,0.132552,2.836814,0.137549,2.711623,0.186612,2.359496,0.266771,2.058802,0.337008,1.803281,0.518548,1.539499,0.788311,1.344925,1.106676,1.120428
4.966667,0.130195,2.906793,0.135744,2.832473,0.137558,2.711523,0.186691,2.359396,0.266984,2.058764,0.337333,1.803205,0.519019,1.539811,0.789227,1.34553,1.108011,1.121854
4.975,0.130187,2.906728,0.135849,2.832365,0.137563,2.711435,0.186769,2.359359,0.267175,2.058647,0.337653,1.803213,0.520161,1.540575,0.790014,1.34607,1.109434,1.123255
4.983333,0.130291,2.906803,0.135881,2.832334,0.137584,2.711384,0.186845,2.359329,0.267339,2.058652,0.337921,1.80321,0.520677,1.540857,0.790924,1.346888,1.110618,1.124478
4.991667,0.130129,2.906712,0.135854,2.832328,0.137578,2.71139,0.186926,2.359395,0.267545,2.058771,0.338256,1.803285,0.521239,1.541286,0.791952,1.347917,1.111896,1.126107
5,0.130313,2.906776,0.130959,2.836378,0.137571,2.711437,0.186985,2.359501,0.26774,2.058919,0.338538,1.803447,0.5225,1.54373,0.792857,1.348821,1.113067,1.127478
5.008333,0.130222,2.906743,0.135871,2.832195,0.137562,2.711509,0.187076,2.359627,0.267949,2.059151,0.338876,1.803584,0.523082,1.544207,0.793718,1.349756,1.114405,1.129024
5.016667,0.125813,2.905638,0.13259,2.836809,0.13757,2.711576,0.187105,2.35979,0.268185,2.059406,0.339165,1.80378,0.523665,1.544796,0.794637,1.350698,1.11581,1.13081
5.025,0.125866,2.905746,0.135764,2.832451,0.137567,2.711642,0.187173,2.359918,0.268357,2.059524,0.339456,1.80391,0.524219,1.545239,0.795662,1.351736,1.117095,1.132216
5.033333,0.125909,2.905781,0.132582,2.836832,0.137587,2.711648,0.187261,2.359955,0.268587,2.059633,0.339687,1.804002,0.524782,1.545665,0.796542,1.352813,1.118325,1.133534
5.041667,0.13029,2.906801,0.135722,2.83253,0.137574,2.711629,0.187306,2.359977,0.268766,2.059691,0.339996,1.80409,0.525328,1.546009,0.797347,1.35356,1.119559,1.135057
5.05,0.130268,2.906783,0.132572,2.836812,0.137558,2.711555,0.187363,2.35993,0.26893,2.05971,0.340257,1.804115,0.52579,1.546367,0.798208,1.354337,1.120906,1.136555
5.058333,0.130207,2.906779,0.135749,2.832455,0.137551,2.711522,0.187416,2.359923,0.269095,2.059695,0.340503,1.80414,0.526248,1.546639,0.799053,1.355152,1.122144,1.137848
5.066667,0.130171,2.906751,0.13574,2.832481,0.137564,2.711492,0.187478,2.359903,0.269257,2.059735,0.340791,1.804213,0.526754,1.547032,0.799941,1.356097,1.123313,1.139271
5.075,0.130219,2.90676,0.132597,2.836758,0.137567,2.711456,0.187526,2.359913,0.269448,2.059757,0.341047,1.804242,0.527266,1.547441,0.800768,1.356971,1.12451,1.140749
5.083333,0.130273,2.906775,0.13574,2.832454,0.137589,2.71145,0.187612,2.359961,0.269578,2.059787,0.341302,1.804363,0.527725,1.547835,0.801511,1.357799,1.125702,1.14223
5.091667,0.130268,2.906767,0.130975,2.836381,0.137565,2.71146,0.187658,2.360002,0.269736,2.059867,0.341542,1.804455,0.528251,1.548267,0.802343,1.358772,1.12684,1.143522
5.1,0.130256,2.906762,0.135877,2.832199,0.13757,2.711462,0.187727,2.36006,0.269475,2.059397,0.341767,1.804514,0.528868,1.548983,0.803113,1.359718,1.128149,1.145092
5.108333,0.130197,2.906724,0.132609,2.836782,0.137577,2.711461,0.187774,2.360075,0.26965,2.059497,0.34196,1.804618,0.529313,1.549398,0.803911,1.360673,1.129313,1.14626
5.116667,0.130258,2.906787,0.135805,2.832453,0.137588,2.711477,0.187836,2.360137,0.26988,2.059699,0.342221,1.804754,0.529744,1.54977,0.804647,1.361422,1.13043,1.147579
5.125,0.130269,2.90678,0.132611,2.836775,0.137578,2.711481,0.187887,2.360167,0.2701,2.059864,0.342474,1.804863,0.530158,1.550101,0.805457,1.362213,1.131503,1.149265
5.133333,0.130209,2.906763,0.135759,2.832519,0.137587,2.711509,0.187919,2.360245,0.270306,2.060006,0.3427,1.80496,0.530549,1.550479,0.805815,1.362214,1.132708,1.150857
5.141667,0.130152,2.906724,0.132625,2.836798,0.137569,2.711546,0.188004,2.360278,0.270486,2.060129,0.342971,1.805118,0.530885,1.550834,0.807059,1.363933,1.133713,1.15205
5.15,0.130262,2.906788,0.135716,2.832536,0.137577,2.711585,0.188029,2.36038,0.270676,2.060263,0.343164,1.805253,0.531239,1.551183,0.807878,1.36505,1.134852,1.153398
5.158333,0.130212,2.906756,0.132614,2.836826,0.137562,2.711599,0.18809,2.360436,0.270845,2.060354,0.343406,1.80537,0.530975,1.551037,0.808659,1.366109,1.135995,1.154908
5.166667,0.125847,2.905709,0.135723,2.832515,0.137555,2.7116,0.188107,2.360497,0.270966,2.060428,0.343639,1.805473,0.532136,1.552027,0.809317,1.366987,1.136908,1.156138
5.175,0.125829,2.905689,0.13259,2.836803,0.137543,2.711609,0.188136,2.360512,0.271101,2.060481,0.343906,1.805532,0.532572,1.55237,0.809883,1.367647,1.137849,1.157405
5.183333,0.130207,2.906726,0.135768,2.832465,0.13757,2.711557,0.188205,2.360493,0.271259,2.060497,0.344136,1.805565,0.534249,1.554405,0.810302,1.367895,1.138945,1.158704
5.191667,0.130182,2.906728,0.132571,2.836775,0.13757,2.711501,0.188265,2.360476,0.271418,2.060518,0.344383,1.805565,0.534673,1.554716,0.811015,1.36864,1.13995,1.159916
5.2,0.130123,2.906676,0.135785,2.832376,0.137556,2.711446,0.188338,2.360436,0.271557,2.060564,0.344564,1.80556,0.535138,1.554981,0.811759,1.369379,1.140904,1.160953
5.208333,0.13023,2.906766,0.135808,2.832365,0.137579,2.71139,0.188358,2.360408,0.271713,2.060585,0.344798,1.805593,0.535534,1.555265,0.812377,1.36999,1.141899,1.162181
5.216667,0.130173,2.906693,0.135783,2.832371,0.137571,2.711376,0.188404,2.360421,0.271924,2.060733,0.345064,1.805635,0.53598,1.555545,0.813074,1.370759,1.142923,1.163499
5.225,0.13015,2.906694,0.13583,2.832354,0.137558,2.711384,0.188441,2.360476,0.27211,2.060865,0.345287,1.805702,0.536439,1.556006,0.813781,1.371519,1.143915,1.164788
5.233333,0.130139,2.906723,0.130953,2.836419,0.137556,2.711417,0.188498,2.360545,0.272369,2.061106,0.345552,1.80589,0.536861,1.556402,0.814687,1.372734,1.14476,1.165876
5.241667,0.130043,2.906667,0.132573,2.836785,0.137526,2.711506,0.188533,2.360649,0.272585,2.061375,0.345808,1.8061,0.53728,1.556934,0.815358,1.373598,1.145699,1.16712
5.25,0.125811,2.905636,0.132525,2.836821,0.137534,2.711577,0.188565,2.360799,0.272801,2.061658,0.346068,1.806333,0.53783,1.55758,0.816045,1.374413,1.146811,1.168581
5.258333,0.125867,2.905815,0.132524,2.836853,0.137517,2.711661,0.188593,2.36095,0.273081,2.061944,0.346387,1.806552,0.538386,1.558242,0.816618,1.375158,1.147799,1.169879
5.266667,0.130205,2.90679,0.132539,2.836869,0.137506,2.71174,0.188641,2.361063,0.273383,2.062238,0.346638,1.806766,0.538794,1.55872,0.817275,1.375875,1.14844,1.177144
5.275,0.130186,2.906756,0.132529,2.836833,0.137508,2.711735,0.188727,2.36111,0.273623,2.062395,0.346934,1.806899,0.539225,1.559159,0.818013,1.376787,1.149555,1.172171
5.283333,0.130167,2.906768,0.132526,2.836852,0.137519,2.711674,0.188776,2.361083,0.273308,2.061729,0.347207,1.806965,0.539621,1.559422,0.818831,1.377629,1.150433,1.173317
5.291667,0.130256,2.906775,0.132516,2.836798,0.137525,2.711566,0.188855,2.360996,0.273454,2.061726,0.34744,1.806967,0.540007,1.559619,0.819571,1.378295,1.151375,1.174253
5.3,0.130219,2.906759,0.130889,2.836417,0.137534,2.711459,0.188928,2.360896,0.273585,2.06165,0.347692,1.806904,0.540404,1.559739,0.820285,1.378924,1.152289,1.17516
5.308333,0.13022,2.906742,0.135753,2.832361,0.137555,2.711372,0.189003,2.360841,0.273741,2.061571,0.347949,1.806826,0.540771,1.559623,0.820899,1.379368,1.153227,1.176123
5.316667,0.130126,2.906694,0.135842,2.832295,0.13756,2.711298,0.18906,2.360775,0.273928,2.061533,0.348193,1.806762,0.541161,1.55968,0.821468,1.379743,1.15424,1.177167
5.325,0.13017,2.90673,0.135786,2.832333,0.137557,2.711297,0.18911,2.36077,0.274096,2.061612,0.348398,1.806816,0.54154,1.559704,0.82211,1.380267,1.155263,1.17828
5.333333,0.130167,2.906722,0.135819,2.832321,0.137552,2.711328,0.189144,2.360855,0.27424,2.06172,0.348633,1.806886,0.541935,1.559879,0.822801,1.380882,1.156236,1.179449
5.341667,0.130167,2.906717,0.132566,2.836761,0.137521,2.711442,0.189158,2.360976,0.274372,2.061858,0.348814,1.807085,0.542411,1.560328,0.823464,1.381544,1.157087,1.180398
5.35,0.130248,2.906801,0.132559,2.836818,0.13751,2.711568,0.189221,2.361135,0.274516,2.062029,0.349043,1.807288,0.54286,1.560734,0.824041,1.382194,1.15793,1.181443
5.358333,0.130306,2.906835,0.132554,2.836823,0.137506,2.711675,0.189211,2.361298,0.274592,2.06222,0.349189,1.807498,0.543242,1.561154,0.824561,1.382702,1.158846,1.18256
5.366667,0.13024,2.906779,0.132559,2.836852,0.137525,2.711719,0.189227,2.361361,0.274689,2.062284,0.349332,1.807615,0.543544,1.561312,0.825013,1.383074,1.159585,1.183402
5.375,0.130158,2.906783,0.132572,2.836834,0.137506,2.711721,0.189252,2.361357,0.274758,2.062297,0.349472,1.807616,0.543719,1.561283,0.825415,1.383378,1.160195,1.184045
5.383333,0.125872,2.905857,0.132562,2.836842,0.137533,2.711653,0.18928,2.361245,0.274768,2.062208,0.349523,1.807552,0.543837,1.561169,0.825762,1.383595,1.160699,1.184611
5.391667,0.130183,2.906765,0.132603,2.836833,0.13755,2.711557,0.189324,2.361125,0.274779,2.062098,0.349547,1.807404,0.543862,1.560915,0.825987,1.383753,1.161091,1.185004
5.4,0.130193,2.906736,0.132578,2.836824,0.137541,2.711476,0.189293,2.361028,0.274769,2.06192,0.349518,1.807242,0.543773,1.5606,0.826165,1.383864,1.161396,1.185254
5.408333,0.130288,2.906771,0.13095,2.836397,0.13757,2.711401,0.189277,2.360923,0.274729,2.061832,0.349462,1.807135,0.543723,1.56041,0.826276,1.383893,1.161604,1.185525
5.416667,0.130317,2.906759,0.137198,2.839194,0.137566,2.711352,0.18923,2.36088,0.274652,2.06176,0.349344,1.807057,0.543654,1.560261,0.826306,1.383951,1.161744,1.185742
5.425,0.130344,2.906774,0.130906,2.836379,0.137559,2.71137,0.189145,2.360891,0.274578,2.061812,0.349198,1.807055,0.5435,1.560295,0.826259,1.384019,1.161775,1.185926
5.433333,0.130337,2.906771,0.135899,2.83214,0.137544,2.711382,0.189075,2.360972,0.274441,2.061869,0.34902,1.807094,0.543327,1.560226,0.82613,1.384057,1.1617,1.186041
5.441667,0.130335,2.906798,0.130901,2.836432,0.137539,2.711426,0.188988,2.361049,0.274279,2.061947,0.34884,1.807162,0.543057,1.560197,0.825922,1.384058,1.161544,1.186136
5.45,0.130205,2.906675,0.135876,2.832193,0.137518,2.711464,0.188876,2.3611,0.274103,2.062049,0.348598,1.807204,0.542744,1.560179,0.825595,1.384033,1.161286,1.186087
5.458333,0.130329,2.906831,0.131014,2.836401,0.137512,2.711505,0.188733,2.361169,0.273879,2.06211,0.348339,1.807304,0.542352,1.560097,0.825197,1.383904,1.160885,1.185915
5.466667,0.130219,2.906766,0.135881,2.832242,0.137478,2.711547,0.18857,2.361291,0.273657,2.062192,0.348025,1.807383,0.541968,1.559985,0.824705,1.383748,1.160429,1.185727
5.475,0.130225,2.906762,0.132595,2.836814,0.137452,2.711577,0.188415,2.36139,0.273353,2.062196,0.347706,1.807422,0.541459,1.559834,0.824078,1.383534,1.159788,1.185383
5.483333,0.130134,2.906751,0.135683,2.832544,0.13743,2.711628,0.188218,2.361489,0.273015,2.062233,0.347281,1.807482,0.540956,1.559718,0.823493,1.383211,1.159012,1.184818
5.491667,0.130211,2.906772,0.132578,2.836817,0.137385,2.711631,0.187959,2.361585,0.272656,2.062263,0.346769,1.807473,0.540346,1.559493,0.822766,1.38276,1.158039,1.184283
5.5,0.130207,2.906777,0.135674,2.832512,0.137359,2.711625,0.187738,2.361696,0.272237,2.062278,0.346299,1.807467,0.53964,1.559173,0.821896,1.382185,1.156947,1.183423
5.508333,0.125843,2.905706,0.132516,2.836824,0.137334,2.711607,0.187442,2.361769,0.271775,2.062249,0.345634,1.807432,0.538994,1.558978,0.821008,1.381496,1.155835,1.182491
5.516667,0.130232,2.906744,0.135653,2.832455,0.137303,2.711551,0.187179,2.361847,0.271288,2.062271,0.34489,1.807346,0.538098,1.558539,0.820039,1.380801,1.154644,1.181559
5.525,0.13026,2.90677,0.130883,2.836349,0.137281,2.711513,0.186851,2.361946,0.27071,2.062171,0.344091,1.807303,0.537091,1.558047,0.818878,1.38016,1.15329,1.180328
5.533333,0.130245,2.906747,0.135754,2.832145,0.137263,2.711463,0.186478,2.362042,0.270133,2.06215,0.343289,1.807322,0.536049,1.557632,0.817451,1.379275,1.151562,1.178856
5.541667,0.13028,2.906799,0.130783,2.83636,0.137228,2.711411,0.186087,2.362149,0.269524,2.062153,0.342482,1.807353,0.534874,1.557137,0.816066,1.37834,1.149747,1.17744
5.55,0.130279,2.906771,0.135774,2.832109,0.137181,2.711413,0.185668,2.362294,0.268821,2.062187,0.341707,1.807328,0.533567,1.556501,0.814542,1.377414,1.148038,1.17627
5.558333,0.130139,2.906733,0.135676,2.832315,0.137131,2.711426,0.185305,2.362452,0.268115,2.062308,0.340899,1.807315,0.532404,1.556233,0.813102,1.376549,1.146074,1.174534
5.566667,0.130216,2.906778,0.135607,2.832401,0.137081,2.711461,0.184845,2.362662,0.267431,2.062489,0.340021,1.807359,0.531232,1.555902,0.811249,1.375356,1.143997,1.172851
5.575,0.130194,2.906809,0.130742,2.836417,0.137019,2.711529,0.184385,2.362951,0.267179,2.06339,0.338918,1.807376,0.529776,1.555501,0.80942,1.374319,1.141826,1.1711
5.583333,0.130237,2.906844,0.13566,2.83224,0.136966,2.711614,0.183883,2.363245,0.266171,2.063433,0.337717,1.80748,0.528349,1.555215,0.807615,1.373512,1.139618,1.169563
5.591667,0.130213,2.906834,0.132406,2.836829,0.136922,2.711699,0.183417,2.363575,0.26517,2.063386,0.336582,1.807575,0.526837,1.554859,0.805596,1.372329,1.136929,1.167381
