,hip1,,hip2,,hip3,,femur1,,femur2,,femur3,,tibia1,,tibia2,,tibia3,
Time,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
15.958333,0.130635,2.907022,0.134355,2.837122,0.142016,2.711747,0.231788,2.383139,0.340735,2.09152,0.434831,1.843832,0.600192,1.512193,0.808869,1.252217,1.059896,0.954321
15.966667,0.130624,2.907032,0.134361,2.837149,0.142002,2.711752,0.231786,2.383149,0.340826,2.091558,0.434995,1.843893,0.600502,1.512398,0.809449,1.252604,1.060678,0.95507
15.975,0.13064,2.907024,0.134349,2.838216,0.142005,2.711756,0.231809,2.383131,0.340905,2.09157,0.435177,1.843943,0.600851,1.512658,0.810027,1.253152,1.061461,0.955796
15.983333,0.13065,2.907035,0.134307,2.838233,0.142013,2.71174,0.231828,2.383166,0.341003,2.091575,0.435338,1.844043,0.60115,1.512923,0.810557,1.253611,1.062331,0.956531
15.991667,0.130727,2.907082,0.134383,2.837127,0.142018,2.711726,0.231864,2.383128,0.341087,2.091596,0.435507,1.844074,0.601464,1.513134,0.811109,1.254097,1.063083,0.957229
16,0.130656,2.907026,0.134359,2.837136,0.142014,2.711732,0.231867,2.383152,0.34116,2.091604,0.43565,1.844117,0.601768,1.513408,0.811642,1.254539,1.063774,0.957656
16.008333,0.13068,2.907029,0.134376,2.838201,0.142002,2.71171,0.231888,2.383125,0.341241,2.091613,0.435788,1.844175,0.602067,1.513727,0.812172,1.254973,1.064527,0.958177
16.016667,0.130593,2.906974,0.134357,2.837125,0.142004,2.711697,0.231899,2.383136,0.341312,2.09163,0.435923,1.844198,0.602423,1.514058,0.812678,1.255443,1.065449,0.958845
16.025,0.130571,2.906964,0.134374,2.837149,0.141998,2.711688,0.231921,2.383134,0.341386,2.091653,0.436041,1.844267,0.602764,1.514405,0.813199,1.255877,1.066295,0.959629
16.033333,0.130672,2.907017,0.134369,2.837103,0.141986,2.7117,0.231946,2.383138,0.341499,2.091669,0.436244,1.843715,0.603121,1.514761,0.8138,1.256415,1.067091,0.960313
16.041667,0.130592,2.906965,0.134363,2.837147,0.14199,2.711722,0.231944,2.383188,0.341546,2.091742,0.43627,1.844392,0.603429,1.515155,0.814278,1.256924,1.067898,0.961197
16.05,0.130537,2.906956,0.13435,2.83717,0.141982,2.711757,0.231971,2.38323,0.341601,2.091783,0.43641,1.844435,0.603702,1.515513,0.814822,1.257376,1.068601,0.961876
16.058333,0.13064,2.907039,0.134376,2.837156,0.141976,2.71175,0.231961,2.383276,0.341624,2.091837,0.436501,1.844512,0.603955,1.515807,0.815302,1.257798,1.069236,0.962398
16.066667,0.130612,2.906994,0.134351,2.837147,0.141966,2.711764,0.231977,2.383293,0.341709,2.091892,0.436624,1.844565,0.604188,1.516103,0.815847,1.258363,1.069945,0.963043
16.075,0.130604,2.906999,0.134357,2.837123,0.141955,2.711758,0.231981,2.383312,0.341762,2.091894,0.436722,1.844646,0.604465,1.516341,0.816386,1.258821,1.070679,0.963763
16.083333,0.130617,2.907006,0.134346,2.837109,0.141971,2.711742,0.23198,2.383297,0.341831,2.091902,0.436826,1.844617,0.604713,1.516632,0.816934,1.259329,1.071462,0.96452
16.091667,0.130672,2.907022,0.134368,2.837104,0.141935,2.711735,0.231984,2.383274,0.341878,2.091929,0.436897,1.844648,0.60495,1.516925,0.817415,1.259737,1.072162,0.965218
16.1,0.13063,2.907012,0.134345,2.837111,0.141935,2.711726,0.232005,2.383266,0.341962,2.091928,0.437082,1.844071,0.605209,1.51716,0.81787,1.260159,1.072769,0.96568
16.108333,0.130624,2.907024,0.134334,2.837111,0.141938,2.711712,0.231991,2.383268,0.341992,2.09194,0.437148,1.844097,0.605495,1.517457,0.818278,1.260589,1.073381,0.966327
16.116667,0.130652,2.907025,0.134318,2.837153,0.141946,2.711727,0.231998,2.383294,0.342065,2.091984,0.437245,1.844181,0.605754,1.51774,0.818677,1.260983,1.074043,0.967085
16.125,0.130698,2.907036,0.134327,2.837112,0.141918,2.711725,0.231991,2.383331,0.342111,2.09202,0.437345,1.844184,0.606,1.518026,0.819094,1.261507,1.074743,0.967809
16.133333,0.130627,2.907012,0.134322,2.837137,0.141923,2.711719,0.232006,2.383322,0.342172,2.092048,0.437409,1.844244,0.606245,1.518312,0.819584,1.261937,1.075399,0.968508
16.141667,0.130565,2.906981,0.134291,2.837119,0.141912,2.711731,0.23198,2.383321,0.3422,2.092066,0.43749,1.844255,0.606497,1.518603,0.820016,1.262397,1.076052,0.969148
16.15,0.130639,2.907051,0.134304,2.837116,0.141876,2.711709,0.231952,2.383304,0.342223,2.092041,0.437555,1.844282,0.606689,1.51868,0.820534,1.262836,1.076749,0.969714
16.158333,0.130635,2.907021,0.134278,2.837111,0.141879,2.711705,0.231918,2.383217,0.342254,2.092006,0.437587,1.844281,0.60689,1.518763,0.820944,1.263199,1.077419,0.970132
16.166667,0.130615,2.907056,0.134267,2.837129,0.141851,2.711736,0.231903,2.383164,0.342245,2.09196,0.437626,1.844209,0.607133,1.518815,0.821372,1.263448,1.078099,0.970398
16.175,0.130553,2.907,0.134253,2.837112,0.141841,2.711712,0.231853,2.383101,0.34223,2.091911,0.437609,1.8442,0.607295,1.518897,0.821772,1.263708,1.078844,0.970905
16.183333,0.130534,2.906955,0.134267,2.837136,0.141849,2.711736,0.231871,2.383098,0.342203,2.091905,0.437542,1.844773,0.60742,1.518934,0.822111,1.26399,1.079506,0.971366
16.191667,0.130693,2.907044,0.134261,2.83711,0.141811,2.711767,0.231862,2.383088,0.3422,2.091914,0.437615,1.844192,0.607511,1.519025,0.822435,1.264212,1.080099,0.971804
16.2,0.130593,2.906993,0.134272,2.837134,0.14183,2.711746,0.231812,2.383071,0.342172,2.091926,0.437629,1.844219,0.607539,1.519071,0.822702,1.264435,1.080562,0.972194
16.208333,0.130641,2.907032,0.134258,2.837127,0.141795,2.711748,0.231801,2.383052,0.342153,2.091909,0.437583,1.844162,0.607584,1.519099,0.822921,1.264627,1.080991,0.972573
16.216667,0.130626,2.90701,0.134259,2.837138,0.14181,2.711751,0.231778,2.382979,0.342118,2.091858,0.437556,1.844111,0.607601,1.519037,0.823166,1.264696,1.081308,0.972668
16.225,0.13058,2.906993,0.134269,2.837154,0.141828,2.711711,0.231753,2.382944,0.342105,2.09175,0.437513,1.844031,0.607627,1.518944,0.823297,1.264753,1.081578,0.972806
16.233333,0.130707,2.907044,0.134281,2.838181,0.141841,2.711681,0.231756,2.382859,0.342071,2.091673,0.437456,1.843953,0.607606,1.518756,0.823453,1.264772,1.081803,0.972943
16.241667,0.130705,2.907044,0.134299,2.838166,0.141839,2.711662,0.231723,2.382798,0.342026,2.09163,0.437438,1.843861,0.607599,1.518729,0.823491,1.264772,1.081949,0.972936
16.25,0.130602,2.90698,0.134294,2.837125,0.141852,2.711639,0.231733,2.382747,0.341991,2.091574,0.437399,1.843817,0.607517,1.518689,0.823542,1.264769,1.082054,0.972993
16.258333,0.130646,2.907007,0.13435,2.838199,0.14184,2.711637,0.231717,2.382705,0.341964,2.09153,0.437323,1.843774,0.607464,1.518682,0.823494,1.264777,1.082092,0.973004
16.266667,0.130708,2.907037,0.134376,2.838228,0.141855,2.711692,0.231678,2.382742,0.341898,2.091564,0.437263,1.843781,0.6074,1.5188,0.823414,1.264795,1.082022,0.973087
16.275,0.130693,2.907023,0.134342,2.838226,0.141833,2.711696,0.231626,2.382772,0.341847,2.091567,0.437193,1.843802,0.607321,1.51886,0.823312,1.264801,1.081924,0.973073
16.283333,0.130653,2.907014,0.134325,2.838198,0.141817,2.711718,0.231603,2.382848,0.341806,2.09161,0.437065,1.844465,0.607223,1.518887,0.823112,1.26479,1.081736,0.973077
16.291667,0.130649,2.907037,0.134323,2.837189,0.141827,2.711759,0.231587,2.382889,0.341743,2.091679,0.436991,1.844463,0.607026,1.518925,0.822901,1.264719,1.081427,0.973038
16.3,0.130737,2.90708,0.134322,2.837156,0.1418,2.711793,0.231585,2.382938,0.34171,2.091702,0.437022,1.84387,0.606905,1.518986,0.82265,1.264604,1.081129,0.972965
16.308333,0.130575,2.907012,0.134324,2.837161,0.141785,2.711788,0.231547,2.382939,0.341653,2.091699,0.436848,1.844479,0.606708,1.518975,0.822372,1.26445,1.080768,0.972853
16.316667,0.130628,2.907063,0.134348,2.838234,0.14181,2.711794,0.231551,2.382909,0.341591,2.091678,0.43679,1.844432,0.606543,1.518885,0.822029,1.264188,1.080337,0.97256
16.325,0.130665,2.907043,0.134281,2.837185,0.141811,2.71177,0.231505,2.382891,0.341577,2.091615,0.436697,1.844381,0.606345,1.518784,0.821679,1.263984,1.079768,0.972116
16.333333,0.130665,2.907043,0.134319,2.837164,0.141815,2.711726,0.231494,2.382838,0.341536,2.091577,0.43662,1.844369,0.606145,1.518682,0.82134,1.26371,1.079191,0.971713
16.341667,0.130698,2.907065,0.134293,2.837176,0.141815,2.71171,0.231455,2.382799,0.341462,2.091513,0.436539,1.84429,0.605921,1.518572,0.820858,1.263323,1.078624,0.971171
16.35,0.130677,2.907021,0.134316,2.838221,0.141848,2.71166,0.231421,2.382766,0.341402,2.091483,0.436474,1.844242,0.605663,1.518458,0.820475,1.263116,1.077957,0.970639
16.358333,0.130794,2.907095,0.134362,2.838236,0.141822,2.711667,0.231406,2.382752,0.341353,2.091455,0.436475,1.84359,0.605425,1.518375,0.820015,1.262854,1.077308,0.970199
16.366667,0.130639,2.907017,0.134334,2.838215,0.141836,2.711647,0.231333,2.382716,0.341276,2.091445,0.436373,1.843517,0.605159,1.518305,0.819564,1.26256,1.076686,0.969877
16.375,0.130584,2.906988,0.134375,2.838221,0.141809,2.711668,0.231272,2.382755,0.341165,2.091432,0.436137,1.844089,0.604949,1.518322,0.819129,1.262409,1.076085,0.969454
16.383333,0.130584,2.907004,0.13437,2.838218,0.141788,2.711705,0.231188,2.382752,0.341044,2.091441,0.435976,1.844099,0.604692,1.518313,0.818728,1.262288,1.075457,0.969111
16.391667,0.130623,2.907033,0.134324,2.837168,0.141791,2.711736,0.231093,2.382795,0.340891,2.091427,0.4358,1.844075,0.604437,1.518372,0.818248,1.262134,1.074766,0.968645
16.4,0.130654,2.907053,0.134324,2.837196,0.141786,2.711763,0.231009,2.382777,0.340774,2.091429,0.435624,1.844055,0.604114,1.51839,0.817779,1.262059,1.074196,0.968421
16.408333,0.130658,2.907069,0.134302,2.837202,0.141748,2.711787,0.230902,2.382789,0.340602,2.091382,0.435344,1.843943,0.60379,1.518349,0.817293,1.261938,1.073572,0.96821
16.416667,0.130656,2.907079,0.134291,2.837193,0.141735,2.711799,0.230806,2.382727,0.340324,2.091329,0.435064,1.843814,0.60339,1.518291,0.81684,1.261845,1.072917,0.967937
16.425,0.130619,2.907053,0.134301,2.837165,0.141714,2.711809,0.230659,2.382647,0.340038,2.091214,0.434685,1.843627,0.602989,1.518237,0.816326,1.261728,1.072313,0.967714
16.433333,0.130607,2.907028,0.13426,2.837191,0.141693,2.711789,0.230511,2.382567,0.339754,2.091057,0.43424,1.843414,0.602539,1.51811,0.815783,1.261583,1.071668,0.967481
16.441667,0.130668,2.90706,0.134255,2.837161,0.141683,2.711759,0.230325,2.382438,0.339431,2.090817,0.433793,1.84314,0.602025,1.517943,0.815225,1.261512,1.071046,0.967222
16.45,0.13066,2.907047,0.134258,2.838223,0.141672,2.711715,0.230155,2.382287,0.339125,2.090623,0.433315,1.842865,0.601474,1.517789,0.814682,1.261361,1.070431,0.967072
16.458333,0.130781,2.907118,0.134208,2.837161,0.141638,2.711704,0.229951,2.382171,0.338779,2.090366,0.432801,1.842557,0.600815,1.517638,0.814112,1.261216,1.069864,0.966974
16.466667,0.130671,2.907056,0.134234,2.838162,0.141631,2.71167,0.229784,2.382002,0.338417,2.090174,0.432304,1.842341,0.600161,1.517338,0.813575,1.261123,1.069363,0.966995
16.475,0.130677,2.907027,0.134258,2.838216,0.141601,2.711658,0.229615,2.381896,0.338028,2.089898,0.431741,1.842084,0.599486,1.517214,0.813045,1.261067,1.068877,0.967042
16.483333,0.130747,2.907058,0.134201,2.838205,0.141575,2.71165,0.229442,2.381752,0.337649,2.089647,0.431135,1.841792,0.598864,1.517094,0.812484,1.261074,1.068454,0.967176
16.491667,0.130746,2.907089,0.134215,2.838216,0.14155,2.711659,0.229228,2.381692,0.337237,2.089473,0.430515,1.841605,0.598234,1.517098,0.81184,1.260983,1.067987,0.967361
16.5,0.130606,2.907012,0.134169,2.837152,0.141525,2.711693,0.229051,2.381602,0.336834,2.089312,0.429923,1.84139,0.59752,1.517033,0.811249,1.261031,1.067597,0.967643
16.508333,0.130659,2.907032,0.1342,2.838216,0.141476,2.711723,0.228801,2.381468,0.336429,2.089128,0.429308,1.841144,0.59685,1.517052,0.810627,1.261156,1.06716,0.967813
16.516667,0.130699,2.907051,0.1342,2.838211,0.14147,2.711745,0.228603,2.381392,0.336052,2.089002,0.428639,1.840883,0.596149,1.517144,0.810102,1.261317,1.066771,0.968112
16.525,0.130649,2.907051,0.134151,2.837137,0.141397,2.711778,0.228332,2.38121,0.335568,2.088807,0.427928,1.839948,0.595398,1.517225,0.809527,1.261478,1.066404,0.968337
16.533333,0.130576,2.907035,0.134122,2.837124,0.141411,2.711782,0.228001,2.381081,0.335026,2.088581,0.427242,1.840276,0.594609,1.517144,0.808955,1.261657,1.065983,0.968497
16.541667,0.130571,2.907015,0.134088,2.837139,0.141313,2.711751,0.227724,2.380878,0.334322,2.088224,0.426625,1.840051,0.594165,1.517527,0.808376,1.261754,1.065585,0.968746
16.55,0.130614,2.90702,0.134077,2.837137,0.141307,2.711752,0.227455,2.380686,0.333788,2.087945,0.425993,1.839689,0.592966,1.516982,0.807703,1.261721,1.065151,0.968878
16.558333,0.130592,2.906991,0.134076,2.837124,0.141284,2.711705,0.22722,2.380417,0.333308,2.087613,0.425227,1.839231,0.592186,1.51675,0.807008,1.261637,1.064689,0.968999
16.566667,0.130654,2.907031,0.134052,2.837088,0.141264,2.711658,0.22697,2.380178,0.332856,2.087316,0.424587,1.838844,0.591377,1.516606,0.806268,1.261395,1.064186,0.969078
16.575,0.13065,2.907017,0.133983,2.837093,0.141217,2.711624,0.226707,2.37996,0.33235,2.087013,0.42386,1.83845,0.590568,1.516452,0.80569,1.261393,1.063695,0.969261
16.583333,0.130624,2.906986,0.133999,2.837059,0.141198,2.711621,0.226471,2.379766,0.331887,2.086783,0.423112,1.838054,0.589792,1.516298,0.805095,1.261473,1.063224,0.9694
16.591667,0.130682,2.907046,0.133981,2.837063,0.141141,2.711606,0.226186,2.379583,0.331432,2.086556,0.422283,1.837621,0.589014,1.516189,0.804517,1.261581,1.06274,0.969621
16.6,0.130652,2.906993,0.133956,2.837077,0.14112,2.711613,0.225924,2.379371,0.330924,2.086298,0.421516,1.837264,0.588274,1.516074,0.803975,1.261807,1.062288,0.96986
16.608333,0.130559,2.906967,0.133936,2.837065,0.141072,2.711638,0.225706,2.379243,0.330376,2.086066,0.420777,1.836979,0.587488,1.515918,0.803322,1.261944,1.06178,0.970177
16.616667,0.130703,2.907037,0.133927,2.837071,0.141045,2.711685,0.225512,2.379126,0.329846,2.08578,0.420066,1.836652,0.586583,1.515841,0.802627,1.262036,1.061219,0.970424
16.625,0.130556,2.906989,0.133891,2.83708,0.141018,2.71168,0.225205,2.378927,0.329327,2.085495,0.419362,1.836282,0.585705,1.515889,0.80184,1.262083,1.060663,0.970644
16.633333,0.130601,2.906988,0.133942,2.837062,0.140966,2.711703,0.224914,2.378847,0.328694,2.085262,0.418723,1.836026,0.584848,1.515854,0.801107,1.262057,1.060061,0.970731
16.641667,0.130535,2.906962,0.133893,2.837083,0.140915,2.711716,0.22463,2.378678,0.328139,2.084993,0.418063,1.83575,0.584019,1.51589,0.800294,1.26203,1.059465,0.970795
16.65,0.13044,2.906929,0.13386,2.837099,0.140911,2.711713,0.224307,2.378465,0.327627,2.084739,0.417392,1.835452,0.583146,1.515639,0.799613,1.261986,1.058847,0.970824
16.658333,0.130567,2.906996,0.133879,2.83708,0.140865,2.711707,0.224018,2.37826,0.327114,2.084416,0.416604,1.83502,0.582268,1.515443,0.798922,1.261981,1.05821,0.970877
16.666667,0.130547,2.906975,0.133863,2.837122,0.140855,2.711686,0.223756,2.378024,0.326654,2.084123,0.415835,1.834605,0.581446,1.515242,0.798233,1.261896,1.057451,0.970841
16.675,0.130589,2.907006,0.133863,2.837071,0.140843,2.711644,0.223509,2.377817,0.326201,2.083827,0.415037,1.834189,0.58066,1.515005,0.79708,1.261017,1.056724,0.970825
16.683333,0.130557,2.906975,0.133814,2.837041,0.140809,2.711603,0.223207,2.377557,0.325733,2.083484,0.414291,1.833833,0.579837,1.514831,0.796291,1.260938,1.056002,0.970725
16.691667,0.130606,2.906998,0.133828,2.837034,0.140766,2.711596,0.222925,2.377367,0.325164,2.083209,0.413523,1.833451,0.579029,1.514832,0.795503,1.260893,1.055358,0.970903
16.7,0.130605,2.907028,0.13381,2.837028,0.140727,2.711603,0.222645,2.37719,0.324608,2.082961,0.412722,1.833114,0.578116,1.514693,0.794992,1.261535,1.054631,0.970991
16.708333,0.130561,2.906954,0.133773,2.837042,0.140689,2.711607,0.222328,2.377002,0.324069,2.082677,0.41193,1.832779,0.577174,1.514653,0.794098,1.261422,1.053828,0.971022
16.716667,0.13058,2.907033,0.133801,2.837075,0.140666,2.711634,0.222074,2.376869,0.32354,2.082449,0.411132,1.832406,0.576319,1.514599,0.793272,1.261429,1.053016,0.971023
16.725,0.130501,2.906964,0.133724,2.837045,0.140635,2.711651,0.221827,2.376719,0.322869,2.08221,0.410306,1.832088,0.575381,1.514499,0.791991,1.260804,1.052212,0.970896
16.733333,0.130564,2.906972,0.133751,2.837046,0.14061,2.711672,0.221591,2.376589,0.322302,2.081947,0.409519,1.831791,0.574416,1.51436,0.791208,1.260777,1.051392,0.970766
16.741667,0.130515,2.90695,0.133766,2.837035,0.140566,2.711681,0.221292,2.376411,0.321736,2.081699,0.40879,1.831553,0.57346,1.514212,0.790281,1.260732,1.050466,0.970696
16.75,0.130484,2.906991,0.133748,2.837047,0.140553,2.711673,0.221006,2.376236,0.321163,2.081419,0.408136,1.831251,0.572425,1.51403,0.789359,1.260642,1.049498,0.970606
16.758333,0.130496,2.906953,0.13376,2.837013,0.140511,2.711679,0.220756,2.376039,0.320669,2.081165,0.407294,1.83082,0.571379,1.513811,0.788407,1.260567,1.048611,0.97067
16.766667,0.130454,2.90694,0.133742,2.837029,0.140491,2.711698,0.220455,2.375821,0.320091,2.080861,0.406531,1.830415,0.570493,1.513513,0.787498,1.260338,1.047797,0.970696
16.775,0.130552,2.906989,0.133749,2.837003,0.140475,2.711671,0.220179,2.375652,0.31949,2.080568,0.405731,1.830036,0.569578,1.513298,0.786599,1.260276,1.047029,0.970841
16.783333,0.130572,2.906971,0.133753,2.836983,0.140461,2.711666,0.219907,2.37549,0.318957,2.080258,0.404922,1.829645,0.568728,1.513182,0.785737,1.260208,1.046251,0.970814
16.791667,0.130447,2.906935,0.133764,2.837004,0.140437,2.711679,0.219655,2.375283,0.318413,2.080009,0.404055,1.829236,0.567791,1.513139,0.784836,1.260183,1.045397,0.970744
16.8,0.130527,2.906982,0.133706,2.836987,0.140426,2.711647,0.219385,2.375132,0.317911,2.079732,0.403186,1.828855,0.566758,1.51314,0.783931,1.260186,1.044539,0.970667
16.808333,0.130469,2.906914,0.133709,2.836996,0.140407,2.711671,0.219106,2.374938,0.317283,2.079456,0.402438,1.828499,0.565743,1.513061,0.783042,1.260186,1.043559,0.97054
16.816667,0.130507,2.906955,0.133639,2.837,0.140354,2.71164,0.21875,2.374725,0.316691,2.079193,0.40162,1.828144,0.564763,1.513016,0.782135,1.26002,1.042693,0.970562
16.825,0.130562,2.907012,0.133683,2.837,0.140357,2.711663,0.218414,2.374548,0.316142,2.078882,0.40084,1.827819,0.56389,1.512927,0.781222,1.25977,1.041819,0.970633
16.833333,0.130485,2.906953,0.133672,2.83699,0.140298,2.71167,0.218156,2.374391,0.315589,2.07866,0.400119,1.827532,0.563103,1.512762,0.780374,1.259621,1.041026,0.97063
16.841667,0.130579,2.907026,0.133638,2.837013,0.140283,2.711663,0.217822,2.374199,0.315098,2.078434,0.399427,1.827285,0.562352,1.512672,0.779572,1.259581,1.040331,0.970739
16.85,0.130525,2.906996,0.133643,2.837016,0.140256,2.71167,0.217586,2.374068,0.31462,2.07816,0.398651,1.826987,0.561507,1.512513,0.778762,1.259495,1.039624,0.970811
16.858333,0.130534,2.907003,0.133629,2.837001,0.140242,2.71168,0.21735,2.373907,0.314144,2.077853,0.397848,1.826621,0.560566,1.512356,0.777957,1.259592,1.038829,0.970675
16.866667,0.130494,2.906967,0.133596,2.836988,0.140227,2.711692,0.217067,2.373736,0.313602,2.07756,0.397072,1.826304,0.559589,1.512243,0.777201,1.259702,1.038059,0.970576
16.875,0.130476,2.906964,0.133609,2.837007,0.140213,2.711681,0.216806,2.373556,0.313036,2.07725,0.396344,1.825963,0.558687,1.512131,0.776332,1.259618,1.037283,0.970589
16.883333,0.130487,2.907004,0.133555,2.836988,0.140167,2.711694,0.216524,2.373374,0.312475,2.077009,0.395636,1.82563,0.557889,1.512101,0.775493,1.259489,1.036485,0.970599
16.891667,0.130486,2.90697,0.133582,2.836969,0.140155,2.711685,0.216241,2.373186,0.311936,2.076713,0.394908,1.825256,0.557001,1.512051,0.77467,1.259434,1.035791,0.970715
16.9,0.130481,2.90698,0.133543,2.836998,0.140124,2.711697,0.215969,2.372983,0.311349,2.07651,0.394158,1.824858,0.556221,1.511993,0.773892,1.259419,1.03513,0.970814
16.908333,0.130492,2.907004,0.133578,2.837031,0.140099,2.711704,0.215694,2.372811,0.310814,2.076242,0.393415,1.824585,0.55547,1.511942,0.773206,1.259439,1.034553,0.970923
16.916667,0.130468,2.906955,0.133534,2.836974,0.140093,2.711716,0.215456,2.372662,0.310319,2.07604,0.392656,1.824221,0.55457,1.511791,0.77251,1.259448,1.034012,0.971084
16.925,0.130446,2.906933,0.133523,2.837021,0.14006,2.711701,0.215218,2.372437,0.309828,2.075755,0.391872,1.823815,0.553715,1.511575,0.771871,1.259511,1.033411,0.971328
16.933333,0.130534,2.906974,0.133527,2.837005,0.140073,2.711723,0.214958,2.372223,0.309301,2.075485,0.3912,1.823543,0.552867,1.511371,0.771204,1.259486,1.032823,0.971445
16.941667,0.130511,2.906961,0.133607,2.838079,0.140049,2.711721,0.214698,2.372063,0.308785,2.075199,0.390564,1.823285,0.551951,1.511054,0.77054,1.259499,1.032257,0.971564
16.95,0.13049,2.906949,0.133483,2.836983,0.140026,2.711725,0.214442,2.371895,0.308276,2.074906,0.389942,1.823035,0.551364,1.511217,0.769919,1.259637,1.031775,0.971725
16.958333,0.130479,2.906954,0.133457,2.837002,0.140011,2.711723,0.214237,2.371738,0.307787,2.074654,0.389271,1.822734,0.550714,1.511221,0.769238,1.259694,1.03134,0.971901
16.966667,0.130524,2.906968,0.133436,2.836959,0.139979,2.711729,0.213986,2.371561,0.307335,2.074433,0.388565,1.822375,0.550047,1.511228,0.768574,1.259663,1.030931,0.972047
16.975,0.130445,2.906927,0.133437,2.836986,0.139961,2.71174,0.213728,2.371404,0.306872,2.074253,0.387895,1.822073,0.550379,1.509528,0.767971,1.259751,1.030488,0.972254
16.983333,0.130371,2.906888,0.133414,2.836978,0.139962,2.711718,0.213475,2.371222,0.306443,2.074036,0.387195,1.821713,0.548516,1.511313,0.767358,1.259852,1.030072,0.972412
16.991667,0.130453,2.906916,0.133449,2.836962,0.139942,2.711722,0.213191,2.371046,0.306003,2.073795,0.386505,1.821357,0.547749,1.511255,0.766767,1.259841,1.029676,0.972689
17,0.130353,2.906898,0.13348,2.83693,0.139948,2.71173,0.212937,2.370857,0.305432,2.073608,0.38582,1.821028,0.547042,1.51124,0.766243,1.260022,1.029312,0.97292
17.008333,0.130396,2.90693,0.133457,2.836933,0.139923,2.711721,0.212677,2.370676,0.304914,2.073313,0.385077,1.820667,0.546729,1.51099,0.765773,1.260129,1.028978,0.973223
17.016667,0.130383,2.906915,0.133403,2.836957,0.139895,2.711749,0.212417,2.370509,0.304437,2.073046,0.384416,1.820399,0.5462,1.511015,0.765359,1.260185,1.02872,0.973531
17.025,0.130396,2.906943,0.133412,2.836965,0.139861,2.711778,0.212189,2.370355,0.303927,2.072778,0.383768,1.820146,0.545661,1.511002,0.764958,1.260322,1.028411,0.973896
17.033333,0.130427,2.906935,0.133384,2.836968,0.139852,2.711793,0.211972,2.370235,0.303476,2.072526,0.383153,1.819853,0.545181,1.511063,0.764502,1.260419,1.028214,0.974226
17.041667,0.130453,2.906933,0.133367,2.836983,0.139842,2.711802,0.211728,2.370061,0.303028,2.072293,0.382532,1.819592,0.544681,1.511054,0.764131,1.260506,1.027971,0.974577
17.05,0.130501,2.906963,0.133387,2.836985,0.139824,2.711819,0.211484,2.369914,0.302594,2.072073,0.381959,1.819352,0.544187,1.511098,0.763698,1.260624,1.027735,0.974908
17.058333,0.12603,2.905754,0.13336,2.836971,0.139798,2.711794,0.211205,2.369705,0.302134,2.071786,0.381381,1.81913,0.543034,1.510193,0.763312,1.260722,1.027531,0.97523
17.066667,0.130501,2.906936,0.133339,2.83697,0.139793,2.711768,0.210992,2.369499,0.30175,2.071577,0.380777,1.818881,0.542387,1.509999,0.762844,1.260778,1.027394,0.97556
17.075,0.13037,2.906892,0.133363,2.836966,0.139789,2.711744,0.210847,2.368878,0.301353,2.071346,0.380127,1.818599,0.541695,1.5099,0.76244,1.260942,1.027231,0.97584
17.083333,0.130407,2.906904,0.133372,2.836946,0.139762,2.711704,0.210609,2.368701,0.300914,2.071149,0.379467,1.818222,0.541057,1.509889,0.762044,1.261044,1.027126,0.976169
17.091667,0.130375,2.906852,0.133518,2.838027,0.139731,2.711706,0.210357,2.368484,0.300451,2.070896,0.378846,1.817922,0.540408,1.509853,0.76161,1.261241,1.027054,0.976503
17.1,0.130373,2.906891,0.13333,2.836971,0.139723,2.711715,0.210171,2.368347,0.299942,2.070671,0.378277,1.817644,0.539798,1.509734,0.761207,1.261397,1.026796,0.976413
17.108333,0.130409,2.906898,0.133335,2.836963,0.139724,2.711729,0.209972,2.368202,0.299423,2.070402,0.377737,1.817381,0.539187,1.509681,0.760861,1.261635,1.024381,0.973637
17.116667,0.130411,2.90691,0.133324,2.836957,0.139719,2.711761,0.209792,2.368135,0.299021,2.070246,0.377197,1.817161,0.538694,1.509674,0.760539,1.261811,1.026783,0.977601
17.125,0.130421,2.90694,0.13334,2.836976,0.139675,2.711797,0.20955,2.368017,0.298618,2.070057,0.376661,1.816905,0.538189,1.509671,0.760198,1.261999,1.026714,0.97809
17.133333,0.13042,2.906951,0.133356,2.836979,0.139665,2.71182,0.209324,2.367901,0.298244,2.069897,0.376084,1.816628,0.537682,1.509668,0.759914,1.262176,1.026634,0.978558
17.141667,0.13037,2.906906,0.133363,2.836976,0.139649,2.711849,0.209062,2.367778,0.297888,2.069732,0.375528,1.816361,0.537088,1.509561,0.759623,1.262352,1.026568,0.979117
17.15,0.126004,2.905796,0.133324,2.836993,0.139633,2.711846,0.208878,2.367613,0.297562,2.069556,0.374958,1.816065,0.536513,1.509459,0.75934,1.262502,1.026493,0.979506
17.158333,0.126039,2.905804,0.133331,2.836996,0.139626,2.711848,0.208626,2.367445,0.297178,2.069327,0.374374,1.815762,0.536003,1.509324,0.75908,1.262594,1.026474,0.979907
17.166667,0.130559,2.907012,0.133311,2.837007,0.139612,2.711828,0.20841,2.367255,0.296834,2.069093,0.373773,1.815389,0.535441,1.509174,0.758784,1.262647,1.026413,0.980275
