femur 1		femur 4		tibia 1		tibia4	
X	Y	X	Y	X	Y	X	Y
1.513431	1.333412	1.502356	0.932563	1.505442	0.666279	1.544882	0.377592
1.51344	1.333412	1.502358	0.93257	1.505522	0.66628	1.545053	0.377589
1.513427	1.333397	1.50239	0.932544	1.505583	0.66628	1.545221	0.377617
1.513447	1.333323	1.50245	0.932481	1.50565	0.666267	1.545375	0.377611
1.51344	1.333281	1.502467	0.932447	1.505743	0.666194	1.545559	0.377606
1.513445	1.333205	1.502534	0.932402	1.505803	0.666169	1.545725	0.377518
1.513426	1.333188	1.502557	0.932386	1.505872	0.666129	1.545893	0.377506
1.513402	1.333177	1.502566	0.932367	1.505952	0.666123	1.546053	0.377501
1.513368	1.333209	1.502589	0.932406	1.506046	0.666161	1.546169	0.377545
1.513324	1.333239	1.502621	0.932436	1.506093	0.666189	1.546309	0.377564
1.513272	1.333298	1.502623	0.932461	1.506167	0.666194	1.546422	0.377611
1.513237	1.333304	1.502605	0.932506	1.506249	0.666214	1.54654	0.377617
1.513187	1.333314	1.502621	0.932521	1.506312	0.666247	1.546649	0.377652
1.513137	1.333308	1.502595	0.932517	1.506336	0.666241	1.546768	0.377638
1.513098	1.333318	1.50259	0.932517	1.506411	0.66622	1.546871	0.377688
1.513082	1.333313	1.502543	0.932504	1.506456	0.666195	1.546971	0.377673
1.513095	1.333322	1.502542	0.932487	1.506444	0.666229	1.547102	0.377697
1.513133	1.333302	1.502518	0.932476	1.506466	0.666211	1.547187	0.377728
1.513163	1.333294	1.50247	0.932485	1.506484	0.666238	1.547276	0.377769
1.513215	1.333269	1.502441	0.932463	1.506489	0.666238	1.547348	0.377762
1.513268	1.333249	1.50244	0.932455	1.506483	0.66625	1.547421	0.377784
1.513366	1.333225	1.502454	0.932433	1.506496	0.666231	1.547487	0.377773
1.513431	1.333231	1.502452	0.932451	1.506529	0.666233	1.547523	0.377792
1.513471	1.333241	1.502491	0.932454	1.506551	0.666246	1.547536	0.377811
1.513508	1.333259	1.502549	0.932479	1.50657	0.666304	1.547535	0.377851
1.51353	1.333264	1.50261	0.932474	1.506611	0.666313	1.547489	0.377861
1.513532	1.333328	1.502684	0.932496	1.506629	0.666342	1.547447	0.377866
1.51355	1.333338	1.502787	0.932532	1.50667	0.666319	1.547403	0.377817
1.513556	1.333369	1.502869	0.932531	1.506716	0.666301	1.547364	0.377797
1.513559	1.333362	1.502959	0.932537	1.506758	0.666311	1.547276	0.377785
1.513572	1.333326	1.503067	0.932531	1.506786	0.666307	1.547219	0.377787
1.513583	1.333273	1.503146	0.932465	1.506797	0.666279	1.547117	0.377739
1.513576	1.333215	1.503202	0.932428	1.50682	0.666248	1.547043	0.377701
1.513584	1.333185	1.503241	0.932379	1.506809	0.666201	1.546967	0.377614
1.513571	1.333169	1.50324	0.932353	1.506782	0.666149	1.546876	0.377568
1.513551	1.333171	1.503215	0.93236	1.506744	0.666153	1.546796	0.377576
1.513503	1.333231	1.503156	0.932421	1.506665	0.666215	1.54673	0.377636
1.51346	1.333256	1.503072	0.932473	1.506591	0.666278	1.54666	0.377706
1.513418	1.333333	1.502942	0.932538	1.506529	0.666328	1.546597	0.377757
1.513393	1.333395	1.502823	0.932587	1.506409	0.666363	1.546557	0.377798
1.51337	1.333416	1.502685	0.932645	1.506298	0.666382	1.546516	0.377808
1.513346	1.333406	1.502574	0.93262	1.506203	0.666373	1.546448	0.377831
1.51333	1.333367	1.502459	0.932607	1.506124	0.666348	1.546396	0.377823
1.51332	1.33329	1.502361	0.932548	1.506009	0.666315	1.546335	0.377781
1.513302	1.333259	1.502249	0.932508	1.50593	0.666251	1.54627	0.377725
1.513333	1.333178	1.50221	0.932488	1.50584	0.666194	1.546215	0.377668
1.513335	1.333194	1.502179	0.932459	1.505764	0.666192	1.546148	0.377638
1.51333	1.333202	1.502118	0.932472	1.505708	0.666218	1.546067	0.377674
1.513345	1.333236	1.502094	0.932502	1.505677	0.666279	1.545992	0.377677
1.513382	1.333282	1.502125	0.932543	1.505652	0.666292	1.545871	0.377691
1.513405	1.333366	1.50218	0.932591	1.505613	0.666305	1.545766	0.377708
1.513423	1.333409	1.50243	0.932392	1.505616	0.666307	1.545613	0.377707
1.513448	1.333444	1.502526	0.932389	1.505639	0.66639	1.545479	0.377766
1.513454	1.333399	1.502651	0.932392	1.505657	0.666376	1.545334	0.377745
1.513498	1.333371	1.502773	0.932361	1.505699	0.666335	1.545212	0.377683
1.513545	1.333302	1.502889	0.932315	1.505732	0.666242	1.545081	0.377577
1.513562	1.33328	1.502989	0.932308	1.505777	0.666166	1.544972	0.377448
1.51358	1.333254	1.503098	0.932272	1.505831	0.666123	1.544863	0.377351
1.513623	1.333241	1.503191	0.932277	1.505839	0.666148	1.544784	0.377348
1.513604	1.333213	1.503242	0.932268	1.505858	0.666184	1.544729	0.377346
1.513573	1.333239	1.503247	0.932254	1.505893	0.6662	1.544693	0.37737
1.513553	1.333219	1.50323	0.932255	1.505874	0.666158	1.544705	0.377315
1.513528	1.333241	1.503196	0.932284	1.505831	0.666129	1.544737	0.377285
1.513477	1.333274	1.503125	0.932293	1.505817	0.666108	1.544787	0.377252
1.513417	1.333322	1.503005	0.932322	1.505793	0.666165	1.544877	0.377308
1.51336	1.333319	1.502884	0.932334	1.505719	0.666255	1.544948	0.377411
1.513331	1.333352	1.50276	0.932373	1.505658	0.666317	1.54506	0.377505
1.513283	1.333352	1.502623	0.932359	1.505616	0.666314	1.545159	0.377552
1.513257	1.333351	1.502466	0.93238	1.505583	0.666294	1.545295	0.377539
1.513211	1.333322	1.502328	0.932355	1.505508	0.666242	1.545404	0.377522
1.513208	1.333301	1.502232	0.932349	1.50548	0.666252	1.545511	0.377529
1.513183	1.333278	1.50212	0.932306	1.505458	0.666246	1.545615	0.377556
1.513183	1.333249	1.502041	0.932308	1.505467	0.666252	1.545697	0.377589
1.513183	1.333191	1.501989	0.932285	1.505461	0.666251	1.54578	0.37762
1.513208	1.333179	1.501978	0.932321	1.505489	0.666225	1.545851	0.377584
1.513217	1.333191	1.501984	0.932353	1.505512	0.666216	1.545895	0.377583
1.513212	1.333231	1.502008	0.932424	1.505568	0.666198	1.545928	0.37756
1.513244	1.333276	1.502049	0.932491	1.505622	0.666231	1.545936	0.377604
1.513274	1.333343	1.502131	0.93259	1.505685	0.666279	1.545945	0.377671
1.513266	1.333362	1.502306	0.932595	1.505799	0.666309	1.54594	0.377708
1.513296	1.333426	1.502407	0.932635	1.505882	0.666325	1.545924	0.377691
1.513341	1.333372	1.502543	0.932614	1.50598	0.666269	1.545924	0.377636
1.513384	1.333337	1.502702	0.932597	1.506081	0.666219	1.545937	0.377583
1.513424	1.33329	1.502815	0.932579	1.506162	0.666142	1.545947	0.377482
1.513474	1.33323	1.502944	0.932553	1.506263	0.666109	1.54595	0.377458
1.513502	1.333151	1.503017	0.932502	1.506334	0.666081	1.545977	0.377444
1.513525	1.333126	1.503072	0.932509	1.506388	0.666063	1.546033	0.377405
1.51354	1.333125	1.503085	0.932542	1.506423	0.666043	1.546059	0.37739
1.51353	1.333189	1.503075	0.932596	1.506474	0.666052	1.546137	0.377403
1.513525	1.333223	1.50301	0.932674	1.506468	0.666116	1.546203	0.377453
1.513504	1.333296	1.502928	0.932751	1.506444	0.666201	1.546307	0.377577
1.51348	1.333332	1.502842	0.932782	1.506452	0.666262	1.546408	0.377638
1.513469	1.333365	1.502722	0.932798	1.506411	0.66633	1.546504	0.377676
1.513433	1.333346	1.502601	0.932821	1.50639	0.666302	1.546586	0.377704
1.513414	1.333358	1.5025	0.932828	1.50635	0.666288	1.546711	0.377678
1.513396	1.333277	1.502383	0.932797	1.506341	0.666234	1.546801	0.37769
1.513384	1.333242	1.502279	0.932795	1.506292	0.666241	1.546904	0.377728
1.513381	1.333186	1.502218	0.932762	1.506282	0.666259	1.546973	0.377733
1.513349	1.333207	1.50212	0.932788	1.506259	0.666273	1.547021	0.377782
1.513338	1.333198	1.502089	0.932781	1.506253	0.666237	1.547075	0.377766
1.51334	1.333225	1.502059	0.932809	1.506235	0.666258	1.547091	0.377799
1.513302	1.333249	1.502044	0.932845	1.506248	0.666278	1.547086	0.377824
1.513318	1.333285	1.50204	0.932886	1.50629	0.666312	1.547084	0.377854
1.513311	1.333297	1.502126	0.932864	1.506291	0.666343	1.547064	0.377858
1.513309	1.333334	1.502176	0.932899	1.506322	0.666344	1.547018	0.377836
1.513319	1.333344	1.502275	0.932877	1.506373	0.666328	1.546981	0.377808
1.513322	1.333341	1.502376	0.932846	1.50642	0.666326	1.546926	0.377803
1.513347	1.333293	1.502503	0.932786	1.506458	0.666298	1.54687	0.377788
1.513367	1.333283	1.502615	0.932778	1.50649	0.666265	1.546805	0.377749
1.513391	1.333283	1.50273	0.93272	1.506521	0.666262	1.546753	0.377723
1.513439	1.33327	1.502835	0.932693	1.50656	0.666238	1.546682	0.377697
1.51348	1.333239	1.503057	0.93245	1.506567	0.666235	1.546632	0.377699
1.513519	1.333253	1.503092	0.932458	1.506586	0.666257	1.546597	0.377689
1.513556	1.333224	1.503122	0.932428	1.506583	0.666226	1.546547	0.377675
1.513607	1.333242	1.503133	0.932439	1.506544	0.666241	1.546513	0.377647
1.513663	1.33323	1.503101	0.932433	1.506522	0.66621	1.546478	0.377608
1.513719	1.333274	1.503078	0.932452	1.506489	0.666212	1.546447	0.377613
1.513771	1.33328	1.503033	0.932474	1.506439	0.666242	1.54642	0.377615
1.51379	1.333328	1.502983	0.932519	1.506404	0.666289	1.546408	0.377675
1.513829	1.333343	1.502928	0.932523	1.506348	0.666297	1.546384	0.377663
1.513836	1.33337	1.502881	0.932513	1.506306	0.666309	1.546345	0.377659
1.51384	1.333358	1.502832	0.932515	1.506255	0.666274	1.546329	0.377641
1.513849	1.333337	1.502825	0.932505	1.506221	0.666262	1.546294	0.377602
1.513822	1.333307	1.502797	0.932481	1.506195	0.666242	1.546258	0.377593
1.513785	1.333292	1.5028	0.932431	1.506178	0.66622	1.546215	0.377602
1.513741	1.333212	1.502795	0.932396	1.506178	0.666176	1.546165	0.377554
1.513684	1.33321	1.502809	0.932381	1.506182	0.666135	1.546131	0.377524
1.51361	1.333213	1.502791	0.9324	1.506175	0.666097	1.546114	0.377481
1.513525	1.333268	1.50277	0.932426	1.506172	0.666111	1.5461	0.377498
1.513434	1.333301	1.502758	0.932453	1.506182	0.666138	1.546058	0.377543
1.513351	1.333369	1.502741	0.932515	1.506166	0.666226	1.546072	0.377591
1.513257	1.333395	1.502699	0.93254	1.506157	0.666255	1.546062	0.377626
1.513193	1.333403	1.502659	0.932555	1.506157	0.666261	1.546069	0.377646
1.513118	1.333374	1.502341	0.932916	1.506135	0.666213	1.546115	0.377624
1.513066	1.333336	1.502358	0.932775	1.506067	0.666174	1.54615	0.377574
1.513014	1.333284	1.502323	0.932674	1.506028	0.666157	1.546178	0.37753
1.51297	1.333221	1.502266	0.932585	1.505991	0.666144	1.546211	0.377543
1.512928	1.333189	1.502229	0.932462	1.505939	0.666158	1.546227	0.377537
1.512898	1.333184	1.502223	0.932364	1.50587	0.666158	1.546252	0.377557
1.512881	1.333175	1.502156	0.932312	1.505805	0.666148	1.546275	0.377536
1.512858	1.333229	1.502081	0.932303	1.505729	0.666176	1.546294	0.377567
1.512876	1.333269	1.502002	0.932347	1.505653	0.666216	1.546245	0.377613
1.512896	1.333339	1.501956	0.932374	1.5056	0.666289	1.546203	0.377723
1.512895	1.333383	1.501898	0.932405	1.505538	0.666363	1.546149	0.377759
1.512938	1.333407	1.501888	0.932405	1.505501	0.666365	1.546076	0.377794
1.512964	1.333386	1.5019	0.932394	1.505472	0.666348	1.545985	0.377766
1.513026	1.333348	1.501935	0.932362	1.505455	0.66628	1.545886	0.377717
1.513084	1.333274	1.501971	0.932317	1.505452	0.666205	1.545754	0.377611
1.513116	1.333242	1.502067	0.932284	1.505452	0.666158	1.545631	0.37757
1.513149	1.333212	1.502159	0.932255	1.505487	0.666159	1.545468	0.377562
1.513211	1.333177	1.502265	0.932238	1.505526	0.666169	1.545328	0.377534
1.513264	1.333175	1.50236	0.932226	1.505549	0.666154	1.545187	0.377514
1.513266	1.333209	1.502449	0.932245	1.505551	0.66613	1.545063	0.377508
1.513252	1.333222	1.502514	0.932249	1.505601	0.666105	1.544949	0.37745
1.51327	1.333267	1.502594	0.932275	1.505627	0.666135	1.544867	0.377457
1.513279	1.333285	1.502663	0.932286	1.505608	0.666157	1.544814	0.377476
1.513268	1.333315	1.502699	0.932311	1.505608	0.666201	1.544772	0.377495
1.513261	1.333331	1.502673	0.932317	1.505636	0.666233	1.54476	0.377486
1.513267	1.333312	1.502671	0.932337	1.505599	0.666231	1.544766	0.377502
1.513281	1.333319	1.502646	0.932312	1.505535	0.666229	1.54477	0.377507
1.51326	1.333333	1.502564	0.932326	1.505499	0.666266	1.544813	0.377506
1.513246	1.333288	1.502483	0.93231	1.505466	0.666244	1.544869	0.377534
1.513247	1.333259	1.502423	0.932299	1.505404	0.666232	1.544931	0.377535
1.513261	1.333228	1.502346	0.932278	1.505345	0.666242	1.544964	0.377533
1.513287	1.333205	1.50226	0.932265	1.505325	0.666227	1.545021	0.377549
1.513281	1.333176	1.502199	0.932289	1.505296	0.666225	1.545066	0.377565
1.513258	1.33322	1.502145	0.932306	1.505252	0.66626	1.5451	0.377625
1.513252	1.333242	1.502086	0.932308	1.505249	0.666286	1.545135	0.377666
1.51322	1.33327	1.502066	0.932371	1.505274	0.666348	1.545156	0.377695
1.513205	1.333331	1.502064	0.932405	1.50526	0.666351	1.545172	0.377736
1.513171	1.333396	1.502072	0.932455	1.5053	0.666393	1.545199	0.377805
1.513133	1.3334	1.502114	0.932457	1.505378	0.666418	1.545219	0.377792
1.513114	1.333423	1.502188	0.932468	1.505458	0.666411	1.545232	0.377835
1.513092	1.333385	1.502256	0.932448	1.505507	0.666435	1.545258	0.377807
1.513073	1.33335	1.502315	0.932421	1.505604	0.666393	1.54527	0.377763
1.513055	1.33329	1.502401	0.932364	1.505703	0.666333	1.545341	0.377698
1.513044	1.333252	1.502504	0.932322	1.505776	0.666256	1.545387	0.377643
1.513039	1.333189	1.50258	0.932267	1.505877	0.666214	1.545493	0.377586
1.513032	1.333194	1.502626	0.932245	1.505973	0.666229	1.545601	0.377601
1.513067	1.333187	1.502692	0.932252	1.506055	0.666238	1.545732	0.377622
1.513105	1.333232	1.502729	0.932289	1.506137	0.666277	1.545894	0.377677
1.513143	1.333272	1.502759	0.932328	1.506202	0.666328	1.546085	0.377761
1.513177	1.333344	1.502753	0.932396	1.506288	0.666417	1.546299	0.377822
1.513209	1.333387	1.502779	0.93241	1.506349	0.666439	1.546503	0.377816
1.513268	1.333415	1.502822	0.932425	1.506425	0.666469	1.546743	0.377841
1.513321	1.333404	1.502838	0.932411	1.506521	0.66647	1.546978	0.377865
1.513359	1.333372	1.502875	0.932383	1.506665	0.666452	1.54718	0.377877
1.513429	1.333306	1.502925	0.93233	1.506766	0.666419	1.547401	0.377876
1.513481	1.333243	1.502992	0.932268	1.506887	0.666379	1.547626	0.377848
1.5135	1.333185	1.50306	0.93223	1.507038	0.666322	1.547821	0.377826
1.513521	1.333176	1.503144	0.932208	1.507207	0.666324	1.548041	0.377812
1.513517	1.333166	1.503235	0.93219	1.507339	0.666362	1.548257	0.377835
1.5135	1.333192	1.503344	0.932227	1.507536	0.666398	1.548448	0.377887
1.513475	1.333245	1.503431	0.93224	1.507729	0.666413	1.548671	0.377861
1.513463	1.333277	1.50354	0.932288	1.507901	0.666414	1.548913	0.377894
1.513422	1.333316	1.503626	0.932311	1.508067	0.666403	1.549129	0.377907
1.513388	1.333357	1.503714	0.932336	1.50827	0.666435	1.549371	0.377903
1.513373	1.333348	1.503787	0.93233	1.508446	0.666399	1.549609	0.377889
1.513364	1.333346	1.503866	0.93233	1.5086	0.666441	1.549853	0.377915
1.513336	1.333351	1.503925	0.932295	1.508758	0.66641	1.550101	0.377919
1.513337	1.333329	1.50396	0.93229	1.508891	0.666413	1.550413	0.377948
1.513342	1.333292	1.503984	0.932268	1.509018	0.666383	1.550703	0.377943
1.513375	1.333274	1.504003	0.932262	1.509148	0.666419	1.551022	0.378007
1.513379	1.333264	1.504012	0.932234	1.509256	0.666439	1.551313	0.378103
1.513374	1.333249	1.50402	0.932244	1.509364	0.666485	1.551614	0.37816
1.51338	1.333235	1.504017	0.932232	1.509462	0.666507	1.551941	0.378202
1.513376	1.333229	1.504037	0.932225	1.509561	0.666512	1.552234	0.37824
1.513359	1.333249	1.504053	0.932238	1.509657	0.666538	1.552533	0.378283
1.513337	1.333289	1.50407	0.93228	1.509783	0.666626	1.552814	0.378386
1.513318	1.333328	1.504105	0.932294	1.509913	0.666653	1.553049	0.378472
1.513312	1.333364	1.504181	0.932336	1.510014	0.666715	1.553286	0.378522
1.513284	1.333373	1.504233	0.932341	1.51015	0.66676	1.553507	0.378548
1.513265	1.333383	1.504293	0.932334	1.510302	0.666784	1.553734	0.378566
1.513263	1.333346	1.504375	0.932308	1.51045	0.666767	1.55393	0.378544
1.513276	1.333326	1.504482	0.932311	1.510587	0.666767	1.554138	0.378551
1.513271	1.333306	1.504576	0.932269	1.510737	0.666735	1.554316	0.378513
1.513291	1.333269	1.504661	0.932257	1.510933	0.666703	1.554506	0.3785
1.513345	1.333217	1.504752	0.932212	1.511056	0.666683	1.55468	0.378454
1.513371	1.33319	1.504817	0.932189	1.511212	0.666703	1.554861	0.378472
1.513406	1.333197	1.504858	0.932203	1.511351	0.66666	1.554991	0.378451
1.513437	1.333237	1.5049	0.932233	1.511467	0.666685	1.555157	0.378484
1.513452	1.333277	1.504942	0.932252	1.511581	0.666705	1.555307	0.378519
1.513468	1.333343	1.504963	0.932305	1.511694	0.666771	1.555486	0.378584
1.513475	1.333371	1.504995	0.932311	1.511796	0.666815	1.555626	0.378629
1.513477	1.333403	1.50501	0.932328	1.511872	0.666866	1.555775	0.378669
1.513483	1.333385	1.50503	0.932303	1.51195	0.666849	1.555932	0.378668
1.513481	1.333367	1.505046	0.932297	1.51201	0.666842	1.556074	0.378664
1.513475	1.333304	1.505062	0.932273	1.512085	0.666795	1.556243	0.378658
1.513463	1.333295	1.505072	0.932237	1.512143	0.666762	1.556393	0.37864
1.513459	1.333241	1.505085	0.932228	1.512204	0.66675	1.556542	0.378623
1.513438	1.333233	1.505077	0.93221	1.512248	0.666758	1.556699	0.378627
1.513425	1.333227	1.505067	0.932208	1.512268	0.666741	1.55682	0.378652
1.513435	1.333267	1.505065	0.932254	1.51231	0.666787	1.556955	0.378709
1.513426	1.333297	1.505028	0.93228	1.512308	0.66681	1.557047	0.37874
1.513423	1.33335	1.505008	0.932319	1.51232	0.666862	1.557143	0.378802
1.51345	1.333347	1.505012	0.932333	1.512329	0.666877	1.55717	0.378866
1.513457	1.333386	1.504993	0.932339	1.512326	0.666911	1.557201	0.378897
1.513485	1.333377	1.50499	0.932356	1.512298	0.666921	1.55721	0.378909
1.513521	1.333345	1.504973	0.932341	1.512304	0.666868	1.557193	0.378909
1.513561	1.333304	1.504985	0.932329	1.512287	0.666855	1.557143	0.37889
1.513595	1.333275	1.505008	0.932304	1.512279	0.666848	1.557076	0.37887
1.513589	1.333249	1.505014	0.93228	1.512263	0.666811	1.55699	0.378834
1.513607	1.33325	1.505016	0.932287	1.51224	0.666799	1.556883	0.37883
1.513599	1.333237	1.505033	0.932271	1.512214	0.666766	1.556769	0.37883
1.513616	1.333271	1.505047	0.932298	1.512153	0.666767	1.556638	0.378835
1.513593	1.33329	1.505051	0.932308	1.512123	0.666739	1.556493	0.378814
1.513551	1.333324	1.505031	0.932315	1.512094	0.666743	1.55634	0.378819
1.513523	1.33333	1.505016	0.932333	1.51201	0.666746	1.556171	0.378782
1.513508	1.333335	1.504985	0.932333	1.511927	0.666759	1.556009	0.378774
1.513465	1.333326	1.504952	0.932324	1.511834	0.666754	1.555832	0.378752
1.513429	1.333339	1.504894	0.932348	1.511741	0.666751	1.555682	0.37873
1.513406	1.333319	1.504829	0.932325	1.511614	0.666718	1.555489	0.378685
1.513393	1.333308	1.504754	0.932319	1.511451	0.666742	1.555326	0.37868
1.513375	1.333277	1.504646	0.932313	1.511323	0.666732	1.555148	0.378669
1.513384	1.333261	1.504563	0.932309	1.511165	0.666748	1.554987	0.378682
1.51334	1.333232	1.504438	0.932269	1.510988	0.66672	1.554785	0.378642
1.513315	1.333235	1.504337	0.932274	1.510816	0.666692	1.554604	0.378626
1.513327	1.33323	1.504243	0.932266	1.510644	0.666649	1.55441	0.378608
1.513319	1.333224	1.504143	0.932283	1.510457	0.666645	1.554224	0.378593
1.513328	1.333231	1.504052	0.932274	1.510283	0.666635	1.553983	0.378543
1.513365	1.333244	1.503989	0.932294	1.510109	0.666625	1.553758	0.378538
1.51337	1.333268	1.503926	0.932324	1.50994	0.666634	1.553518	0.378512
1.513396	1.333297	1.50388	0.932338	1.509767	0.666682	1.553271	0.378517
1.513418	1.333299	1.503843	0.932342	1.509624	0.666664	1.552939	0.378514
1.51342	1.333323	1.503808	0.932346	1.509499	0.666662	1.552609	0.378465
1.51342	1.333292	1.50376	0.932347	1.509358	0.66662	1.552231	0.378372
1.513441	1.333253	1.503741	0.932316	1.509254	0.666622	1.55184	0.378348
1.513444	1.333179	1.503697	0.932255	1.509078	0.666556	1.551453	0.37824
1.513415	1.333149	1.503674	0.932244	1.508967	0.666512	1.551065	0.378147
1.513402	1.33309	1.503652	0.932185	1.508842	0.666484	1.550676	0.378064
1.513398	1.333094	1.503615	0.93219	1.50869	0.666484	1.550279	0.378009
1.513398	1.333108	1.503588	0.932199	1.508558	0.66653	1.549923	0.377995
1.5134	1.333188	1.503549	0.932268	1.508459	0.666569	1.549625	0.378069
1.513377	1.333259	1.503492	0.932294	1.508333	0.666611	1.549366	0.378124
1.513377	1.333304	1.50346	0.932349	1.508206	0.666682	1.549154	0.378137
1.513378	1.333329	1.503423	0.932355	1.508118	0.666687	1.548933	0.378145
1.513359	1.333344	1.503418	0.932375	1.508042	0.666698	1.54878	0.378131
1.513342	1.333335	1.50338	0.932341	1.507963	0.666663	1.548624	0.378089
1.513341	1.333305	1.503389	0.932313	1.507891	0.666619	1.548525	0.378063
1.513349	1.333216	1.503395	0.932246	1.507843	0.666597	1.548469	0.377999
1.513309	1.333166	1.503378	0.932226	1.507807	0.666569	1.548442	0.377968
1.513283	1.333127	1.503391	0.932177	1.507788	0.666509	1.54845	0.377922
1.513259	1.333106	1.503365	0.932152	1.50778	0.666503	1.548481	0.377936
1.513195	1.333121	1.503361	0.932175	1.507783	0.666489	1.548535	0.377933
1.513147	1.333183	1.503335	0.93219	1.507792	0.666514	1.548616	0.377989
1.513106	1.333237	1.503314	0.932229	1.507806	0.66657	1.548714	0.378012
1.513098	1.333297	1.503299	0.932295	1.507827	0.666632	1.548832	0.378089
1.513092	1.33332	1.503256	0.93231	1.507882	0.666641	1.54894	0.378114
1.513096	1.333364	1.503251	0.932382	1.507925	0.666675	1.549095	0.378159
1.513098	1.333356	1.50322	0.932383	1.507976	0.666657	1.549261	0.378178
1.513134	1.333326	1.50321	0.932407	1.508057	0.666644	1.549417	0.378196
1.513166	1.333297	1.503197	0.93241	1.508131	0.666618	1.549557	0.37815
1.513198	1.333247	1.503181	0.932404	1.508223	0.666589	1.549721	0.378118
1.513263	1.333191	1.503202	0.932418	1.50831	0.666536	1.549872	0.37806
1.513303	1.333181	1.50321	0.932454	1.508412	0.666508	1.550036	0.378035
1.513371	1.333151	1.503238	0.932465	1.508532	0.666482	1.550199	0.378007
1.513395	1.333159	1.503287	0.932508	1.508639	0.666469	1.55035	0.378013
1.513436	1.333189	1.503359	0.932531	1.508759	0.666467	1.550527	0.378033
1.513458	1.333241	1.503368	0.932682	1.508884	0.666509	1.550732	0.378065
1.513493	1.333248	1.503445	0.93271	1.509007	0.666508	1.550917	0.378126
1.513496	1.333301	1.50352	0.932732	1.509119	0.666555	1.551141	0.378145
1.513495	1.333306	1.503601	0.932754	1.509219	0.666551	1.551326	0.378135
1.513497	1.333354	1.503676	0.932764	1.509336	0.666527	1.55152	0.378161
1.513494	1.333329	1.503823	0.932639	1.509435	0.666526	1.551697	0.378177
1.513506	1.333315	1.503888	0.932622	1.509516	0.666514	1.551908	0.378186
1.51351	1.33328	1.503954	0.932559	1.509576	0.66651	1.552071	0.378209
1.513519	1.333266	1.503998	0.932558	1.509637	0.666478	1.552238	0.378189
1.513494	1.333228	1.504025	0.932504	1.509679	0.666457	1.552391	0.378148
1.513512	1.333196	1.504047	0.932454	1.509718	0.666426	1.55253	0.378162
1.513494	1.33316	1.504033	0.932435	1.509756	0.666403	1.552655	0.37816
1.513481	1.33317	1.504014	0.932426	1.50973	0.666405	1.552747	0.378183
1.513453	1.333183	1.503965	0.932445	1.50973	0.666443	1.552795	0.3782
1.513436	1.333223	1.503912	0.932492	1.509704	0.666488	1.552825	0.378259
1.513402	1.333272	1.503843	0.932522	1.509655	0.666552	1.552816	0.37831
1.513358	1.33333	1.50378	0.932584	1.509607	0.666586	1.552763	0.378388
1.513332	1.333379	1.503702	0.932628	1.509557	0.666598	1.552692	0.378395
1.513313	1.333402	1.503479	0.932856	1.509507	0.666645	1.552593	0.378449
1.513294	1.333378	1.503404	0.932876	1.509428	0.666644	1.55247	0.378435
1.513297	1.33337	1.503367	0.93288	1.509364	0.666622	1.552318	0.378395
1.513347	1.333297	1.503566	0.932488	1.5093	0.66658	1.552122	0.378349
1.513389	1.333247	1.503559	0.932428	1.509221	0.666579	1.551939	0.37831
1.513433	1.333178	1.503543	0.932371	1.509135	0.666519	1.551749	0.37824
1.513473	1.333171	1.503572	0.932338	1.509103	0.666539	1.551543	0.378233
1.513493	1.333145	1.503555	0.93233	1.509044	0.666522	1.551331	0.3782
1.513507	1.33319	1.503577	0.932359	1.508984	0.666584	1.551155	0.378203
1.51352	1.333204	1.503589	0.932427	1.508937	0.666619	1.550947	0.378245
1.513514	1.333274	1.503617	0.932486	1.508914	0.666702	1.55078	0.378251
1.513493	1.333336	1.503632	0.932519	1.508871	0.66673	1.550616	0.378268
1.513476	1.333401	1.503693	0.932554	1.50884	0.666766	1.550449	0.378277
1.513471	1.333374	1.503736	0.932571	1.508806	0.666777	1.55034	0.378275
1.513483	1.333371	1.503768	0.932577	1.50881	0.666748	1.550239	0.378258
1.513474	1.333336	1.503809	0.932543	1.508769	0.666732	1.550145	0.37822
1.513515	1.333312	1.503858	0.932508	1.508775	0.666703	1.550093	0.378209
1.513509	1.333282	1.503879	0.932474	1.50876	0.666676	1.550057	0.378144
1.513552	1.333262	1.503883	0.932471	1.508759	0.666647	1.550047	0.37813
1.513567	1.333242	1.503876	0.932445	1.508734	0.666642	1.550037	0.378131
1.513594	1.333259	1.503877	0.932449	1.508713	0.666674	1.550052	0.378166
1.513619	1.333274	1.503851	0.932483	1.508723	0.666706	1.550065	0.378186
1.51363	1.333305	1.503848	0.932508	1.508732	0.66677	1.55012	0.378262
1.513657	1.333343	1.503814	0.932556	1.508729	0.666827	1.550178	0.37831
1.513644	1.3334	1.503798	0.932586	1.508758	0.666851	1.550246	0.378355
1.513656	1.33341	1.503773	0.932609	1.508809	0.666878	1.550318	0.378382
1.513649	1.333443	1.503794	0.932617	1.508875	0.666888	1.550431	0.378402
1.513654	1.333389	1.503823	0.93259	1.508985	0.666932	1.550542	0.378451
1.513645	1.333422	1.503858	0.9326	1.509089	0.666975	1.550675	0.378484
1.513615	1.333415	1.50393	0.932569	1.509228	0.666973	1.550852	0.378512
1.5136	1.333383	1.503996	0.93256	1.50935	0.66693	1.551042	0.378503
1.513572	1.333373	1.504081	0.932538	1.509465	0.666836	1.551255	0.378364
