femur 1		femur 4		tibia 1		tibia4	
X	Y	X	Y	X	Y	X	Y
1.512795	1.332337	1.503626	0.931934	1.510087	0.666323	1.553557	0.378366
1.512806	1.332366	1.503645	0.931982	1.510091	0.666378	1.553519	0.378422
1.512809	1.332444	1.503655	0.932052	1.510062	0.666447	1.553504	0.378478
1.512802	1.332451	1.503646	0.932054	1.510039	0.666488	1.553471	0.378521
1.512821	1.332446	1.503641	0.932073	1.509881	0.666401	1.553444	0.378498
1.512811	1.33241	1.503604	0.93203	1.50989	0.666396	1.553403	0.378456
1.512815	1.332387	1.503579	0.93201	1.509911	0.666413	1.553371	0.378474
1.512809	1.332358	1.503559	0.931937	1.509933	0.666396	1.553319	0.378448
1.512833	1.332342	1.503561	0.931934	1.509943	0.666422	1.553278	0.378465
1.512821	1.332322	1.503526	0.931915	1.50992	0.666394	1.553223	0.378414
1.512832	1.332305	1.50351	0.931937	1.50991	0.666376	1.553191	0.378428
1.512831	1.332312	1.503492	0.931936	1.509871	0.666394	1.553147	0.378416
1.512836	1.332364	1.503489	0.931966	1.509858	0.66643	1.553113	0.378476
1.512827	1.332395	1.503516	0.932016	1.509829	0.666471	1.553089	0.378508
1.512847	1.332427	1.503511	0.932056	1.509829	0.666522	1.553048	0.378565
1.512832	1.332425	1.503484	0.932017	1.509817	0.666502	1.553027	0.378543
1.512842	1.332421	1.503504	0.93203	1.509812	0.666499	1.553017	0.378493
1.512858	1.332381	1.503505	0.931994	1.509811	0.666457	1.552999	0.378476
1.512847	1.332381	1.503518	0.932005	1.509829	0.666448	1.552994	0.378462
1.512848	1.332378	1.503533	0.931977	1.509836	0.666438	1.553001	0.378423
1.512832	1.33237	1.503552	0.931975	1.509854	0.666448	1.553012	0.378437
1.512824	1.33234	1.503564	0.931928	1.509868	0.666409	1.553043	0.378404
1.512821	1.332338	1.503551	0.931931	1.509899	0.666391	1.553098	0.378405
1.512801	1.332315	1.503544	0.931905	1.50991	0.666364	1.553138	0.378362
1.512784	1.332338	1.50354	0.931924	1.509924	0.666385	1.553201	0.378374
1.512782	1.332335	1.503572	0.931925	1.509941	0.666396	1.553267	0.378362
1.51274	1.332363	1.503553	0.931941	1.509954	0.666404	1.55333	0.378393
1.512715	1.33236	1.503531	0.931947	1.509956	0.666424	1.553395	0.378388
1.512685	1.332373	1.503521	0.931954	1.509959	0.666404	1.55347	0.378383
1.512659	1.332398	1.503497	0.931967	1.509953	0.666416	1.55353	0.378403
1.512653	1.33243	1.503497	0.931991	1.509961	0.666454	1.553578	0.378432
1.512632	1.332466	1.503472	0.932006	1.509946	0.666482	1.553614	0.378454
1.512619	1.332478	1.503444	0.932052	1.509938	0.666512	1.553662	0.378497
1.512614	1.33247	1.5034	0.932011	1.509919	0.666494	1.553676	0.378464
1.512603	1.332434	1.503389	0.931997	1.509911	0.666465	1.553686	0.378418
1.512591	1.332383	1.503373	0.93189	1.509917	0.666415	1.553692	0.37839
1.512604	1.332365	1.503365	0.931882	1.509911	0.666401	1.553685	0.378345
1.5126	1.332327	1.503344	0.931846	1.509887	0.66635	1.55367	0.378339
1.512607	1.332323	1.503344	0.931842	1.509894	0.666332	1.553648	0.378328
1.512644	1.332319	1.50335	0.931852	1.509882	0.666326	1.553604	0.378326
1.512653	1.332359	1.503347	0.931882	1.509863	0.666366	1.553552	0.378373
1.512673	1.332373	1.503374	0.931927	1.50983	0.666356	1.55348	0.378421
1.512684	1.332438	1.503404	0.931991	1.509787	0.666355	1.553443	0.378469
1.512701	1.332455	1.503403	0.932044	1.509931	0.666524	1.553372	0.378513
1.512717	1.332482	1.503459	0.932068	1.509947	0.66656	1.553312	0.378515
1.512721	1.332453	1.503466	0.932022	1.509953	0.666518	1.553238	0.378478
1.512714	1.332417	1.503507	0.931978	1.509929	0.666484	1.553191	0.378424
1.512717	1.332355	1.503511	0.931927	1.509916	0.666425	1.553136	0.378337
1.51269	1.332317	1.503543	0.931866	1.509925	0.666408	1.553109	0.378313
1.512664	1.332304	1.503557	0.931831	1.509911	0.666371	1.553066	0.378306
1.512658	1.332308	1.50355	0.931828	1.509903	0.666402	1.55304	0.378305
1.512636	1.332305	1.503539	0.931821	1.50994	0.666429	1.553019	0.37833
1.512614	1.332334	1.50356	0.931871	1.509959	0.666477	1.553038	0.37839
1.512592	1.332372	1.503526	0.931894	1.509978	0.666545	1.553056	0.378459
1.512584	1.332404	1.503533	0.931967	1.510013	0.666626	1.553117	0.378534
1.512565	1.332429	1.503524	0.932	1.510022	0.666671	1.553194	0.378605
1.512549	1.332451	1.503522	0.931993	1.510109	0.666747	1.553295	0.378667
1.512547	1.332426	1.503529	0.931971	1.510171	0.666768	1.553404	0.378686
1.512534	1.332407	1.503559	0.931963	1.51026	0.666801	1.553551	0.378712
1.512567	1.332359	1.503587	0.931917	1.510367	0.666791	1.553706	0.378686
1.512585	1.332336	1.503625	0.931886	1.510501	0.666795	1.553936	0.378702
1.512596	1.332307	1.503704	0.931874	1.510678	0.666793	1.554139	0.378696
1.512618	1.332304	1.503791	0.931894	1.510862	0.666822	1.554441	0.378715
1.512663	1.332297	1.503895	0.931888	1.511079	0.666845	1.554706	0.378717
1.512701	1.332321	1.504	0.931894	1.511328	0.666901	1.555018	0.37875
1.512744	1.332301	1.504149	0.931905	1.511588	0.666881	1.555346	0.378827
1.512774	1.332325	1.504305	0.931917	1.511898	0.666932	1.5558	0.378903
1.512808	1.332322	1.504462	0.931899	1.512179	0.666903	1.55621	0.378923
1.51285	1.332319	1.50462	0.931907	1.512503	0.666979	1.556676	0.378942
1.512869	1.33231	1.504763	0.931887	1.5128	0.666969	1.557214	0.378984
1.512892	1.332331	1.50495	0.9319	1.513104	0.666991	1.55777	0.379031
1.512888	1.332337	1.505084	0.931896	1.51343	0.667008	1.558302	0.379074
1.512909	1.33236	1.505231	0.931922	1.513788	0.667081	1.558932	0.379222
1.512906	1.332368	1.505378	0.931913	1.514139	0.667102	1.559529	0.379314
1.512907	1.332371	1.505527	0.93189	1.51455	0.667142	1.560215	0.379379
1.5129	1.332345	1.505662	0.931871	1.514959	0.667181	1.560918	0.379434
1.512886	1.332319	1.505772	0.931868	1.515382	0.667225	1.561665	0.379508
1.512878	1.332285	1.505905	0.931813	1.515766	0.667224	1.562442	0.379589
1.512866	1.33227	1.505993	0.931802	1.516162	0.667265	1.563207	0.379801
1.512851	1.332261	1.506068	0.931786	1.516575	0.667293	1.563975	0.379918
1.512841	1.332286	1.506163	0.931816	1.516988	0.667388	1.564794	0.380073
1.512807	1.332309	1.506236	0.931857	1.517426	0.667525	1.565688	0.380216
1.512811	1.332361	1.506319	0.9319	1.517879	0.667725	1.566583	0.380417
1.512798	1.332384	1.506389	0.931919	1.518339	0.66785	1.567477	0.380709
1.512801	1.332406	1.506482	0.931956	1.518769	0.66799	1.568363	0.38094
1.512792	1.332387	1.506553	0.931949	1.519212	0.668114	1.569269	0.381104
1.512807	1.332388	1.506634	0.931966	1.519744	0.668227	1.570235	0.381331
1.512802	1.332364	1.506736	0.931911	1.520294	0.668329	1.571219	0.381525
1.512818	1.33234	1.506827	0.931901	1.520849	0.668464	1.572233	0.381691
1.512846	1.332286	1.506928	0.931862	1.521376	0.668527	1.573282	0.381782
1.512853	1.332274	1.507087	0.931858	1.521956	0.66862	1.574379	0.381967
1.512867	1.332267	1.507236	0.931866	1.522462	0.668686	1.575395	0.382166
1.512899	1.3323	1.507397	0.931899	1.523073	0.668797	1.576564	0.382392
1.512921	1.332311	1.507561	0.931916	1.523716	0.669006	1.577737	0.382774
1.512952	1.332353	1.507759	0.931943	1.524373	0.669227	1.578893	0.383078
1.512966	1.332359	1.507952	0.931961	1.525089	0.669455	1.580036	0.383337
1.512982	1.33237	1.50815	0.931966	1.525796	0.669622	1.581394	0.383629
1.513002	1.332365	1.508341	0.931947	1.52651	0.669769	1.582648	0.383867
1.513012	1.332358	1.508529	0.931928	1.527283	0.669928	1.583997	0.384174
1.513031	1.33233	1.508739	0.931866	1.528022	0.670056	1.585365	0.384436
1.513059	1.332327	1.508958	0.93188	1.528791	0.670204	1.586736	0.384728
1.513079	1.332308	1.50914	0.931874	1.52958	0.670464	1.588271	0.385053
1.513081	1.33234	1.50937	0.931868	1.530382	0.670724	1.5898	0.385369
1.513109	1.332353	1.509572	0.931904	1.531281	0.670893	1.591357	0.385747
1.513119	1.332379	1.509773	0.931934	1.532122	0.671056	1.593029	0.386142
1.513122	1.332393	1.509997	0.931925	1.532956	0.671196	1.594631	0.386464
1.513133	1.332393	1.510199	0.931963	1.533912	0.671538	1.596459	0.386907
1.513142	1.332364	1.510406	0.931926	1.534813	0.671792	1.598142	0.387343
1.51315	1.332374	1.510614	0.931922	1.535844	0.672094	1.600087	0.387918
1.513164	1.332344	1.510792	0.931892	1.536789	0.672338	1.601873	0.388371
1.513154	1.332355	1.510973	0.931863	1.537707	0.67264	1.603852	0.388798
1.51318	1.332337	1.51114	0.931847	1.538706	0.672925	1.605931	0.389391
1.513198	1.332336	1.511303	0.931863	1.539818	0.673193	1.607953	0.389928
1.513201	1.332356	1.511439	0.931865	1.540896	0.673578	1.610218	0.390518
1.51321	1.33238	1.511572	0.931897	1.541937	0.674007	1.612355	0.391193
1.513249	1.332415	1.511709	0.931882	1.543001	0.674312	1.614729	0.39188
1.513265	1.332411	1.51184	0.931898	1.544188	0.67471	1.617157	0.392562
1.513276	1.332401	1.511979	0.931843	1.545298	0.674956	1.619595	0.393198
1.513268	1.332384	1.512109	0.931826	1.546481	0.675197	1.622154	0.393793
1.513312	1.33236	1.512239	0.93181	1.547662	0.675532	1.624758	0.394398
1.513321	1.332368	1.512385	0.931806	1.548769	0.675869	1.627468	0.395202
1.513339	1.332358	1.512517	0.931824	1.550102	0.676226	1.630288	0.395953
1.513352	1.332388	1.512649	0.931817	1.551326	0.67652	1.633097	0.396793
1.513369	1.332399	1.512794	0.931821	1.552598	0.67685	1.636029	0.397681
1.513388	1.332421	1.512944	0.931849	1.55379	0.67703	1.638948	0.398278
1.513392	1.332415	1.513073	0.931821	1.555169	0.677428	1.641993	0.399266
1.513413	1.3324	1.513202	0.931832	1.556496	0.677806	1.644978	0.400136
1.513416	1.332389	1.513343	0.931791	1.557847	0.678142	1.648029	0.401037
1.513453	1.33239	1.513497	0.931798	1.559114	0.678526	1.651098	0.402007
1.513468	1.332399	1.513618	0.931773	1.560478	0.67889	1.65412	0.402872
1.513462	1.332411	1.513723	0.931818	1.561853	0.679273	1.657266	0.403896
1.513501	1.332416	1.513864	0.931838	1.56315	0.679634	1.660336	0.40487
1.51353	1.332452	1.514029	0.931904	1.564549	0.680159	1.663407	0.40597
1.513547	1.332481	1.514136	0.931925	1.565827	0.680518	1.666516	0.407086
1.513581	1.33253	1.514264	0.931986	1.567217	0.681041	1.66958	0.408203
1.513629	1.332551	1.514422	0.932	1.568521	0.681425	1.672677	0.409289
1.513663	1.332567	1.514551	0.932041	1.569936	0.682012	1.675743	0.410403
1.51371	1.332557	1.514733	0.932019	1.571166	0.682307	1.678728	0.411552
1.513746	1.332568	1.51496	0.931998	1.572427	0.682834	1.681746	0.412709
1.513789	1.332542	1.515257	0.931971	1.573526	0.683247	1.68459	0.413842
1.513863	1.332544	1.515597	0.931952	1.574769	0.683754	1.687351	0.415048
1.513916	1.332529	1.515889	0.931957	1.575964	0.684209	1.690114	0.416089
1.513974	1.33256	1.516238	0.931958	1.577101	0.684625	1.692724	0.41727
1.51405	1.332574	1.516646	0.931978	1.578332	0.685194	1.695327	0.418294
1.514129	1.332617	1.517105	0.932037	1.579463	0.685537	1.697641	0.41921
1.514174	1.33264	1.51756	0.932061	1.580693	0.685944	1.700002	0.420224
1.514217	1.332677	1.518003	0.932092	1.58184	0.686421	1.70215	0.421212
1.514283	1.332679	1.518498	0.932115	1.582983	0.686781	1.704176	0.421886
1.514326	1.332683	1.519011	0.932136	1.584142	0.687043	1.706036	0.422611
1.51436	1.33265	1.51956	0.932133	1.585193	0.687408	1.707822	0.423233
1.514409	1.332633	1.520058	0.932092	1.586198	0.687741	1.709466	0.423812
1.514429	1.332603	1.520548	0.932116	1.587234	0.688046	1.710991	0.424337
1.514444	1.332613	1.521224	0.932087	1.588161	0.688356	1.712395	0.424928
1.514469	1.33261	1.52154	0.93214	1.589099	0.688722	1.713686	0.425385
1.514474	1.332651	1.52195	0.932197	1.589923	0.689047	1.714974	0.425936
1.514467	1.332662	1.522267	0.932191	1.590695	0.689395	1.716162	0.426494
1.514472	1.332688	1.522601	0.932233	1.591406	0.689745	1.717252	0.427028
1.51447	1.332698	1.522858	0.932284	1.592005	0.690052	1.718306	0.427556
1.514465	1.332724	1.523105	0.932328	1.592541	0.690429	1.719328	0.428173
1.514459	1.332712	1.523263	0.932367	1.59307	0.690819	1.720238	0.428736
1.514468	1.332725	1.523398	0.932418	1.593545	0.691256	1.721151	0.429408
1.514463	1.332721	1.523451	0.932429	1.593988	0.691769	1.72196	0.430022
1.514465	1.332735	1.523484	0.93246	1.594293	0.692206	1.722806	0.43076
1.514468	1.332736	1.523461	0.932454	1.594551	0.692613	1.723657	0.43149
1.514457	1.332718	1.523387	0.932442	1.594777	0.693067	1.724504	0.432252
1.514459	1.332707	1.523279	0.932414	1.594916	0.693521	1.725278	0.433029
1.514465	1.332701	1.523138	0.932422	1.595132	0.69403	1.726058	0.433873
1.514456	1.332692	1.522962	0.932402	1.595229	0.694523	1.726872	0.434715
1.514476	1.332691	1.522791	0.932384	1.59531	0.694992	1.727767	0.435584
1.514476	1.332692	1.522628	0.932371	1.595462	0.695487	1.728567	0.436462
1.514473	1.332693	1.522441	0.932347	1.595617	0.69598	1.729418	0.437374
1.51448	1.33268	1.522286	0.932348	1.595868	0.696511	1.730259	0.438176
1.514467	1.332699	1.522151	0.932353	1.596123	0.697079	1.731229	0.439113
1.514486	1.33272	1.522063	0.932334	1.596375	0.697616	1.73223	0.440003
1.514478	1.332753	1.522002	0.93235	1.596731	0.698188	1.733235	0.440921
1.514446	1.332764	1.522003	0.932371	1.5971	0.698681	1.734303	0.441823
1.514455	1.332773	1.52205	0.932361	1.597513	0.699106	1.735429	0.442646
1.514421	1.33276	1.522134	0.93236	1.598012	0.699543	1.736631	0.443443
1.514419	1.332747	1.522262	0.93234	1.598526	0.699967	1.737872	0.444261
1.51441	1.332681	1.522457	0.932265	1.599094	0.700355	1.739191	0.445021
1.5144	1.332661	1.522725	0.932244	1.599761	0.700779	1.74055	0.44581
1.514415	1.332631	1.523008	0.932189	1.600429	0.70118	1.741998	0.446568
1.514427	1.332625	1.523327	0.932196	1.601269	0.701521	1.743502	0.447422
1.51443	1.332624	1.523656	0.932226	1.602132	0.701864	1.745076	0.448271
1.514466	1.332674	1.524064	0.932265	1.603032	0.702258	1.746736	0.449076
1.514453	1.332685	1.524466	0.93229	1.603925	0.70272	1.748469	0.44996
1.514484	1.332736	1.524897	0.93233	1.60485	0.70313	1.750317	0.450857
1.514514	1.332759	1.525326	0.932355	1.605876	0.703552	1.752106	0.451781
1.514558	1.332781	1.525792	0.932369	1.606827	0.703935	1.754016	0.452633
1.514582	1.332753	1.5263	0.932343	1.607809	0.704266	1.755956	0.453598
1.514633	1.332734	1.526823	0.932371	1.608845	0.704574	1.757905	0.454427
1.514698	1.332685	1.527348	0.932333	1.609822	0.704951	1.759795	0.455359
1.514766	1.332678	1.527877	0.932332	1.610814	0.705454	1.761793	0.45633
1.514832	1.332655	1.528306	0.932339	1.611769	0.705876	1.763678	0.457424
1.514876	1.332676	1.528647	0.932378	1.612585	0.706311	1.765564	0.458551
1.514935	1.33268	1.528927	0.93239	1.613364	0.706828	1.767468	0.459656
1.514981	1.332705	1.529121	0.932449	1.614017	0.707335	1.769253	0.460925
1.51501	1.33273	1.529239	0.932497	1.614562	0.707806	1.770958	0.462112
1.515056	1.332772	1.529329	0.932565	1.615191	0.708465	1.772584	0.463376
1.515071	1.332776	1.529352	0.932614	1.615716	0.709082	1.774122	0.464665
1.515062	1.332791	1.529324	0.932634	1.61612	0.709541	1.775608	0.465845
1.51507	1.332771	1.529252	0.932659	1.616514	0.710041	1.776949	0.467012
1.515072	1.33279	1.529183	0.932652	1.616849	0.710595	1.778304	0.468246
1.515052	1.332763	1.529081	0.932661	1.617348	0.711374	1.77954	0.46927
1.515066	1.332784	1.528983	0.93268	1.617606	0.711937	1.780646	0.470395
1.515035	1.332767	1.528885	0.932663	1.617817	0.712385	1.781685	0.471439
1.515029	1.332773	1.528815	0.932698	1.618047	0.71283	1.782623	0.472396
1.515016	1.332759	1.528797	0.932683	1.618342	0.713342	1.783576	0.473393
1.515008	1.332753	1.528783	0.93267	1.618642	0.713844	1.784503	0.474335
1.514991	1.332745	1.528814	0.932631	1.618948	0.714353	1.785314	0.475225
1.514984	1.332741	1.528849	0.932611	1.619241	0.714818	1.786102	0.476049
1.514954	1.332737	1.528874	0.932573	1.61955	0.715277	1.786881	0.476767
1.514948	1.33273	1.528904	0.932532	1.619876	0.715845	1.787638	0.477676
1.514929	1.332722	1.528922	0.932488	1.62011	0.716329	1.788456	0.478624
1.514945	1.33274	1.528895	0.932488	1.620401	0.716895	1.789209	0.479466
1.514936	1.332753	1.528834	0.932478	1.620621	0.717373	1.789979	0.480301
1.514949	1.332778	1.528773	0.932474	1.62079	0.717793	1.790759	0.481229
1.514926	1.332764	1.528702	0.932459	1.620985	0.718242	1.791531	0.482068
1.514928	1.332783	1.528639	0.932451	1.621174	0.718784	1.792375	0.483069
1.514918	1.332753	1.528534	0.932437	1.621359	0.719213	1.793201	0.483962
1.514913	1.332746	1.528459	0.932417	1.621603	0.719702	1.793998	0.484802
1.514892	1.332716	1.528402	0.932384	1.621778	0.720112	1.794905	0.485767
1.514898	1.332703	1.528332	0.932382	1.621991	0.720518	1.795846	0.486697
1.514915	1.332694	1.528305	0.932366	1.622239	0.720902	1.796803	0.487684
1.514922	1.332711	1.528322	0.932424	1.622475	0.721243	1.797752	0.488671
1.514929	1.332743	1.528386	0.932462	1.622861	0.721699	1.79872	0.489596
1.514961	1.332775	1.528498	0.932547	1.623291	0.722243	1.79976	0.490544
1.514975	1.33279	1.528647	0.932625	1.623662	0.72265	1.800836	0.491522
1.515002	1.332813	1.528852	0.932681	1.62415	0.723106	1.801928	0.492414
1.51505	1.332806	1.52907	0.932709	1.624652	0.72354	1.803159	0.493288
1.515046	1.332796	1.529322	0.932735	1.625174	0.723907	1.804204	0.494138
1.515084	1.332781	1.529638	0.932712	1.625758	0.72427	1.805428	0.495118
1.515119	1.332775	1.529958	0.932741	1.62631	0.724704	1.80658	0.496018
1.515119	1.332749	1.530266	0.93272	1.626878	0.725084	1.807828	0.496986
1.51515	1.332756	1.530576	0.932725	1.627516	0.725645	1.80909	0.497948
1.51518	1.332778	1.530811	0.932766	1.628021	0.726039	1.810339	0.498974
1.5152	1.3328	1.531026	0.932841	1.628849	0.726899	1.811635	0.500166
1.515214	1.332828	1.531205	0.932895	1.629421	0.727426	1.812928	0.501325
1.515232	1.332864	1.531333	0.932965	1.629837	0.727909	1.814173	0.502555
1.515234	1.332865	1.531444	0.933017	1.630356	0.728531	1.815528	0.503745
1.515258	1.332895	1.531513	0.933061	1.630827	0.729183	1.816803	0.505094
1.515251	1.332868	1.531547	0.933057	1.631264	0.729802	1.818007	0.506447
1.515249	1.332857	1.531541	0.933064	1.631651	0.730446	1.819396	0.50775
1.515249	1.332825	1.531487	0.933033	1.63188	0.730994	1.820664	0.509209
1.51526	1.332828	1.531446	0.933049	1.632197	0.731623	1.821836	0.510588
1.515254	1.332822	1.531373	0.933031	1.632528	0.732225	1.823163	0.512076
1.515277	1.332844	1.531301	0.933082	1.633096	0.733296	1.824425	0.513602
1.515274	1.332847	1.53125	0.933076	1.633375	0.733906	1.825732	0.515044
1.515276	1.332881	1.531198	0.933101	1.63368	0.734601	1.826925	0.516522
1.515278	1.332892	1.531164	0.933089	1.633965	0.735212	1.828155	0.51826
1.515298	1.332898	1.531132	0.93311	1.634281	0.735824	1.829084	0.520147
1.515306	1.33288	1.531125	0.933059	1.634726	0.736493	1.830598	0.521158
1.515324	1.33287	1.531114	0.933049	1.634949	0.736953	1.831781	0.522758
1.515322	1.332842	1.531119	0.932994	1.635281	0.737526	1.832899	0.524281
1.515345	1.332849	1.531162	0.932987	1.635607	0.738089	1.834292	0.525445
1.515328	1.332853	1.531189	0.932968	1.635896	0.73861	1.835181	0.526865
1.515337	1.332868	1.531235	0.932987	1.636276	0.739225	1.836529	0.528238
1.515364	1.332867	1.531291	0.932975	1.636678	0.73991	1.837605	0.529631
1.515373	1.332882	1.531302	0.932993	1.637055	0.740515	1.83864	0.530917
1.515376	1.332864	1.531339	0.932977	1.637431	0.741057	1.839417	0.532359
1.515354	1.332868	1.53137	0.933	1.637737	0.741623	1.840482	0.533454
1.515357	1.332861	1.531409	0.932998	1.638049	0.742141	1.841448	0.534787
1.515335	1.332865	1.531454	0.93303	1.638363	0.742667	1.842029	0.536059
1.515324	1.332845	1.531485	0.933049	1.638621	0.743165	1.842898	0.537288
1.515322	1.33287	1.531513	0.933075	1.638911	0.743714	1.843928	0.538243
1.515336	1.33288	1.531566	0.933106	1.63922	0.744305	1.84479	0.539355
1.515337	1.332912	1.531635	0.933167	1.639496	0.744859	1.845339	0.540613
1.515321	1.332921	1.531705	0.933211	1.639842	0.745408	1.846187	0.541704
1.515329	1.332947	1.531801	0.933233	1.640228	0.746009	1.846983	0.542796
1.515327	1.332919	1.531928	0.933232	1.640541	0.746466	1.847867	0.543931
1.515356	1.33292	1.532071	0.93325	1.640873	0.746945	1.849506	0.544252
1.515368	1.332898	1.532216	0.933255	1.641183	0.747409	1.850103	0.54546
1.515365	1.332907	1.532387	0.933292	1.641548	0.747917	1.851057	0.54657
1.515374	1.332875	1.532564	0.933298	1.641949	0.748366	1.85204	0.547693
1.515395	1.332892	1.532753	0.933349	1.642323	0.748884	1.85306	0.548818
1.515405	1.332892	1.53289	0.933356	1.642695	0.749373	1.854151	0.55004
1.515461	1.332907	1.53303	0.933411	1.643111	0.749968	1.855221	0.551457
1.515482	1.332931	1.53318	0.933434	1.643569	0.750673	1.85627	0.552616
1.51551	1.332963	1.533285	0.933493	1.644055	0.751361	1.857318	0.554102
1.515512	1.332981	1.533371	0.933499	1.644473	0.752093	1.858421	0.555484
1.515519	1.332991	1.533419	0.933505	1.644792	0.752698	1.859543	0.556915
1.515527	1.332957	1.533433	0.933443	1.644992	0.753117	1.86063	0.558367
1.515542	1.332931	1.53343	0.933406	1.645179	0.753646	1.861618	0.559955
1.51554	1.332894	1.533394	0.933341	1.645312	0.754202	1.862712	0.561366
1.515554	1.33286	1.533357	0.933308	1.645566	0.75487	1.863762	0.562947
1.515529	1.33285	1.533308	0.933284	1.645803	0.755579	1.864771	0.564441
1.515527	1.332866	1.533247	0.933268	1.645935	0.756157	1.865809	0.565968
1.515505	1.332874	1.533159	0.93326	1.646039	0.756694	1.866857	0.567535
1.515511	1.33289	1.533108	0.933286	1.646173	0.757289	1.867844	0.569082
1.51552	1.332908	1.533064	0.93329	1.646346	0.757851	1.868874	0.570607
1.51552	1.332951	1.533035	0.933322	1.646581	0.758399	1.869853	0.572035
1.515485	1.332948	1.533057	0.933353	1.646944	0.759084	1.870807	0.573391
1.515477	1.332965	1.533084	0.933362	1.647131	0.759514	1.871735	0.574797
1.515478	1.332932	1.53314	0.933339	1.647338	0.759997	1.872559	0.576138
1.515514	1.332938	1.533223	0.933342	1.647638	0.760509	1.873494	0.577435
1.515499	1.332903	1.533301	0.933334	1.647907	0.760956	1.874452	0.578683
1.515514	1.332889	1.533423	0.933367	1.648244	0.761504	1.875337	0.579835
1.51551	1.332892	1.533584	0.933339	1.648549	0.762031	1.87617	0.581019
1.51552	1.332908	1.533713	0.933368	1.649127	0.762844	1.877059	0.582179
1.515516	1.332882	1.533859	0.933367	1.649478	0.763383	1.877849	0.583309
1.515531	1.332899	1.533965	0.933392	1.649769	0.763857	1.878698	0.584442
1.515552	1.332886	1.534044	0.933401	1.650013	0.764318	1.87951	0.585549
1.515564	1.33289	1.534121	0.933403	1.650264	0.764898	1.880306	0.586619
1.515563	1.332886	1.534199	0.933395	1.650796	0.765676	1.881042	0.587912
1.515563	1.33291	1.53423	0.933408	1.651025	0.766247	1.881785	0.589144
1.515561	1.332893	1.534247	0.933408	1.651189	0.766903	1.882535	0.590407
1.51558	1.332918	1.534239	0.933431	1.651251	0.767409	1.883235	0.591727
1.515583	1.332927	1.534193	0.93339	1.651347	0.767956	1.884008	0.593025
1.515612	1.332948	1.534168	0.933411	1.651701	0.768862	1.884731	0.594465
1.515589	1.33294	1.534137	0.933393	1.651799	0.769406	1.885401	0.595875
1.515579	1.332927	1.534105	0.933377	1.651929	0.769895	1.886233	0.597285
1.515575	1.332897	1.534109	0.933345	1.652088	0.770423	1.887083	0.598621
1.515581	1.332884	1.534102	0.933332	1.652205	0.770933	1.887971	0.600182
1.515598	1.332865	1.534095	0.933301	1.652374	0.771482	1.888748	0.601623
1.515595	1.332853	1.534149	0.933289	1.652629	0.772166	1.88963	0.603228
1.515604	1.332844	1.534189	0.933295	1.652878	0.772759	1.890595	0.604653
1.515609	1.332881	1.534226	0.933323	1.653171	0.773395	1.891606	0.606293
1.515603	1.332883	1.534303	0.933357	1.653453	0.773979	1.892484	0.608064
1.515613	1.332904	1.534381	0.933393	1.653769	0.774551	1.893595	0.60975
1.515622	1.33292	1.534461	0.93341	1.654082	0.775128	1.894594	0.611371
1.515624	1.33295	1.534575	0.933437	1.654508	0.775899	1.895573	0.61308
1.515617	1.332944	1.534671	0.933435	1.654845	0.776546	1.896609	0.614715
1.515627	1.33292	1.534779	0.933442	1.655161	0.777194	1.897326	0.616901
1.515632	1.33289	1.534864	0.933409	1.655419	0.777794	1.898381	0.618535
1.515645	1.332886	1.53495	0.933402	1.655692	0.778384	1.899701	0.619733
1.515655	1.332839	1.535004	0.933359	1.655972	0.778988	1.90073	0.621328
1.515648	1.332849	1.535145	0.933399	1.656281	0.779713	1.901582	0.623105
1.515629	1.332842	1.535168	0.933384	1.656443	0.780322	1.902498	0.624815
1.515643	1.332844	1.535178	0.933409	1.656665	0.78101	1.903403	0.626563
1.515655	1.332872	1.535066	0.933387	1.656801	0.781696	1.904176	0.628213
1.515645	1.332908	1.535019	0.93342	1.656962	0.782374	1.904967	0.629929
1.515626	1.332908	1.535	0.933428	1.657082	0.783047	1.90569	0.631572
1.51563	1.332911	1.534979	0.933459	1.657232	0.783736	1.906406	0.633285
1.51562	1.332878	1.534932	0.933426	1.657413	0.784284	1.907158	0.634872
1.515607	1.332872	1.534938	0.933413	1.657583	0.784893	1.907869	0.636465
1.515592	1.332839	1.534931	0.933408	1.657768	0.785527	1.9086	0.638
1.515602	1.33285	1.534957	0.933421	1.657939	0.786186	1.909275	0.639381
1.51559	1.332847	1.534969	0.933414	1.65811	0.78682	1.91002	0.6409
1.515601	1.332864	1.535018	0.933429	1.658281	0.787421	1.910718	0.642429
1.515615	1.332847	1.535079	0.933437	1.658493	0.787929	1.911489	0.643993
1.515609	1.332864	1.535131	0.933451	1.658712	0.788507	1.912133	0.645477
1.515596	1.332854	1.535234	0.933467	1.658967	0.789206	1.912909	0.647027
1.515595	1.332875	1.535334	0.933503	1.659204	0.789829	1.91362	0.648346
1.515603	1.332882	1.535433	0.933515	1.659442	0.790437	1.914419	0.649899
1.515641	1.332871	1.535547	0.93352	1.659681	0.791055	1.915176	0.6514
1.515631	1.332839	1.535659	0.933504	1.65989	0.791548	1.915874	0.652963
1.515635	1.332839	1.535732	0.933516	1.660148	0.792179	1.916619	0.65445
1.515636	1.332829	1.535818	0.933505	1.660403	0.792829	1.917259	0.65667
1.515639	1.332865	1.535919	0.933569	1.660628	0.793449	1.918058	0.657982
